"OTR_RID_OST_TRAN","OTR_RID_COMMIT_TRN","OTR_RID_LINK_TRN","OTR_AMT_ACTUAL","OTR_AMT_REQUESTED","OTR_AMT_NEW_RELSE","OTR_CDE_TYPE","OTR_CDE_LOAN_PURP","OTR_CDE_OBJ_STATE","OTR_CDE_OB_ST_CTG","OTR_CDE_PROC_AREA","OTR_CDE_REPR_FREQ","OTR_CDE_ACCR_FREQ","OTR_CDE_RISK_TYPE","OTR_DTE_EFFECTIVE","OTR_DTE_RELEASE","OTR_DTE_REPRICING","OTR_IND_AUTO_RELSE","OTR_PID_SUBLIMIT","OTR_RID_GROUP_TRAN","OTR_CDE_GROUP_TYPE","OTR_RID_OUTSTANDNG","OTR_UID_PROCESSOR","OTR_IND_CREATE_TRN","OTR_TSP_REC_CREATE","OTR_TSP_REC_UPDATE","OTR_UID_REC_CREATE","OTR_UID_REC_UPDATE","OTR_IND_NON_ACCR","OTR_AMT_FUND_FROZN","OTR_IND_PMT_FR_BOR","OTR_IND_AUTO_RDUCE","OTR_AMT_SCHED_BAL","OTR_AMT_PREMIUM","OTR_CDE_TRNS_PURP","OTR_RID_ORIG_OST","OTR_IND_UPD_FLEX","OTR_TXT_APP_TYPE","OTR_TXT_SYS_SOURCE","OTR_DTE_ACCR_EFFEC","OST_AMT_DISCOUNT","OST_DTE_NOTE","OST_IND_ELG_99A","OTR_AMT_CAP_CL_AMT","OTR_AMT_CAPT_INCRE","OTR_AMT_DF_PIN_AMT","OTR_AMT_IN_CHO_AMT","OTR_CDE_TAX_W_METH","OTR_DTE_TRN","OTR_IND_ATO_RDE_EX","OTR_IND_DEFR_AMT","OTR_IND_FIX_RA_RT","OTR_IND_ISTAX_REV","OTR_IND_MANUAL_CR","OTR_IND_ONDEL","OTR_IND_PREPAYMENT","OTR_IND_RFL_ALD","OTR_IND_ST_TR_UNSC","OTR_IND_TMP_UPD","OTR_IND_UNFREEZE","OTR_IND_UPDATED","OTR_RID_BORR_RLSD","OTR_RID_CSHFLTRN","OTR_RID_INT_PMT","OTR_RID_LOAN_CONV","OTR_RID_PD_ITM_TN","OTR_UID_ORIG","OTR_CDE_AGNT_ALIAS","OTR_RID_AGNT_TRANS","OTR_OID_OST_TRAN","OTR_CDE_BRANCH"
"J+EFFDV5","","","6310","6310","","RCMF ","ACQ  ","LWREL","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFDRM","LRP  ","J+EFFDUL","LIQUSR05","Y","2020-08-24 14:04:13","2020-08-28 09:17:26","LIQUSR05","LIQSVR05","N","","Y","N","6310","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341f9a3ad0f36841c7925f9","CG852"
"3TEFFGMI","","","413","413","","ID   ","ACQ  ","AWSRA","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","","","3TEFFGLY","LIQUSR05","Y","2020-08-24 15:04:42","2020-08-31 10:31:32","LIQUSR05","LIQSVR05","N","","Y","N","413","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34206f1c38d62d6dc792662","CG852"
"32EFFH9I","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","32EFFH8Y","JAQUITAN","Y","2020-08-24 16:19:23","2020-08-24 16:23:15","JAQUITAN","JANICEA1","N","","Y","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34219790a0a9dfd0b792681","CG852"
"3SEFFFJ2","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","3SEFFFII","JAQUITAN","Y","2020-08-24 16:13:20","2020-08-24 16:16:45","JAQUITAN","JANICEA1","N","","Y","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34217ee837378672879267a","CG852"
"(4EFFHD7","","","1000000","1000000","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","","2020-05-28 00:00:00","N","","","","(4EFFHA2","MANZANOS","Y","2020-08-24 17:34:11","2020-08-24 19:03:44","SMANZANO","MANZANOM","N","","Y","N","1000000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34227e24a91f8394379268e","CG852"
"(7EFH0Z6","","","10000","10000","","ID   ","CONSH","CNPRM","INACT","EUOPS","","D2   ","FIXED","2020-05-27 00:00:00","","","N","","","","(7EFH0YK","CMARTILL","Y","2020-08-25 13:22:10","2020-08-25 14:44:29","CMARTILL","CMARTILL","N","","Y","N","10000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3434155e5a36a01ef792707","CG852"
"(REFFNAF","","","1100000","1100000","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","","2020-05-28 00:00:00","N","","","","(REFFN9V","MANZANOS","Y","2020-08-24 19:25:56","2020-08-24 20:33:38","SMANZANO","MANZANOM","N","","Y","N","1100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34244bb7979377c1b7926a3","CG852"
"(DEFGR2M","","","1200000","1200000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","(DEFGR26","MANZANOS","Y","2020-08-25 09:36:48","2020-08-25 11:33:14","SMANZANO","MANZANOM","N","","Y","N","1200000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3430963cc73ed98e27926be","CG852"
"(7EFGVFM","","","0","0","","ID   ","CONSH","AWSTA","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","","2020-05-28 00:00:00","N","","","","(7EFGVEZ","CMARTILL","Y","2020-08-25 11:24:24","2020-08-25 11:25:00","CMARTILL","CMARTILL","N","","Y","N","0","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","343254a1a5849820a7926e1","CG852"
"(7EFHXAW","","","7000","7000","","ID   ","CONSH","RELSD","ACTUA","EUOPS","","D2   ","FIXED","2020-05-27 00:00:00","2020-05-27 00:00:00","","N","","","","(7EFHXA9","CMARTILL","Y","2020-08-25 17:34:25","2020-08-25 17:59:04","CMARTILL","RPTSUP01","N","","Y","N","7000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3437b0d0e9b11b98c79277a","CG852"
"(7EFHGVW","","","30000","30000","","ID   ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-04-03 00:00:00","2020-05-27 00:00:00","2020-04-06 00:00:00","N","","","","(7EFHGVA","CMARTILL","Y","2020-08-25 14:06:05","2020-08-25 14:17:43","CMARTILL","RPTMGR01","N","","Y","N","30000","0","","","N","","","2020-04-03 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3434aae124c72ba10792724","CG852"
"(7EFHHEP","","","6000","6000","","ID   ","CONSH","RELSD","ACTUA","EUOPS","","D2   ","FIXED","2020-05-27 00:00:00","2020-05-27 00:00:00","","N","","","","(7EFHHE2","CMARTILL","Y","2020-08-25 16:07:21","2020-08-25 17:18:22","CMARTILL","RPTSUP01","N","","Y","N","6000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34367ea961a89360079274a","CG852"
"(7EFID0Y","","(7EFHXAW","-7000","-7000","7000","LRID ","","RELSD","ACTUA","EUOPS","","","FIXED","2020-05-27 00:00:00","2020-05-27 00:00:00","","N","","","","(7EFHXA9","CMARTILL","N","2020-08-25 18:06:25","2020-08-25 18:15:58","CMARTILL","RPTSUP01","","","Y","N","-7000","0","","(7EFHXA9","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34383e8939b41baa679278d","CG852"
"RZEFHIQ1","","","1300000","1300000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","RZEFHIPH","MANZANOS","Y","2020-08-25 19:12:12","2020-08-25 19:53:04","SMANZANO","MANZANOM","N","","Y","N","1300000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34393026f1374188a7927ad","CG852"
"MWEFINFO","","","1400000","1400000","","ID   ","ACQ  ","PEND ","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","","2020-05-28 00:00:00","N","","","","MWEFINF0","SMANZANO","Y","2020-08-26 10:26:56","2020-08-26 10:26:56","SMANZANO","SMANZANO","N","","Y","N","1400000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34469618385dbfdcee1bcf4","CG852"
"J+EFFEL6","","","-731","-731","","PRDCR","","AWSTA","POTEN","EUOPS","7D   ","","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFEKT","LRP  ","ZIEF9NP7","LIQUSR05","N","2020-08-24 14:20:38","2020-08-28 12:12:37","LIQUSR05","LIQUSR05","","","Y","N","-731","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341fdabc71414657279261f","CG852"
"F?EF7SO6","","","251","251","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-06-03 00:00:00","N","","","","F?EF7SNQ","LIQSVR05","Y","2020-08-20 11:32:18","2020-08-20 14:48:00","LIQUSR05","LIQUSR05","N","","Y","N","251","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","33c8bfb454f4192aa7920ca","CG852"
"Z5EF82A8","","","100000","100000","","ID   ","CONSH","LWREL","POTEN","EUOPS","","DAL  ","FIXED","2020-05-27 00:00:00","","","N","","","","Z5EF829L","CMARTILL","Y","2020-08-20 16:35:31","2020-08-20 17:44:08","CMARTILL","RPTMGR01","N","","Y","N","100000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","33cd6bdfa23a7b806792212","CG852"
"J+EFFELN","","","-631","-631","","PRDCR","","AWSTA","POTEN","EUOPS","7D   ","","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFEKT","LRP  ","ZIEF9MNN","LIQUSR05","N","2020-08-24 14:20:38","2020-08-28 12:12:37","LIQUSR05","LIQUSR05","","","Y","N","-631","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341fdb1d6e63d1967792622","CG852"
"J+EFFEKV","","","-931","-931","","PRDCR","","AWSTA","POTEN","EUOPS","7D   ","","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFEKT","LRP  ","ZIEF9NY0","LIQUSR05","N","2020-08-24 14:20:38","2020-08-28 12:12:37","LIQUSR05","LIQUSR05","","","Y","N","-931","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341fda2b2962fee5479261d","CG852"
"(7EFHH48","","","15000","15000","","ID   ","CONSH","CNPRM","INACT","EUOPS","","D2   ","FIXED","2020-05-27 00:00:00","","","N","","","","(7EFHH3M","CMARTILL","Y","2020-08-25 15:10:04","2020-08-25 16:02:58","CMARTILL","CMARTILL","N","","Y","N","15000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3435a3d6a4f13e853792735","CG852"
"C(EFH929","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","C(EFH91P","JAQUITAN","Y","2020-08-25 16:04:16","2020-08-25 16:08:08","JAQUITAN","JANICEA1","N","","N","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3436755460c86e8e0792745","CG852"
"HZEFIXZA","","","-30000","-30000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-04-06 00:00:00","2020-05-28 00:00:00","2020-04-06 00:00:00","N","","HZEFIXZ8","LRP  ","(7EFHGVA","CMARTILL","N","2020-08-26 14:12:23","2020-08-26 14:58:29","CMARTILL","RPTSUP01","","","Y","N","-30000","0","","","N","","","2020-04-06 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3449ec67657091e19e1bd92","CG852"
"HZEFJ1HZ","","","17000","17000","","RCMF ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-29 00:00:00","N","","HZEFJ1FS","LRP  ","HZEFJ1HC","CMARTILL","Y","2020-08-26 15:28:40","2020-08-26 15:52:57","CMARTILL","RPTSUP01","N","","Y","N","17000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","344b07db661f1ad9de1be01","CG852"
"HREFIU64","","","-1000000","-1000000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-28 00:00:00","N","","HREFIU62","LRP  ","Y2EFF2M7","JAQUITAN","N","2020-08-26 11:52:31","2020-08-26 14:52:00","JAQUITAN","JAQUITAN","","","Y","N","-1000000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3447dffc32a88bfcae1bd1f","CG852"
"HREFIU8Y","","","1000000","1000000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-29 00:00:00","N","","HREFIU62","LRP  ","HREFIU8E","JAQUITAN","Y","2020-08-26 11:53:45","2020-08-26 14:52:00","JAQUITAN","JAQUITAN","N","","Y","N","1000000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3447e375c1a123a2de1bd28","CG852"
"HREFIUFR","","","1500000","1500000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-29 00:00:00","N","","HREFIU62","LRP  ","HREFIUF7","JAQUITAN","Y","2020-08-26 11:56:11","2020-08-26 14:52:00","JAQUITAN","JAQUITAN","N","","Y","N","1500000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3447ec5426aaf801ae1bd38","CG852"
"H@EFIU5V","","","1500000","1500000","","ID   ","ACQ  ","LWREL","POTEN","EUOPS","1D   ","DAL  ","LOANS","2020-05-28 00:00:00","","2020-05-29 00:00:00","N","","","","H@EFIU5B","MANZANOS","Y","2020-08-26 12:49:34","2020-08-26 13:08:47","SMANZANO","MANZANOM","N","","Y","N","1500000","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3448a3a9c8bbc650be1bd6b","CG852"
"HZEFJ1FU","","","-10000","-10000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-28 00:00:00","2020-05-28 00:00:00","2020-05-28 00:00:00","N","","HZEFJ1FS","LRP  ","Y@EFF7N9","CMARTILL","N","2020-08-26 15:27:11","2020-08-26 15:52:57","CMARTILL","RPTSUP01","","","Y","N","-10000","0","","","N","","","2020-05-28 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","344b04b9e0e4d31b2e1bdf8","CG852"
"HZEFIWMM","","","-10000","-10000","","PPPMT","","AWSTA","POTEN","EUOPS","1D   ","","LOANS","2020-05-28 00:00:00","","2020-04-06 00:00:00","N","","HZEFIWJN","PCP  ","(7EFHGVA","RPTSUP01","N","2020-08-26 13:43:18","2020-08-26 14:58:29","CMARTILL","RPTSUP01","","","Y","N","-10000","0","","(7EFHGVA","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34497f0dc60ca77d3e1bd87","CG852"
"HZEFIZGL","","","30000","30000","","RCMF ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-04-06 00:00:00","2020-05-28 00:00:00","2020-04-07 00:00:00","N","","HZEFIXZ8","LRP  ","HZEFIZFY","CMARTILL","Y","2020-08-26 14:45:08","2020-08-26 14:58:29","CMARTILL","RPTSUP01","N","","Y","N","30000","0","","","N","","","2020-04-06 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","344a63158f61f686ce1bdb4","CG852"
"Z@EF81A5","","","-251","-251","","PRDCR","","LWREL","POTEN","EUOPS","7D   ","","LOANS","2020-06-03 00:00:00","","2020-06-03 00:00:00","N","","Z@EF81A3","LRP  ","F?EF7SNQ","LIQUSR05","N","2020-08-20 14:49:34","2020-08-20 15:26:08","LIQUSR05","LIQSVR05","","","Y","N","-251","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","33cbe741d9b3907807921b5","CG852"
"J+EFFE7T","","","731","731","","RCMF ","ACQ  ","PEND ","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFE2C","LRP  ","J+EFFE78","LIQSVR05","Y","2020-08-24 14:13:01","2020-08-28 10:04:59","LIQUSR05","LIQSVR05","N","","Y","N","731","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341fbbfaac3d063f979260e","CG852"
".FEF9T9S","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","6M   ","SEM  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-11-27 00:00:00","N","","","",".FEF9T99","LIQUSR03","Y","2020-08-21 15:51:59","2020-08-21 15:55:33","LIQUSR03","LIQUSR03","N","","Y","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","33e1e6e74a3081a237923f9","CG852"
"Y.EFF1BB","","","-513","-513","","PRDCR","","AWSTA","POTEN","EUOPS","7D   ","","LOANS","2020-06-03 00:00:00","","2020-06-03 00:00:00","N","","Y.EFF1B9","LRP  ","ZIEF9M9Y","LIQUSR05","N","2020-08-24 09:33:55","2020-08-28 09:52:06","LIQUSR05","LIQUSR05","","","Y","N","-513","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341ba79fc0ad223d2792572","CG852"
"Y.EFF25A","","","213","213","","RCMF ","ACQ  ","AWSTA","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-06-03 00:00:00","","2020-06-10 00:00:00","N","","Y.EFF1B9","LRP  ","Y.EFF24P","LIQUSR05","Y","2020-08-24 09:53:52","2020-08-28 09:52:06","LIQUSR05","LIQUSR05","N","","Y","N","213","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341bea42779d67130792582","CG852"
"Y2EFF2MR","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-05-28 00:00:00","N","","","","Y2EFF2M7","JAQUITAN","Y","2020-08-24 11:23:56","2020-08-24 11:27:21","JAQUITAN","JANICEA1","N","","Y","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341d134d29358814179258d","CG852"
"JLEFFB5K","","","1000000","1000000","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","6M   ","SEM  ","LOANS","2020-05-27 00:00:00","2020-05-27 00:00:00","2020-11-27 00:00:00","N","","","","JLEFFB50","FI717102","Y","2020-08-24 13:13:13","2020-08-25 16:27:00","LIQUSR03","LIQUSR03","N","","Y","N","1000000","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341ed8a8d7d4fe00b7925d3","CG852"
"J+EFFESR","","","2293","2293","","RCMF ","ACQ  ","AWSTA","POTEN","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","","2020-06-03 00:00:00","N","","J+EFFEKT","LRP  ","J+EFFES6","LIQUSR05","Y","2020-08-24 14:25:28","2020-08-28 12:13:41","LIQUSR05","LIQUSR05","N","","Y","N","2293","0","","","N","","","","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","341feb2ac3fd06da479263c","CG852"
"3TEFFGYG","","","813","813","","ID   ","ACQ  ","RELSD","ACTUA","EUOPS","7D   ","WEEK ","LOANS","2020-05-27 00:00:00","2021-03-08 00:00:00","2020-06-03 00:00:00","N","","","","3TEFFGY1","LIQSVR05","Y","2020-08-24 15:13:16","2020-10-15 10:55:42","LIQUSR05","LIQSVR04","N","","Y","N","813","0","","","N","","","2020-05-27 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34209a34a4f9d0a4f79266a","CG852"
"51EFXX7V","","","-1577.91","-1577.91","800000","SPPMT","","RELSD","ACTUA","EUOPS","","","FIXED","2020-05-29 00:00:00","2020-05-29 00:00:00","","N","","","","H+EFJ25O","LIQUSR03","N","2020-09-03 16:20:55","2020-09-03 16:25:42","LIQUSR03","LIQUSR03","","","Y","N","-1577.91","0","","H+EFJ25O","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34f48e647b85c5d2ae1c4ec","CG852"
"LCEFY00U","","","2500","2500","","ID   ","CONSH","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","2020-05-29 00:00:00","2020-05-29 00:00:00","N","","","","LCEFY007","RPTSUP01","Y","2020-09-03 16:32:03","2020-09-03 16:55:01","CMARTILL","RPTMGR01","N","","Y","N","2500","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","34f4b2f5aa9b85792e1c4f6","CG852"
"!TEG50TE","","","-1200000","-1200000","","PRDCR","","RELSD","ACTUA","EUOPS","1D   ","","LOANS","2020-05-29 00:00:00","2020-06-02 00:00:00","2020-05-29 00:00:00","N","","!TEG50TC","LRP  ","2)EFMJC3","JAQUITAN","N","2020-09-07 11:10:24","2020-09-07 11:24:19","JAQUITAN","JANICEA1","","","Y","N","-1200000","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","354461e29f8428f9be1c5e2","CG852"
"!TEG50WB","","","1300000","1300000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","2020-06-02 00:00:00","2020-05-29 00:00:00","N","","!TEG50TC","LRP  ","!TEG50VR","JAQUITAN","Y","2020-09-07 11:11:24","2020-09-07 11:24:19","JAQUITAN","JANICEA1","N","","Y","N","1300000","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","35446406501b553a7e1c5eb","CG852"
"!1EG56PI","","","1100000","1100000","","RCMF ","ACQ  ","RELSD","ACTUA","EUOPS","1D   ","DAL  ","LOANS","2020-05-29 00:00:00","2020-06-02 00:00:00","2020-05-29 00:00:00","N","","!1EG56MJ","LRP  ","!1EG56OY","JAQUITAN","Y","2020-09-07 11:46:04","2020-09-07 11:48:48","JAQUITAN","JANICEA1","N","","Y","N","1100000","0","","","N","","","2020-05-29 00:00:00","0","","N","","","","","","","N","N","N","N","N","N","N","N","N","N","N","N","NONE    ","NONE    ","","NONE    ","NONE    ","","","NONE    ","3544e6e65e5815483e1c616","CG852"
