"RBP_CDE_RISK_BOOK","RBP_UID_USERID","RBP_TSP_REC_CREATE","RBP_TSP_REC_UPDATE","RBP_UID_REC_CREATE","RBP_UID_REC_UPDATE","RBP_IND_BUY_SELL","RBP_IND_MARK","RBP_IND_VIEW_PRCES","RBP_IND_PRIMARY"
"RELEN","HSMGR01 ","2020-01-23 07:49:41","2020-01-23 07:49:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","HSMGR01 ","2020-01-23 07:49:41","2020-01-23 07:49:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","CFRANCI5","2020-01-23 09:17:16","2020-01-23 09:17:16","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","HSSUPR01","2020-01-23 09:28:07","2020-01-23 09:28:07","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","HSMGR02 ","2020-01-23 09:54:21","2020-01-23 09:54:21","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","LII99013","2020-01-30 06:04:47","2020-01-30 06:04:47","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","LII99013","2020-01-30 06:04:47","2020-01-30 06:04:47","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"DCM  ","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JCUSR01 ","2020-01-22 13:51:26","2020-01-22 13:51:26","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","WBAYERS ","2020-01-22 12:15:18","2020-01-22 12:15:18","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MWHEELER","2020-01-22 12:16:43","2020-01-22 12:16:43","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JOBINPUT","2020-01-23 06:09:50","2020-01-23 06:09:50","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JOBMNGER","2020-01-23 06:11:41","2020-01-23 06:11:41","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JOBMANGR","2020-01-23 06:13:13","2020-01-23 06:13:13","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","FJUSR01 ","2020-01-24 09:43:04","2020-01-24 09:43:04","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","MGALING ","2020-01-27 07:58:01","2020-01-27 07:58:01","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","ADM_DARR","2019-06-26 02:03:48","2019-06-26 02:03:48","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"GTS  ","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","ADM_PETE","2019-06-26 02:05:17","2019-06-26 02:05:17","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"GTS  ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"DCM  ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"PRFIN","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"RELEN","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"PRIEQ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"BPB  ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"SAF  ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"BCF  ","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"CORPF","LS2BATCH","2019-06-26 09:58:20","2019-06-26 09:58:20","ADM_PETE","ADM_PETE","N","N","Y","N"
"GTS  ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BPB  ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"SAF  ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RELEN","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BCF  ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"BKGOV","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"DCM  ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRIEQ","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"PRFIN","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JFERNAND","2019-08-02 06:57:24","2019-08-02 06:57:24","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"CORPF","JCUSR02 ","2020-05-04 17:25:44","2020-05-04 17:25:44","ADMIN1  ","ADMIN1  ","Y","N","Y","N"
"RISK1","LOANIQ02","2005-08-23 15:57:38","2005-08-23 15:57:38","ADMIN2  ","ADMIN2  ","Y","Y","Y","N"
"DCM  ","PETURNER","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRFIN","DONALD98","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"CORPF","BRIANMOK","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"RELEN","PETURNER","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"SAF  ","FOULISTR","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"RELEN","LAWLESS2","2019-04-03 23:48:16","2019-04-03 23:48:16","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRIEQ","PETURNER","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BPB  ","KANDERSO","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BPB  ","GIBLINC ","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","BRIANMOK","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BPB  ","BRIANMOK","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"CORPF","PETURNER","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRIEQ","KANDERSO","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRIEQ","GIBLINC ","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","BRIANMOK","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"CORPF","KANDERSO","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","KANDERSO","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRIEQ","BRIANMOK","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRFIN","BRIANMOK","2019-04-03 23:48:17","2019-04-03 23:48:17","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BPB  ","PETURNER","2019-04-03 23:48:18","2019-04-03 23:48:18","LS2BATCH","LS2BATCH","Y","N","Y","N"
"CORPF","DONALD98","2019-04-03 23:48:18","2019-04-03 23:48:18","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","GIBLINC ","2019-04-03 23:48:18","2019-04-03 23:48:18","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","GIBLINC ","2019-04-03 23:48:18","2019-04-03 23:48:18","LS2BATCH","LS2BATCH","Y","N","Y","N"
"RELEN","FOULISTR","2019-04-03 23:48:18","2019-04-03 23:48:18","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRFIN","GIBLINC ","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","DONALD98","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","LAWLESS2","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"PRIEQ","LAWLESS2","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"SAF  ","PETURNER","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","KANDERSO","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","DONALD98","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","FOULISTR","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"DCM  ","FOULISTR","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BCF  ","LAWLESS2","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"SAF  ","GIBLINC ","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BPB  ","DONALD98","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"SAF  ","LAWLESS2","2019-04-03 23:48:19","2019-04-03 23:48:19","LS2BATCH","LS2BATCH","Y","N","Y","N"
"BKGOV","MULT1032","2020-04-30 11:04:16","2020-04-30 11:04:16","RETAIL  ","RETAIL  ","N","N","N","N"
"GTS  ","MULT1011","2020-04-27 14:59:11","2020-04-27 14:59:11","RETAIL  ","RETAIL  ","N","N","Y","N"
"DCM  ","LQXY0002","2020-04-29 12:37:59","2020-04-29 12:37:59","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"SAF  ","MULT1012","2020-04-27 16:23:30","2020-04-27 16:23:30","RETAIL  ","RETAIL  ","Y","Y","Y","N"
"SAF  ","LQIEE110","2020-04-27 16:56:11","2020-04-27 16:56:11","RETAIL  ","RETAIL  ","N","N","N","N"
"DCM  ","LQIEE111","2020-04-27 17:20:16","2020-04-27 17:20:16","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","MULT1012","2020-04-27 16:23:30","2020-04-27 16:23:30","RETAIL  ","RETAIL  ","N","N","N","N"
"BCF  ","MULT1013","2020-04-27 16:22:50","2020-04-27 16:22:50","RETAIL  ","RETAIL  ","N","N","N","N"
"DCM  ","MULT1013","2020-04-27 16:22:50","2020-04-27 16:22:50","RETAIL  ","RETAIL  ","N","N","Y","Y"
"SAF  ","LQIEE108","2020-04-27 16:32:40","2020-04-27 16:32:40","RETAIL  ","RETAIL  ","Y","Y","Y","N"
"GTS  ","LQIEE108","2020-04-27 16:32:40","2020-04-27 16:32:40","RETAIL  ","RETAIL  ","N","N","N","N"
"BKGOV","LQIEE107","2020-04-27 16:35:07","2020-04-27 16:35:07","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","LQIEE109","2020-04-27 16:41:05","2020-04-27 16:41:05","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","MULTD009","2020-04-27 17:40:12","2020-04-27 17:40:12","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","LQIEE110","2020-04-27 16:56:11","2020-04-27 16:56:11","RETAIL  ","RETAIL  ","N","N","N","N"
"DCM  ","LQIEE112","2020-04-30 10:29:27","2020-04-30 10:29:27","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"DCM  ","MULT1021","2020-04-27 17:52:45","2020-04-27 17:52:45","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"DCM  ","MULTD009","2020-04-27 17:40:12","2020-04-27 17:40:12","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","MULT1021","2020-04-27 17:52:45","2020-04-27 17:52:45","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","LQIEE119","2020-04-30 17:00:14","2020-04-30 17:00:14","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"GTS  ","MULTD103","2020-04-30 10:11:55","2020-04-30 10:11:55","RETAIL  ","RETAIL  ","N","N","N","N"
"DCM  ","MULT1014","2020-04-28 12:49:57","2020-04-28 12:49:57","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"SAF  ","MULTD103","2020-04-30 10:11:55","2020-04-30 10:11:55","RETAIL  ","RETAIL  ","Y","Y","Y","N"
"GTS  ","MULT1034","2020-04-30 11:44:29","2020-04-30 11:44:29","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"DCM  ","MULT1031","2020-04-30 10:51:03","2020-04-30 10:51:03","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
"RELEN","MULT1034","2020-04-30 11:44:29","2020-04-30 11:44:29","RETAIL  ","RETAIL  ","Y","Y","Y","Y"
