"PRF_RID_RMTNC","PRF_RID_OWNER","PRF_CID_CUSTOMER","PRF_RID_SVC_GROUP","PRF_CDE_ROLE","PRF_UID_REC_UPDATE","PRF_UID_REC_CREATE","PRF_TSP_REC_UPDATE","PRF_TSP_REC_CREATE","PRF_TXT_FROM_STRNG","PRF_TXT_TO_STRNG","PRF_IND_TX_WTH_REQ","PRF_PCT_TX_WTHHLD","PRF_CDE_OWNER_TYPE","PRF_IND_FPML_ENBLD","PRF_CDE_BRANCH"
"FZE4MTKF","FZE4MTJR","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-01-27 10:59:10","2020-01-27 10:59:10","","","N","0","DEA  ","N",""
"S9E5C68D",";?E5004R","AMDPAOVM","@*DZF8KQ","BENEF","WBAYERS ","WBAYERS ","2020-02-10 03:36:56","2020-02-10 03:36:56","","","N","0","DEA  ","N",""
"QJE5FZW9","QJE5FZVT","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-12 05:36:51","2020-02-12 05:36:51","","","N","0","DEA  ","N",""
"QJE5FZWV","QJE5FZVT","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-12 05:40:16","2020-02-12 05:40:16","","","N","0","DEA  ","N",""
"+QE5RB6E","+.E5QWY4","AMDPAOVM","@*DZF8KS","AGENT","RPTINP01","RPTINP01","2020-02-18 08:00:31","2020-02-18 08:00:31","","","N","0","DEA  ","N",""
"*.E5SSUY","*.E5SSUI","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-19 03:06:16","2020-02-19 03:06:16","","","N","0","DEA  ","N",""
"*.E5SSV6","*.E5SSUI","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-19 03:07:16","2020-02-19 03:07:16","","","N","0","DEA  ","N",""
"*.E5SSVF","*.E5SSUI","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-19 03:08:27","2020-02-19 03:08:27","","","N","0","DEA  ","N",""
"*.E5SSVK","*.E5SSUI","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-19 03:09:36","2020-02-19 03:09:36","","","N","0","DEA  ","N",""
"*;E5SV32","*;E5SV2E","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-19 04:38:04","2020-02-19 04:38:04","","","N","0","DEA  ","N",""
"*;E5SV3B","*;E5SV2E","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-19 04:38:59","2020-02-19 04:38:59","","","N","0","DEA  ","N",""
"*;E5SV3G","*;E5SV2E","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-19 04:39:55","2020-02-19 04:39:55","","","N","0","DEA  ","N",""
"*IE5T1AX","*IE5T18I","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-19 07:21:05","2020-02-19 07:21:05","","","N","0","DEA  ","N",""
"*IE5T1CN","*IE5T18I","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-19 07:22:05","2020-02-19 07:22:05","","","N","0","DEA  ","N",""
"*IE5T1ED","*IE5T18I","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-19 07:23:07","2020-02-19 07:23:07","","","N","0","DEA  ","N",""
"*IE5T1G1","*IE5T18I","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-19 07:24:10","2020-02-19 07:24:10","","","N","0","DEA  ","N",""
"AAE5TEC7","AAE5TEBR","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-19 10:47:33","2020-02-19 10:47:33","","","N","0","DEA  ","N",""
"AAE5TECF","AAE5TEBR","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-19 10:48:48","2020-02-19 10:48:48","","","N","0","DEA  ","N",""
"AAE5TECO","AAE5TEBR","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-19 10:50:22","2020-02-19 10:50:22","","","N","0","DEA  ","N",""
"AAE5TECT","AAE5TEBR","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-19 10:51:47","2020-02-19 10:51:47","","","N","0","DEA  ","N",""
"AFE5UH0C","AFE5UGZW","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-20 00:46:53","2020-02-20 00:46:53","","","N","0","DEA  ","N",""
"AFE5UH0K","AFE5UGZW","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-20 00:47:54","2020-02-20 00:47:54","","","N","0","DEA  ","N",""
"AFE5UH0T","AFE5UGZW","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-20 00:48:58","2020-02-20 00:48:58","","","N","0","DEA  ","N",""
"AFE5UH0Y","AFE5UGZW","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-20 00:49:57","2020-02-20 00:49:57","","","N","0","DEA  ","N",""
"AZE5UHHP","AZE5UHH9","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-20 01:11:59","2020-02-20 01:11:59","","","N","0","DEA  ","N",""
"AZE5UHHX","AZE5UHH9","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-20 01:13:00","2020-02-20 01:13:00","","","N","0","DEA  ","N",""
"AZE5UHI6","AZE5UHH9","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-20 01:14:03","2020-02-20 01:14:03","","","N","0","DEA  ","N",""
"AZE5UHIB","AZE5UHH9","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-20 01:15:04","2020-02-20 01:15:04","","","N","0","DEA  ","N",""
"A.E5UIVI","A.E5UIV2","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-20 01:43:26","2020-02-20 01:43:26","","","N","0","DEA  ","N",""
"A.E5UIVQ","A.E5UIV2","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-20 01:44:31","2020-02-20 01:44:31","","","N","0","DEA  ","N",""
"A.E5UIVZ","A.E5UIV2","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-20 01:45:41","2020-02-20 01:45:41","","","N","0","DEA  ","N",""
"A.E5UIW4","A.E5UIV2","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-20 01:46:45","2020-02-20 01:46:45","","","N","0","DEA  ","N",""
"AYE5ULOY","AYE5ULMA","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-20 03:39:06","2020-02-20 03:39:06","","","N","0","DEA  ","N",""
"AYE5ULQZ","AYE5ULMA","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-20 03:40:17","2020-02-20 03:40:17","","","N","0","DEA  ","N",""
"04E5JT3H","04E5JT0I","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-14 07:45:24","2020-02-14 07:45:24","","","N","0","DEA  ","N",""
"04E5JT5V","04E5JT0I","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-14 07:46:49","2020-02-14 07:46:49","","","N","0","DEA  ","N",""
"04E5JT87","04E5JT0I","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-14 07:48:11","2020-02-14 07:48:11","","","N","0","DEA  ","N",""
"04E5JTAG","04E5JT0I","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-14 07:49:36","2020-02-14 07:49:36","","","N","0","DEA  ","N",""
"0QE5PJZ5","0QE5PJYP","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-17 09:38:59","2020-02-17 09:38:59","","","N","0","DEA  ","N",""
"0QE5PJZD","0QE5PJYP","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-17 09:40:01","2020-02-17 09:40:01","","","N","0","DEA  ","N",""
"0QE5PJZM","0QE5PJYP","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-17 09:41:01","2020-02-17 09:41:01","","","N","0","DEA  ","N",""
"*DE5SXRR","*DE5SXPI","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-02-19 06:04:46","2020-02-19 06:04:46","","","N","0","DEA  ","N",""
"*DE5SXTI","*DE5SXPI","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-02-19 06:05:48","2020-02-19 06:05:48","","","N","0","DEA  ","N",""
"*DE5SXV7","*DE5SXPI","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-19 06:06:47","2020-02-19 06:06:47","","","N","0","DEA  ","N",""
"*DE5SXWS","*DE5SXPI","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-19 06:07:48","2020-02-19 06:07:48","","","N","0","DEA  ","N",""
"AYE5ULT9","AYE5ULMA","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-02-20 03:41:39","2020-02-20 03:41:39","","","N","0","DEA  ","N",""
"AYE5ULVA","AYE5ULMA","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-20 03:42:54","2020-02-20 03:42:54","","","N","0","DEA  ","N",""
"!+E67VLY","!+E67VLG","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-02-27 06:23:58","2020-02-27 06:23:58","","","N","0","DEA  ","N",""
"P#E6FG6F","P#E6FFZT","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-02 09:49:33","2020-03-02 09:49:33","","","N","0","DEA  ","N",""
"P#E6FG8D","P#E6FFZT","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-02 09:50:45","2020-03-02 09:50:45","","","N","0","DEA  ","N",""
"KZE6H7OV","KZE6H7N2","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-03 08:41:24","2020-03-03 08:41:24","","","N","0","DEA  ","N",""
"KZE6H7QA","KZE6H7N2","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-03 08:42:13","2020-03-03 08:42:13","","","N","0","DEA  ","N",""
"P#E6FG2B","P#E6FFZT","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-02 09:47:06","2020-03-02 09:47:06","","","N","0","DEA  ","N",""
"P#E6FG4F","P#E6FFZT","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-02 09:48:21","2020-03-02 09:48:21","","","N","0","DEA  ","N",""
"KZE6H7RR","KZE6H7N2","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-03 08:43:05","2020-03-03 08:43:05","","","N","0","DEA  ","N",""
"KZE6H7T1","KZE6H7N2","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-03 08:43:55","2020-03-03 08:43:55","","","N","0","DEA  ","N",""
"UKE6JG1R","UKE6JG1B","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-04 12:22:06","2020-03-04 12:22:06","","","N","0","DEA  ","N",""
"UKE6JG1Z","UKE6JG1B","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-04 12:23:17","2020-03-04 12:23:17","","","N","0","DEA  ","N",""
"UKE6JG28","UKE6JG1B","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-04 12:24:27","2020-03-04 12:24:27","","","N","0","DEA  ","N",""
"UKE6JG2D","UKE6JG1B","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-04 12:25:41","2020-03-04 12:25:41","","","N","0","DEA  ","N",""
"UUE6KHFJ","UUE6KHF3","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-05 02:11:49","2020-03-05 02:11:49","","","N","0","DEA  ","N",""
"UUE6KHFR","UUE6KHF3","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-05 02:12:56","2020-03-05 02:12:56","","","N","0","DEA  ","N",""
"UUE6KHG0","UUE6KHF3","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-05 02:14:01","2020-03-05 02:14:01","","","N","0","DEA  ","N",""
"UUE6KHG5","UUE6KHF3","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-05 02:15:06","2020-03-05 02:15:06","","","N","0","DEA  ","N",""
"UTE6KNH9","UTE6KNGT","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-05 04:08:36","2020-03-05 04:08:36","","","N","0","DEA  ","N",""
"UTE6KNHH","UTE6KNGT","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-05 04:09:24","2020-03-05 04:09:24","","","N","0","DEA  ","N",""
"UTE6KNHQ","UTE6KNGT","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-05 04:10:13","2020-03-05 04:10:13","","","N","0","DEA  ","N",""
"UTE6KNHV","UTE6KNGT","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-05 04:11:02","2020-03-05 04:11:02","","","N","0","DEA  ","N",""
"UTE6KQD7","UTE6KQBE","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-05 06:17:36","2020-03-05 06:17:36","","","N","0","DEA  ","N",""
"UTE6KQEO","UTE6KQBE","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-05 06:18:28","2020-03-05 06:18:28","","","N","0","DEA  ","N",""
"UTE6KQG4","UTE6KQBE","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-05 06:19:19","2020-03-05 06:19:19","","","N","0","DEA  ","N",""
"UTE6KQHH","UTE6KQBE","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-05 06:20:11","2020-03-05 06:20:11","","","N","0","DEA  ","N",""
"U3E6KT8F","U3E6KT7Z","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-05 07:07:07","2020-03-05 07:07:07","","","N","0","DEA  ","N",""
"U3E6KT8N","U3E6KT7Z","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-05 07:07:59","2020-03-05 07:07:59","","","N","0","DEA  ","N",""
"U3E6KT8W","U3E6KT7Z","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-05 07:08:51","2020-03-05 07:08:51","","","N","0","DEA  ","N",""
"U3E6KT91","U3E6KT7Z","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-05 07:09:43","2020-03-05 07:09:43","","","N","0","DEA  ","N",""
"U6E6KZDP","U6E6KZAK","J5E4FAXX","J5E4FAZ1","BORR ","RPTINP01","RPTINP01","2020-03-05 09:32:21","2020-03-05 09:32:21","","","N","0","DEA  ","N",""
"U6E6KZG3","U6E6KZAK","J5E4FAZF","J5E4FB05","BORR ","RPTINP01","RPTINP01","2020-03-05 09:33:46","2020-03-05 09:33:46","","","N","0","DEA  ","N",""
"U6E6KZII","U6E6KZAK","3FE4FBRS","3FE4FBSR","BORR ","RPTINP01","RPTINP01","2020-03-05 09:35:12","2020-03-05 09:35:12","","","N","0","DEA  ","N",""
"U6E6KZKL","U6E6KZAK","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-03-05 09:36:30","2020-03-05 09:36:30","","","N","0","DEA  ","N",""
"75E794VA","75E794UM","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-03-18 09:19:37","2020-03-18 09:19:37","","","N","0","DEA  ","N",""
"75E794VJ","75E794UM","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-03-18 09:20:30","2020-03-18 09:20:30","","","N","0","DEA  ","N",""
"N2E796EB","N2E796DV","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-03-18 10:49:06","2020-03-18 10:49:06","","","N","0","DEA  ","N",""
"N2E796EJ","N2E796DV","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-03-18 10:50:34","2020-03-18 10:50:34","","","N","0","DEA  ","N",""
"N2E796ES","N2E796DV","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-03-18 10:51:48","2020-03-18 10:51:48","","","N","0","DEA  ","N",""
"N2E796EX","N2E796DV","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-03-18 10:53:04","2020-03-18 10:53:04","","","N","0","DEA  ","N",""
"IAE7ACPZ","IAE7ACPJ","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-03-19 02:12:26","2020-03-19 02:12:26","","","N","0","DEA  ","N",""
"IAE7ACQ7","IAE7ACPJ","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-03-19 02:13:17","2020-03-19 02:13:17","","","N","0","DEA  ","N",""
"IAE7ACQG","IAE7ACPJ","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-03-19 02:14:07","2020-03-19 02:14:07","","","N","0","DEA  ","N",""
"IAE7ACQL","IAE7ACPJ","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-03-19 02:15:01","2020-03-19 02:15:01","","","N","0","DEA  ","N",""
"IUE7AE6H","IUE7AE61","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-03-19 02:37:29","2020-03-19 02:37:29","","","N","0","DEA  ","N",""
"IUE7AE6P","IUE7AE61","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-03-19 02:38:20","2020-03-19 02:38:20","","","N","0","DEA  ","N",""
"IUE7AE6Y","IUE7AE61","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-03-19 02:39:12","2020-03-19 02:39:12","","","N","0","DEA  ","N",""
"IUE7AE73","IUE7AE61","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-03-19 02:40:10","2020-03-19 02:40:10","","","N","0","DEA  ","N",""
"I8E7AFXB","I8E7AFV8","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-03-19 03:29:42","2020-03-19 03:29:42","","","N","0","DEA  ","N",""
"I8E7AFYT","I8E7AFV8","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-03-19 03:30:33","2020-03-19 03:30:33","","","N","0","DEA  ","N",""
"-YE8BA4P","-YE8BA3N","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-04-08 00:16:21","2020-04-08 00:16:21","","","N","0","DEA  ","N",""
"I8E7AG1W","I8E7AFV8","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-03-19 03:32:27","2020-03-19 03:32:27","","","N","0","DEA  ","N",""
"-YE8BA4K","-YE8BA3N","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-04-08 00:14:33","2020-04-08 00:14:33","","","N","0","DEA  ","N",""
"-;E8BCEV","-;E8BCEF","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-04-08 01:30:19","2020-04-08 01:30:19","","","N","0","DEA  ","N",""
"-;E8BCF3","-;E8BCEF","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-04-08 01:31:46","2020-04-08 01:31:46","","","N","0","DEA  ","N",""
"-;E8BCFC","-;E8BCEF","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-04-08 01:33:08","2020-04-08 01:33:08","","","N","0","DEA  ","N",""
"-;E8BCFH","-;E8BCEF","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-04-08 01:34:48","2020-04-08 01:34:48","","","N","0","DEA  ","N",""
"-=E8BJ55","-=E8BJ18","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-04-08 04:09:43","2020-04-08 04:09:43","","","N","0","DEA  ","N",""
"-=E8BJ7P","-=E8BJ18","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-04-08 04:11:10","2020-04-08 04:11:10","","","N","0","DEA  ","N",""
"-=E8BJA4","-=E8BJ18","3FE4FBRS","3FE4FBSR","BORR ","HSUSER01","HSUSER01","2020-04-08 04:12:37","2020-04-08 04:12:37","","","N","0","DEA  ","N",""
"-=E8BJD0","-=E8BJ18","AMDPAOVM","@*DZF8KQ","AGENT","HSUSER01","HSUSER01","2020-04-08 04:14:22","2020-04-08 04:14:22","","","N","0","DEA  ","N",""
":1E8L935",":1E8L92P","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-04-13 09:41:37","2020-04-13 09:41:37","","","N","0","DEA  ","N",""
":1E8L93D",":1E8L92P","J5E4FAZF","J5E4FB05","BORR ","HSUSER01","HSUSER01","2020-04-13 09:42:55","2020-04-13 09:42:55","","","N","0","DEA  ","N",""
"L$E8MYAF","L$E8MY9Z","J5E4FAXX","J5E4FAZ1","BORR ","HSUSER01","HSUSER01","2020-04-14 07:14:42","2020-04-14 07:14:42","","","N","0","DEA  ","N",""
"K0E9BB7T","K0E9BB2E","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-27 19:53:20","2020-04-27 19:53:20","","","N","0","DEA  ","N",""
"K0E9BBEB","K0E9BB2E","AMDPAOVM","@*DZF8KS","AGENT","RPTINP01","RPTINP01","2020-04-27 19:57:13","2020-04-27 19:57:13","","","N","0","DEA  ","N",""
"K0E9BCQB","K0E9BCM6","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-27 20:26:00","2020-04-27 20:26:00","","","N","0","DEA  ","N",""
"K0E9BCWH","K0E9BCM6","AMDPAOVM","@*DZF8KS","AGENT","RPTINP01","RPTINP01","2020-04-27 20:29:43","2020-04-27 20:29:43","","","N","0","DEA  ","N",""
"K0E9BDM7","K0E9BDI5","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-27 20:45:08","2020-04-27 20:45:08","","","N","0","DEA  ","N",""
"K0E9BDSK","K0E9BDI5","AMDPAOVM","@*DZF8KS","AGENT","RPTINP01","RPTINP01","2020-04-27 20:48:58","2020-04-27 20:48:58","","","N","0","DEA  ","N",""
"K-E9BG66","K-E9BG2A","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-04-27 21:40:27","2020-04-27 21:40:27","","","N","0","DEA  ","N",""
"U)E9BKBX","U)E9BKBH","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-04-27 22:26:41","2020-04-27 22:26:41","","","N","0","DEA  ","N",""
"U!E9BIUE","U!E9BIQ8","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-27 22:38:07","2020-04-27 22:38:07","","","N","0","DEA  ","N",""
"U!E9BJ06","U!E9BIQ8","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-04-27 22:41:34","2020-04-27 22:41:34","","","N","0","DEA  ","N",""
"U9E9BJJ2","U9E9BJIE","AMDPAOVM","@*DZF8KQ","AGENT","WBAYERS ","WBAYERS ","2020-04-27 22:43:32","2020-04-27 22:43:32","","","N","0","DEA  ","N",""
"U)E9BKD1","U)E9BKCL","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-04-27 23:06:41","2020-04-27 23:06:41","","","N","0","DEA  ","N",""
"U)E9BKD8","U)E9BKCL","AMDPAOVM","@*DZF8KQ","AGENT","INPMANS ","INPMANS ","2020-04-27 23:08:54","2020-04-27 23:08:54","","","N","0","DEA  ","N",""
"U3E9CJ6X","U3E9CJ6G","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-28 10:33:39","2020-04-28 10:33:39","","","N","0","DEA  ","N",""
"U3E9CJ72","U3E9CJ6G","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-04-28 10:35:49","2020-04-28 10:35:49","","","N","0","DEA  ","N",""
"UCE9CKAR","UCE9CKAA","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-28 11:21:17","2020-04-28 11:21:17","","","N","0","DEA  ","N",""
"UCE9CKAW","UCE9CKAA","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-04-28 11:23:37","2020-04-28 11:23:37","","","N","0","DEA  ","N",""
"UHE9CLJ9","UHE9CLIS","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-28 12:29:24","2020-04-28 12:29:24","","","N","0","DEA  ","N",""
"UHE9CMA5","UHE9CM3H","P=E6K597","K0E9B6IG","BORR ","RPTINP01","RPTINP01","2020-04-28 12:49:49","2020-04-28 12:49:49","","","N","0","DEA  ","N",""
"UHE9CME5","UHE9CM3H","AMDPAOVM","@*DZF8KQ","AGENT","RPTINP01","RPTINP01","2020-04-28 12:52:17","2020-04-28 12:52:17","","","N","0","DEA  ","N",""
"Z(E9EY4C","Z(E9EY3W","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-04-29 18:00:15","2020-04-29 18:00:15","","","N","0","DEA  ","N",""
"Z(E9EY4J","Z(E9EY3W","AMDPAOVM","@*DZF8KQ","AGENT","INPMANS ","INPMANS ","2020-04-29 18:02:53","2020-04-29 18:02:53","","","N","0","DEA  ","N",""
"9$E9F90E","9$E9F8X7","P=E6K597","K0E9B6IG","BORR ","APP2MANS","APP2MANS","2020-04-29 22:55:57","2020-04-29 22:55:57","","","N","0","DEA  ","N",""
"9$E9F93M","9$E9F8X7","AMDPAOVM","@*DZF8KQ","AGENT","APP2MANS","APP2MANS","2020-04-29 22:57:37","2020-04-29 22:57:37","","","N","0","DEA  ","N",""
"9XE9FAA6","9XE9FA9Q","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-04-29 23:23:17","2020-04-29 23:23:17","","","N","0","DEA  ","N",""
"9XE9FAD8","9XE9FA9Q","AMDPAOVM","@*DZF8KQ","AGENT","INPMANS ","INPMANS ","2020-04-29 23:24:58","2020-04-29 23:24:58","","","N","0","DEA  ","N",""
".@E9IBKR",".@E9IBK9","?ZE4CIA6","7NE4CQON","BORR ","LOANIQ01","LOANIQ01","2020-05-01 12:23:54","2020-05-01 12:23:54","A                                                 ","B                                                 ","N","0","DEA  ","N",""
".@E9IBV4",".@E9IBK9","AVE8YAJT","!!E8YLR0","BORR ","LOANIQ01","LOANIQ01","2020-05-01 12:50:17","2020-05-01 12:50:17","A                                                 ","B                                                 ","N","0","DEA  ","N",""
".CE9IEL9",".@E9IBK9","AMDPAOVM","@*DZF8KS","AGENT","LOANIQ01","LOANIQ01","2020-05-01 14:30:05","2020-05-01 14:30:05","A                                                 ","B                                                 ","N","0","DEA  ","N",""
".DE9NDV3",".DE9NDUN","P=E6K597","K0E9B6IG","BORR ","INPMANS ","INPMANS ","2020-05-04 07:17:28","2020-05-04 07:17:28","","","N","0","DEA  ","N",""
