OST_RID_OUTSTANDNG,OST_NME_ALIAS,OST_CID_BORROWER,OST_PID_DEAL,OST_PID_FACILITY,OST_CDE_OUTSTD_TYP,OST_CDE_PRICE_OPT,OST_CDE_OBJ_STATE,OST_CDE_OB_ST_CTG,OST_TSP_REC_CREATE,OST_TSP_REC_UPDATE,OST_UID_REC_CREATE,OST_UID_REC_UPDATE,OST_AMT_BANK_GROSS,OST_AMT_BANK_NET,OST_IND_FLOAT_RATE,OST_IND_MATCH_FUND,OST_IND_HAS_RPR_DT,OST_CDE_PERF_STAT,OST_CDE_ENDTE_RULE,OST_IND_ACCRUABLE,OST_RTE_FC_RATE,OST_RTE_FC_HS_RATE,OST_AMT_FC_BNK_GRS,OST_AMT_FC_BNK_NET,OST_CDE_TRSRY_AREA,OST_CDE_RQST_CCY,OST_IND_AC_CF_ONLY,OST_AMT_FC_CURRENT,OST_CDE_CURRENCY,OST_CDE_LOAN_PURP,OST_DTE_REPRICING,OST_CDE_REPR_FREQ,OST_CDE_RISK_TYPE,OST_PID_SUBLIMIT,OST_DTE_EFFECTIVE,OST_AMT_ORIGINAL,OST_AMT_CURRENT,OST_CDE_ACR_PERIOD,OST_IND_AUTO_EXTND,OST_CDE_EXTENSION,OST_NUM_NOTIFICATN,OST_IND_REINSTATBL,OST_NUM_EXT_INCR,OST_DTE_EXPIRY_ENT,OST_DTE_EXPIRY_CLC,OST_DTE_EXPIRY_FNL,OST_CDE_SIC,OST_CDE_GL_CLASS,OST_IND_NOTF_RCVD,OST_IND_FACING_FEE,OST_IND_ISSUIN_FEE,OST_DTE_PAID_DOWN,OST_CDE_FRG_WTHHLD,OST_PCT_FRG_WTHHLD,OST_CDE_TAX_EXEMPT,OST_PCT_TAX_EXEMPT,OST_CDE_RAC_REPRIC,OST_CDE_SIC_CNTRY,OST_DTE_RAC_REPRIC,OST_CDE_ACT_ACR_RL,OST_RID_COLLAT_DEF,OST_IND_AC_SCD_BAL,OST_AMT_SCHED_BAL,OST_IND_AUTO_PREPF,OST_IND_BILL_BORR,OST_NUM_BILL_DAYS,OST_IND_DONT_PRNT,OST_IND_DONT_MAIL,OST_IND_BILL_MATR,OST_AMT_NACR_TLRNC,OST_PCT_NACR_TLRNC,OST_RID_LCHG_RULE,OST_CDE_OVERAGE_RL,OST_IND_SEPACRFEES,OST_IND_PMAT_INT,OST_IND_ANV_DTE_AP,OST_DTE_ANIVERSARY,OST_CDE_ANVDTE_EOM,OST_IND_INT_DUE_RP,OST_IND_SYNC_PC_RP,OST_DTE_ACT_REPRIC,OST_CDE_DEC_ROUND,OST_CDE_FRAC_ROUND,OST_CDE_DEC_PRECN,OST_CDE_FRAC_IRATE,OST_CDE_RAP_MTHD,OST_IND_INC_XMLBIL,OST_CDE_UNSCHP_MTH,OST_IND_CARE_OF,OST_AMT_PREP_FEE,OST_IND_TEMP_PYMT,OST_CDE_PLEDGE,OST_AMT_ADJBAL,OST_AMT_BASE_DISC,OST_AMT_SCH_DISC,OST_CDE_CON_BIL_OP,OST_CDE_F_ACR_CUR,OST_CDE_GRACE_CAL,OST_CDE_OWNER_TYPE,OST_CDE_PSD_IT_TYP,OST_CDE_STDTE_RULE,OST_CDE_STMT_FREQ,OST_DTE_ART_SET,OST_DTE_CDS_NEXT,OST_DTE_EOC_DDLPI,OST_DTE_EOM_DDLPI,OST_DTE_FFPMT_EFF,OST_DTE_FX_RATE,OST_DTE_IFPMT_EFF,OST_DTE_INTENT,OST_DTE_NOTE,OST_DTE_RATE_SETT,OST_IND_AUTO_GEN,OST_IND_AUTO_OPYMT,OST_IND_AUTO_RD_EX,OST_IND_AUTO_REL,OST_IND_AUTO_RTF,OST_IND_BULLET_PAY,OST_IND_CMP_INT,OST_IND_CSFL_FRMTO,OST_IND_DIR_NOTE,OST_IND_ELG_98,OST_IND_ELG_99DIV,OST_IND_FDPR_DATE,OST_IND_MRT_SET,OST_IND_PMT_PLAN,OST_IND_PSTDUE_ACR,OST_IND_RP_SCH_SYN,OST_IND_SEP_99AC,OST_IND_STA_HB_SHR,OST_IND_UNED_INT,OST_IND_WAIVE_STTX,OST_NME_ACCT_NAME,OST_NME_PROPERTY,OST_NUM_PDUE_GDAYS,OST_TXT_CONTRACTID,OST_RID_LINKED_DEP,OST_RID_OWNER,OST_RID_PSTD_ITEM,OST_RID_PSTDUE_PRA,OST_RTE_AC_HS_RATE,OST_RTE_ACR_RATE,OST_RTE_PURCHASED,OST_TXT_CNTNO,OST_TXT_EOC_SRP,OST_TXT_SRC_SYS_ID,OST_CDE_IMP_STAGE,OST_IND_CFA_CHO,OST_IND_IMP_ST_OVR,OST_IND_INSCH_RPDT,OST_IND_DEPO_PAYOF,OST_IND_ITEM_PAYOF,OST_DTE_MSD_PRC,OST_DTE_MSD_INT,OST_CDE_MSD_PRC,OST_CDE_MSD_INT,OST_IND_MSD_PRC,OST_IND_MSD_INT,OST_OID_OUTSTANDNG,OST_CDE_BRANCH
HREFIU8E,"60000508       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,INACT,INACT,2020-08-26 11:53:45,2020-08-28 13:17:36,JAQUITAN,JANICEA1,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-28 00:00:00,1000000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-05-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-26 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3447e365473134702e1bd27,CG852
HREFIUF7,"60000511       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,LRELS,ACTUA,2020-08-26 11:56:11,2020-08-26 14:52:00,JAQUITAN,JAQUITAN,1500000,1500000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1500000,1500000,"NL   ",EUR,N,1500000,EUR,"ACQ  ",2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-28 00:00:00,1500000,1500000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1500000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-26 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3447ec59c8e5699d3e1bd37,CG852
DGEFKGBP,"60000555       ",)?EF8978,@EEFGXO8,@EEFH10F,"LOAN ",EURLI,INCAN,INACT,2020-08-27 09:15:00,2020-08-27 15:08:25,SMANZANO,JANICEA2,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-28 00:00:00,1010000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-05-28 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-26 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,345a703e6398a6d69e1bf1e,CG852
S!EFKY0T,"60000567       ",)?EF8978,@EEFGXO8,@EEFH10F,"LOAN ",EURLI,LRELS,ACTUA,2020-08-27 15:18:39,2020-08-27 16:07:37,SMANZANO,MANZANOM,1011000,1011000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1011000,1011000,"NL   ",EUR,N,1011000,EUR,"ACQ  ",2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-28 00:00:00,1011000,1011000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1011000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-26 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,345ff5a56a9b2de42e1bfb7,CG852
IHEFMJJ8,"60000601       ",5QEF3VVU,V8EF4706,V8EF471U,"LOAN ",EURLI,LRELS,ACTUA,2020-08-28 10:20:23,2020-10-15 10:45:29,LIQUSR05,LIQUSR05,1931,1931,N,N,Y,"ACCR ","TOAD ",Y,1,1,1931,1931,"NL   ",EUR,N,1931,EUR,"ACQ  ",2020-06-10 00:00:00,"7D   ",LOANS,,2020-06-03 00:00:00,1931,1931,"WEEK ",N,,,N,,2027-06-25 00:00:00,,,"0130      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1931,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NEAR ","NEAR ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-08 00:00:00,,2020-06-05 00:00:00,,2020-06-08 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2027-06-25 00:00:00,2027-06-25 00:00:00,"LMTR ","LMTR ",N,N,3470b18d309144b96e1c19b,CG852
XHEFLBMZ,"60000592       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",EURLI,LRELS,ACTUA,2020-08-27 20:28:04,2020-10-06 19:37:39,CMARTILL,RPTSUP01,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NZ   ",EUR,N,0,EUR,CONSH,2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-29 00:00:00,5100,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",OTHER,N,N,N,2020-05-29 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-27 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3464820690d603632e1c0d1,CG852
"!1EG56OY","60000663       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,LRELS,ACTUA,2020-09-07 11:46:04,2020-09-07 11:48:48,JAQUITAN,JANICEA1,1100000,1100000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1100000,1100000,"NL   ",EUR,N,1100000,EUR,"ACQ  ",2020-05-29 00:00:00,"1D   ",LOANS,,2020-05-29 00:00:00,1100000,1100000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1100000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-27 00:00:00,,,,,2020-05-27 00:00:00,,2020-05-26 00:00:00,,2020-05-27 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3544e6ed1df7ad0f9e1c615,CG852
4DEG5D0E,"60000670       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,INACT,INACT,2020-09-07 16:39:27,2020-09-08 18:26:11,JAQUITAN,JANICEA1,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,1700000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-04 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,35493346caa991859e1c675,CG852
4IEG5FAI,"60000672       ",ZHEF7YY1,3ZEFFD20,3ZEFFD2W,"LOAN ",EURLI,LRELS,ACTUA,2020-09-07 17:34:38,2020-09-07 17:51:21,JAQUITAN,JANICEA1,1400000,1400000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1400000,1400000,"NL   ",EUR,N,1400000,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,1400000,1400000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1400000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,354a0240e85dbae40e1c69c,CG852
KREG5NHP,"60000681       ",ZHEF7YY1,3ZEFFD20,3ZEFFD2W,"LOAN ",EURLI,LRELS,ACTUA,2020-09-07 19:40:41,2020-09-08 08:29:56,SMANZANO,SMANZANO,100000,100000,N,N,Y,"ACCR ","TOAD ",Y,1,1,100000,100000,"NL   ",EUR,N,100000,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,100000,100000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,100000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,354bd3dedf44d776ae1c6de,CG852
UKEG6TAW,"60000686       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,INACT,INACT,2020-09-08 11:36:41,2020-09-08 16:57:10,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,1111000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-04 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3559cbc05a898a754e1c71c,CG852
K2EG6TLG,"60000687       ",SIEESUTN,(7EFGUDN,(7EFGUEQ,"LOAN ",EURLI,"PEND ",POTEN,2020-09-08 11:43:00,2020-09-08 16:15:57,CMARTILL,CMARTILL,0,0,N,N,Y,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,9900,,"DAL  ",N,,,N,,2024-04-03 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3559ef23a91b8f936e1c71f,CG852
FJEG71OI,"60000690       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,LRELS,ACTUA,2020-09-08 14:30:06,2020-09-08 16:57:10,SMANZANO,MANZANOM,1111000,1111000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1111000,1111000,"NL   ",EUR,N,1111000,EUR,"ACQ  ",2020-06-05 00:00:00,"1D   ",LOANS,,2020-06-04 00:00:00,1111000,1111000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1111000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-06-02 00:00:00,,,,,2020-06-03 00:00:00,,2020-06-02 00:00:00,,2020-06-03 00:00:00,,N,N,,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,355c5c8410df16252e1c741,CG852
(7EFHH3M,"60000488       ",SIEESUTN,(7EFGXIA,(7EFGXST,"LOAN ",FIXED,CNCLD,INACT,2020-08-25 15:10:04,2020-08-25 16:02:58,CMARTILL,CMARTILL,0,0,N,N,N,"ACCR ","TOAD ",N,1,1,0,0,"NZ   ",EUR,N,,EUR,CONSH,,,FIXED,,2020-05-27 00:00:00,15000,,"D2   ",N,,,N,,2025-05-27 00:00:00,,,"0124      ",,N,N,N,,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,N,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,,,,,,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,,,"LMTR ","LMTR ",N,N,3435a388a477bda84792734,CG852
C(EFH91P,"60000489       ",ZHEF7YY1,@-EFH363,@-EFH76E,"LOAN ",EURLI,LRELS,ACTUA,2020-08-25 16:04:16,2020-09-11 15:13:00,JAQUITAN,JANICEA1,240000,240000,N,N,Y,"ACCR ","TOAD ",Y,1,1,240000,240000,"NL   ",EUR,N,800000,EUR,"ACQ  ",2020-05-28 00:00:00,"1D   ",LOANS,,2020-05-27 00:00:00,1000000,800000,"DAL  ",N,,,N,,2025-05-28 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,800000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-25 00:00:00,,,,,2020-05-26 00:00:00,,2020-05-25 00:00:00,,2020-05-26 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-28 00:00:00,2025-05-28 00:00:00,"LMTR ","LMTR ",N,N,34367543bd4ea907c792744,CG852
"!(EG52QL","60000660       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,LRELS,ACTUA,2020-09-07 11:27:23,2020-09-07 17:00:13,JAQUITAN,JANICEA1,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-03 00:00:00,"1D   ",LOANS,,2020-06-02 00:00:00,1600000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-03 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-28 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,35449e1e548ed2f05e1c5fe,CG852
"!REG54I6","60000661       ",ZHEF7YY1,3ZEFFD20,3ZEFFD2W,"LOAN ",EURLI,INACT,INACT,2020-09-07 11:32:35,2020-09-08 08:29:56,JAQUITAN,SMANZANO,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-03 00:00:00,"1D   ",LOANS,,2020-06-02 00:00:00,1500000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-03 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-28 00:00:00,,,,,2020-05-29 00:00:00,,2020-05-28 00:00:00,,2020-05-29 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3544b35d927e081e7e1c605,CG852
K1EG6O8V,"60000683       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,INACT,INACT,2020-09-08 09:48:37,2020-09-08 17:55:19,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,1099000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-04 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,35583dcae933da03ee1c702,CG852
K1EG6P9T,"60000684       ",)?EF8978,YZEFEWH5,YZEFEXAM,"LOAN ",EURLI,INACT,INACT,2020-09-08 10:13:26,2020-09-08 17:55:19,SMANZANO,MANZANOM,0,0,N,N,Y,"ACCR ","TOAD ",Y,1,1,0,0,"NL   ",EUR,N,0,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,1401000,0,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,2020-06-04 00:00:00,,0,,0,,AU,,,,N,0,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,355890e614da507bfe1c706,CG852
KLEG6TZ1,"60000685       ",ZHEF7YY1,9ZEF82FK,9ZEF82GL,"LOAN ",EURLI,LRELS,ACTUA,2020-09-08 10:22:27,2020-09-08 14:33:49,JAQUITAN,JANICEA1,1000000,1000000,N,N,Y,"ACCR ","TOAD ",Y,1,1,1000000,1000000,"NL   ",EUR,N,1000000,EUR,"ACQ  ",2020-06-04 00:00:00,"1D   ",LOANS,,2020-06-03 00:00:00,2000000,1000000,"DAL  ",N,,,N,,2025-05-27 00:00:00,,,"2161      ",OTHER,N,N,N,,,0,,0,,AU,,,,N,1000000,N,N,10,N,N,N,0,0,,OHNOT,N,N,N,,,Y,N,,"NONE ","NONE ","3    ","1/8  ",BASEF,N,"LAST ",N,0,N,,0,,,"NONE ",,,,,"EDTE ",,2020-05-29 00:00:00,,,,,2020-06-02 00:00:00,,2020-05-29 00:00:00,,2020-06-02 00:00:00,,N,N,,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,,,0,,,,,,1,0,,,,,IMST1,N,N,N,Y,N,2025-05-27 00:00:00,2025-05-27 00:00:00,"LMTR ","LMTR ",N,N,3558c476ec603a3bae1c70f,CG852
