"LOC_CDE_LOCATION","LOC_DSC_LOCATION","LOC_CDE_COUNTRY","LOC_CDE_STATE","LOC_IND_ACTIVE","LOC_IND_MAY_DEACT","LOC_TSP_REC_CREATE","LOC_TSP_REC_UPDATE","LOC_UID_REC_CREATE","LOC_UID_REC_UPDATE","LOC_CDE_COUNTY","LOC_CDE_PROVINCE"
"CCB  ","Cos Cob, CT","US","CT","N","Y","1995-07-05 11:11:58","2019-04-03 23:44:50","LS2BATCH","LS2BATCH","",""
"CCCA ","Crescent City CA, CA","US","CA","N","Y","1994-01-10 08:54:10","2019-04-03 23:44:50","LS2BATCH","LS2BATCH","",""
"CCH  ","Cham, Switzerland","CH","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:50","LS2BATCH","LS2BATCH","",""
"CCL  ","Cape Coral, FL","US","FL","N","Y","1995-06-27 10:45:42","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CCY  ","Chiba City, Japan","JP","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDF  ","Cardiff, United Kingdom","GB","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDL  ","Chandler, AZ","US","AZ","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDN  ","Camden, ME","US","ME","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDO  ","Cordoba, Argentina","AR","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDR  ","Cedartown, GA","US","GA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDS  ","Castiglione Striv, Italy","IT","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDW  ","Caldwell, NJ","US","NJ","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CDZ  ","Cadiz, Spain","ES","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CEC  ","Century City, CA","US","CA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"ARR  ","Arroyo Grande, CA","US","CA","N","Y","1993-06-11 23:22:41","2019-04-03 23:44:28","LS2BATCH","LS2BATCH","",""
"ART  ","Artesia, NM","US","NM","N","Y","1993-06-11 23:22:41","2019-04-03 23:44:28","LS2BATCH","LS2BATCH","",""
"ARV  ","Arvada, CO","US","CO","N","Y","1993-06-11 23:22:41","2019-04-03 23:44:28","LS2BATCH","LS2BATCH","",""
"BGO  ","Brighton, CO","US","CO","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BGR  ","Bangor, ME","US","ME","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BGS  ","Basingstoke, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BGT  ","Bridgeton, MO","US","MO","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BGV  ","Bagsvaerd, Denmark","DK","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BGZ  ","Bregenz, Austria","AT","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BHA  ","Bellingham, WA","US","WA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BHG  ","Bergisch Gladbach, Germany","DE","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BHI  ","Bedford Hills, NY","US","NY","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:36","LS2BATCH","LS2BATCH","",""
"BHL  ","Bloomfield Hills, MI","US","MI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHM  ","Birmingham, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHN  ","Buchanan, MI","US","MI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHO  ","Belo Horizonte, Brazil","BR","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHT  ","Brighton, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHV  ","Beersheva, Israel","IL","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BHW  ","Baiting Hollow, NY","US","NY","N","Y","1995-07-05 10:50:31","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BID  ","Biddeford, ME","US","ME","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIE  ","Bielfeld, Germany","DE","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIF  ","Barrow in Furness, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIG  ","Billings, MT","US","MT","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIK  ","Birkenhead, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIL  ","Bilbao, Spain","ES","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:37","LS2BATCH","LS2BATCH","",""
"BIN  ","Binton, VA","US","VA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BIO  ","Brillion, WI","US","WI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BIR  ","Birmingham, MI","US","MI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BIS  ","Bismarck, ND","US","ND","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BJK  ","Beverwijk, Netherlands","NL","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BK   ","Burke, VA","US","VA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKE  ","Bracknell, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKH  ","Berkeley Heights, NJ","US","NJ","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKM  ","Black Mt, NC","US","NC","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKR  ","Bakersfield, CA","US","CA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKS  ","Berkshire, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKV  ","Brookvale, Australia","AU","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:38","LS2BATCH","LS2BATCH","",""
"BKVL ","Brecksville, OH","US","OH","N","Y","1997-09-30 11:40:27","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BKY  ","Brooklyn, NY","US","NY","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLA  ","Bellavista, NSW,Australia","AU","","Y","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","","NSW  "
"BLB  ","Blackburn, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLC  ","Burlington, NJ","US","NJ","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLD  ","Baldwin, GA","US","GA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLF  ","Bloomfield, CT","US","CT","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLG  ","Blagnac, France","FR","","Y","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLH  ","Bal Harbor, FL","US","FL","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLI  ","Brookline, MA","US","MA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLK  ","Blacksburg, VA","US","VA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLL  ","Belleville, IL","US","IL","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLM  ","Bloomfield, NJ","US","NJ","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLN  ","Berlin, Germany","DE","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLO  ","Bloomington, IL","US","IL","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:39","LS2BATCH","LS2BATCH","",""
"BLP  ","Ballerup, Denmark","DK","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLR  ","Butler, PA","US","PA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLS  ","Bells, TN","US","TN","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLT  ","Burlington, VT","US","VT","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLU  ","Blufield, WV","US","WV","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLV  ","Bellevue, WA","US","WA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLW  ","Belleview, MI","US","MI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLY  ","Blantyre, Malawi","MW","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BLZ  ","Bellinzona, Switzerland","CH","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BMG  ","Bloomington, MN","US","MN","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BMH  ","Bremerhaven, Germany","DE","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BML  ","Bromley, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:40","LS2BATCH","LS2BATCH","",""
"BMO  ","Bear Mountain, NY","US","NY","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BMR  ","Belmar, NJ","US","NJ","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BMT  ","Belmont, CA","US","CA","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNB  ","Boynton Beach, FL","US","FL","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNBY ","Burnaby B C, Canada","CA","","N","Y","1997-09-09 10:30:02","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNE  ","Berne, Switzerland","CH","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNF  ","Brentford, United Kingdom","GB","","Y","Y","1993-06-11 23:22:43","1993-06-11 23:22:43","LS2BATCH","LS2BATCH","",""
"BNG  ","Binghamton, NY United States","US","NY","N","Y","1993-06-11 23:22:43","2019-04-05 12:04:50","LS2BATCH","BRIANMOK","",""
"BNH  ","Benton Harbor, MI","US","MI","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNJ  ","Berlin, NJ","US","NJ","N","Y","1995-04-14 12:00:54","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNM  ","Burnham, United Kingdom","GB","","N","Y","1993-06-11 23:22:43","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNN  ","Banning, CA","US","CA","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNS  ","Bensalem, PA","US","PA","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNT  ","Bentonville, AR","US","AR","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNW  ","Brentwood, TN","US","TN","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BNY  ","Banbury, United Kingdom","GB","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:41","LS2BATCH","LS2BATCH","",""
"BOC  ","Bochum, Germany","DE","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOG  ","Bogota, Colombia","CO","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOH  ","Bohemia, NY","US","NY","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOI  ","Boise, ID","US","ID","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOL  ","Bologna, Italy","IT","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BON  ","Bonn, Germany","DE","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOR  ","Bordeaux, France","FR","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOS  ","Boston, MA,United States","US","MA","Y","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BOT  ","Botany, NSW,Australia","AU","","Y","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","","NSW  "
"BOU  ","Boulder, CO","US","CO","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BPG  ","Bethpage, NY","US","NY","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BPK  ","Big Pine Key, FL","US","FL","N","Y","1997-10-29 13:51:26","2019-04-03 23:44:42","LS2BATCH","LS2BATCH","",""
"BPS  ","Bishops Stortford, United Kingdom","GB","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BPT  ","Budapest, Hungary","HU","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BR   ","Brugge, Belgium","BE","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRA  ","Brasilia, Brazil","BR","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRB  ","Barberton, OH","US","OH","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRC  ","Brigham City, UT","US","UT","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRD  ","Bradenton, FL","US","FL","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRE  ","Bremen, Germany","DE","","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRF  ","Branford, CT","US","CT","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRG  ","Barrington, IL","US","IL","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRH  ","Burham, NC","US","NC","N","Y","1993-06-11 23:22:44","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"BRI  ","Bristol, United Kingdom","GB","","Y","Y","1993-06-11 23:22:44","1993-06-11 23:22:44","LS2BATCH","LS2BATCH","",""
"BRICA","Brisbane, CA","US","CA","N","Y","1995-07-12 12:42:01","2019-04-03 23:44:43","LS2BATCH","LS2BATCH","",""
"CEDFR","Cedex, France","FR","","N","Y","1995-08-16 16:10:17","2019-04-03 23:44:51","LS2BATCH","LS2BATCH","",""
"CEE  ","Creek, OK","US","OK","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEH  ","Cheltenham, PA","US","PA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEK  ","Cedar Knolls, NJ","US","NJ","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEL  ","Carmel, NY","US","NY","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEM  ","Cheam (Surrey), United Kingdom","GB","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEN  ","Centerville, MA","US","MA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CER  ","Cerritos, CA","US","CA","N","Y","1994-10-17 16:46:06","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CES  ","Chester, SC","US","SC","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CET  ","Chester, United Kingdom","GB","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CEY  ","Ceylon, India","IN","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CGN  ","Cognac, France","FR","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CH   ","Chur, Switzerland","CH","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CHA  ","Chattanooga, TN","US","TN","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:52","LS2BATCH","LS2BATCH","",""
"CHB  ","Chiba, Japan","JP","","Y","Y","1993-06-11 23:22:45","1993-06-11 23:22:45","LS2BATCH","LS2BATCH","",""
"CHC  ","Christchurch, Barbados","BB","","Y","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHD  ","Chelmsford, United Kingdom","GB","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHE  ","Cheltenham, United Kingdom","GB","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHF  ","Chesterfield, MO","US","MO","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHG  ","China Grove, NC","US","NC","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHH  ","Cherry Hill, NJ","US","NJ","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHI  ","Chiasso, Switzerland","CH","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHK  ","Chuo Ku, Japan","JP","","Y","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHL  ","Charleston, WV","US","WV","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHM  ","Chambersburg, PA","US","PA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:53","LS2BATCH","LS2BATCH","",""
"CHN  ","Charleston, SC","US","SC","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHO  ","Chelmsford, MA","US","MA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHP  ","Chappaqua, NY","US","NY","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHR  ","Chardon, OH","US","OH","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHS  ","Chester, PA","US","PA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHT  ","Chester, NY","US","NY","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHU  ","Chungbuk, Korea, Republic of","KR","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHV  ","Chevy Chase, MD","US","MD","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHW  ","Chatsworth, CA","US","CA","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CHY  ","Cheyenne, WY","US","WY","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CIC  ","Cicero, IL","US","IL","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CIN  ","Cincinnati, OH","US","OH","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CIT  ","Clinton, CT","US","CT","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:54","LS2BATCH","LS2BATCH","",""
"CJU  ","Cheju, Korea, Republic of","KR","","N","Y","1993-06-11 23:22:45","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CKE  ","Clark, NJ","US","NJ","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLA  ","Clayton, MO","US","MO","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLB  ","Columbia, MD","US","MD","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLC  ","Clichy, France","FR","","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLD  ","Colorado, CO United States","US","CO","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLE  ","Cleveland, OH","US","OH","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLF  ","Clermont Ferrand, France","FR","","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLG  ","Cologne, Germany","DE","","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLH  ","Calhoun, TN","US","TN","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLI  ","Clifton, NJ","US","NJ","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLK  ","Cleckheaton, United Kingdom","GB","","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","",""
"CLM  ","Claremont, WA,Australia","AU","","Y","Y","1993-06-11 23:22:46","2019-04-03 23:44:55","LS2BATCH","LS2BATCH","","WA   "
"CLN  ","Collinsville, CT","US","CT","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLO  ","Clovis, OH","US","OH","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLP  ","Carle Place, NY","US","NY","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLR  ","Clearwater, FL","US","FL","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLS  ","Columbus, GA","US","GA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLT  ","Charlotte, NC","US","NC","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLU  ","Columbus, OH United States","US","OH","Y","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLV  ","Cleveland, TN","US","TN","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLW  ","Clewiston, FL","US","FL","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CLY  ","Chantilly, VA","US","VA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CM   ","Cambridge, United Kingdom","GB","","Y","Y","1993-06-11 23:22:46","1993-06-11 23:22:46","LS2BATCH","LS2BATCH","",""
"CMA  ","Costa Mesa, CA","US","CA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CMB  ","Campbell, CA","US","CA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CMD  ","Camden, NJ","US","NJ","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CME  ","Carmel, IN","US","IN","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:56","LS2BATCH","LS2BATCH","",""
"CML  ","Camarillo, CA","US","CA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CMM  ","Commack, NY","US","NY","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CMN  ","Cremona, Italy","IT","","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CMO  ","Claremont, CA","US","CA","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CMP  ","Campbell, NY","US","NY","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CMR  ","Cameron, TX","US","TX","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
"CNA  ","Centralia, IL","US","IL","N","Y","1993-06-11 23:22:46","2019-04-03 23:44:57","LS2BATCH","LS2BATCH","",""
