"LEV_RID_LEND_EVENT","LEV_IID_INV_ID","LEV_FID_FAC_INV_ID","LEV_CDE_EVENT_TYPE","LEV_DTE_EFFECTIVE","LEV_PID_DEAL","LEV_PID_FACILITY","LEV_TSP_REC_CREATE","LEV_TSP_REC_UPDATE","LEV_UID_REC_CREATE","LEV_UID_REC_UPDATE","LEV_TXT_EVENT_CMT","LEV_RID_TRADE_TKT","LEV_CDE_BRANCH"
")=EIAU4C",")=EIAU49","","CRTE ","",")=EIATZI","","2020-10-19 12:43:04","2020-10-19 12:43:04","ARFELI01","ARFELI01","","","CG852"
")=EIAU4V",")=EIAU49","","CIRD ","2021-03-08 00:00:00",")=EIATZI","","2020-10-19 12:47:18","2020-10-19 12:47:18","ARFELI01","ARFELI01","Facility: CEU_FAC_19102020122130NHJ circled for 100,000.00 EUR.","","CG852"
"$QEI1OP8","$QEI1OP4","","CRTE ","","$QEI1OJW","","2020-10-14 13:08:02","2020-10-14 13:08:02","LIQUSR03","LIQUSR03","","","CG852"
"DEEI1QKG","$QEI1OP4","","CLDT ","2021-03-03 00:00:00","$QEI1OJW","","2020-10-14 13:13:07","2020-10-14 13:13:07","LIQAPCP3","LIQAPCP3","","","CG852"
"DXEI1OTD","DXEI1OSZ","","CIRD ","2021-03-03 00:00:00","D3EI1MRL","","2020-10-14 14:20:25","2020-10-14 14:20:25","JAQUITAN","JAQUITAN","Facility: SYNDICATED_NOK_FAC1_OA circled for 12,000,000.00 NOK.","","CG852"
":6EI3GL4",":6EI3GL0","","CRTE ","",":6EI3GEF","","2020-10-15 12:13:19","2020-10-15 12:13:19","LIQUSR03","LIQUSR03","","","CG852"
":6EI3GLQ",":6EI3GL0","","PORTF","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:14:42","2020-10-15 12:14:42","LIQUSR03","LIQUSR03","","","CG852"
":6EI3GLV",":6EI3GL0","","STSA ","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:14:45","2020-10-15 12:14:45","LIQUSR03","LIQUSR03","Warnings occurred during validation: No","","CG852"
"Q4EI3HGR","Q4EI3HGC","","CIRD ","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:18:10","2020-10-15 12:18:10","LIQUSR03","LIQUSR03","Facility: FACILITY A circled for 600,000.00 AUD.  Facility: FACILITY B circled for 600,000.00 AUD.","","CG852"
"QKEI3HTO",":6EI3GL0","","APPST","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:19:17","2020-10-15 12:19:17","LIQAPCP3","LIQAPCP3","Approval completed.  Approver: MANUAL CP APPROVER 3, LIQ. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"QKEI3HWZ",":6EI3GL0","","CLDT ","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:20:24","2020-10-15 12:20:24","LIQAPCP3","LIQAPCP3","","","CG852"
"QKEI3HX4","Q4EI3HGC","","CLDT ","2021-03-08 00:00:00",":6EI3GEF","","2020-10-15 12:20:24","2020-10-15 12:20:24","LIQAPCP3","LIQAPCP3","","","CG852"
":+EJEG96",":+EJEG8Q","","CIRD ","2021-10-15 00:00:00",":+EJEFS6","","2020-11-09 21:28:22","2020-11-09 21:28:22","CESSINP1","CESSINP1","Facility: CBANLDNAFAC09112020210246 circled for 210,000,000.00 EUR.","","CG852"
"Q.EJEH25","Q.EJEH23","","CRTE ","","Q.EJEGLJ","","2020-11-09 22:19:23","2020-11-09 22:19:23","CESSINP1","CESSINP1","","","CG852"
"Q.EJEH2J","Q.EJEH23","","CIRD ","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:21:20","2020-11-09 22:21:20","CESSINP1","CESSINP1","Facility: CBANLDNAFAC09112020215444 circled for 210,000,000.00 EUR.","","CG852"
"Q.EJEH2Q","Q.EJEH2M","","CRTE ","","Q.EJEGLJ","","2020-11-09 22:27:04","2020-11-09 22:27:04","CESSINP1","CESSINP1","","","CG852"
"34EITK4X","34EITJG5","","PORTF","2021-08-12 00:00:00",")XEIRVS4","","2020-10-29 15:25:37","2020-10-29 15:25:37","TESTINP ","TESTINP ","","","CG852"
"@OEITKX1","34EITJG5","","CLDT ","2021-08-12 00:00:00",")XEIRVS4","","2020-10-29 15:32:39","2020-10-29 15:32:39","TESTINP ","TESTINP ","","","CG852"
"Q.EJEH34","Q.EJEH2M","","CIRD ","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:29:03","2020-11-09 22:29:03","CESSINP1","CESSINP1","Facility: CBANLDNAFAC09112020215444 circled for 90,000,000.00 EUR.","","CG852"
"Q.EJEHFO","Q.EJEH2M","","PORTF","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:38:11","2020-11-09 22:38:11","CESSINP1","CESSINP1","","","CG852"
"Q.EJEHGB","Q.EJEH2M","","STSA ","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:38:28","2020-11-09 22:38:28","CESSINP1","CESSINP1","Warnings occurred during validation: No","","CG852"
"34EITJG8","34EITJG5","","CRTE ","",")XEIRVS4","","2020-10-29 15:00:42","2020-10-29 15:00:42","TESTINP ","TESTINP ","","","CG852"
"34EITK6M","34EITJG5","","CIRD ","2021-08-12 00:00:00",")XEIRVS4","","2020-10-29 15:26:36","2020-10-29 15:26:36","TESTINP ","TESTINP ","Facility: S6REV29102020134453 circled for 100,000,000.00 AUD.  Facility: S6TERM29102020142243 circled for 100,000,000.00 AUD.","","CG852"
":+EJEG8S",":+EJEG8Q","","CRTE ","",":+EJEFS6","","2020-11-09 21:26:28","2020-11-09 21:26:28","CESSINP1","CESSINP1","","","CG852"
"5ZEJEHT7","Q.EJEH2M","","APPST","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:41:53","2020-11-09 22:41:53","CESSMNG1","CESSMNG1","Approval completed.  Approver: LUBERIOSURMNG, CESSMNG. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","","CG852"
"5EEJEJ1B","Q.EJEH2M","","CLDT ","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:49:07","2020-11-09 22:49:07","CESSSUP1","CESSSUP1","","","CG852"
"5EEJEJ1G","Q.EJEH23","","CLDT ","2021-10-15 00:00:00","Q.EJEGLJ","","2020-11-09 22:49:16","2020-11-09 22:49:16","CESSSUP1","CESSSUP1","","","CG852"
"ZUEJHSAS","ZUEJHSAO","","CRTE ","","ZUEJHS93","","2020-11-11 14:19:11","2020-11-11 14:19:11","FOULISTR","FOULISTR","","","CB141"
"ZUEJHSB2","ZUEJHSAO","","CAN  ","2021-10-18 00:00:00","ZUEJHS93","","2020-11-11 14:20:51","2020-11-11 14:20:51","FOULISTR","FOULISTR","Lender commitment cancelled effective 18-Oct-2021. Reason: Other.","","CB141"
"ZUEJHSBE","ZUEJHSBA","","CRTE ","","ZUEJHS93","","2020-11-11 14:22:38","2020-11-11 14:22:38","FOULISTR","FOULISTR","","","CB141"
"ZUEJHUBO","ZUEJHSBA","","CIRD ","2021-10-18 00:00:00","ZUEJHS93","","2020-11-11 15:09:35","2020-11-11 15:09:35","FOULISTR","FOULISTR","Facility: LIQ TRADE CREDIT FACILITY circled for 100,000.00 GBP.","","CB141"
"ZUEJHUCD","ZUEJHSBA","","PORTF","2021-10-18 00:00:00","ZUEJHS93","","2020-11-11 15:10:02","2020-11-11 15:10:02","FOULISTR","FOULISTR","","","CB141"
"ZUEJHUCR","ZUEJHSBA","","STSA ","2021-10-18 00:00:00","ZUEJHS93","","2020-11-11 15:10:15","2020-11-11 15:10:15","FOULISTR","FOULISTR","Warnings occurred during validation: No","","CB141"
"TMEJJ5H0","ZUEJHSBA","","APPST","2021-10-27 00:00:00","ZUEJHS93","","2020-11-12 07:19:29","2020-11-12 07:19:29","BRIANMOK","BRIANMOK","Approval completed.  Approver: MOK, BRIAN. Job Function: Deal Administration Manager; Ranking: 10. Location: .","","CB141"
"TMEJJ5I9","ZUEJHSBA","","CLDT ","2021-10-18 00:00:00","ZUEJHS93","","2020-11-12 07:30:24","2020-11-12 07:30:24","BRIANMOK","BRIANMOK","","","CB141"
