"TRE_RID_OBJECT","TRE_CDE_ACTION","TRE_DTE_EFFECTIVE","TRE_RID_TRAN_EVENT","TRE_IND_ACTIVE","TRE_TSP_REC_CREATE","TRE_TSP_REC_UPDATE","TRE_UID_REC_CREATE","TRE_UID_REC_UPDATE","TRE_CDE_TIP_TYPE","TRE_RID_TIP","TRE_NUM_LENDER_CNT","TRE_CDE_OBJ_TYP","TRE_CDE_VOL_TRACK","TRE_NUM_PART_CNT","TRE_DTE_EFFCT_PREV","TRE_TXT_COMMENT","TRE_CDE_BRANCH"
"45EHSB6Z","CFREL","2021-01-28 00:00:00","4*EHSCC0","Y","2020-10-09 11:34:02","2020-10-09 11:34:02","MGRAMT01","MGRAMT01","CFL  ","45EHSB6Z","","CFL  ","","","","",""
"45EHSB6Z","CSHFL","2021-01-28 00:00:00","4*EHSCDE","Y","2020-10-09 11:35:25","2020-10-09 11:35:25","MGRAMT01","MGRAMT01","CFL  ","45EHSB6Z","","CFL  ","","","","",""
"46EIQ8E8","APRVD","2021-06-09 00:00:00","4HEIQ9JN","Y","2020-10-27 19:11:30","2020-10-27 19:11:30","MGRALN01","MGRALN01","","","","REMIT","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8E8","APRVD","2021-06-09 00:00:00","4WEIQ975","Y","2020-10-27 19:07:02","2020-10-27 19:07:02","SUPALN01","SUPALN01","","","","REMIT","","","","Partially approved.  Approver: SUPLIQ, SUPLIQ S. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8E8","NEW  ","2021-06-09 00:00:00","46EIQ8EC","Y","2020-10-27 19:01:16","2020-10-27 19:01:16","INPALN01","INPALN01","","","","REMIT","","","","",""
"46EIQ8E8","RELSD","2021-06-09 00:00:00","4HEIQ9JV","Y","2020-10-27 19:13:48","2020-10-27 19:13:48","MGRALN01","MGRALN01","","","","REMIT","","","","",""
"46EIQ8E8","STA  ","2021-06-09 00:00:00","46EIQ8EJ","Y","2020-10-27 19:01:32","2020-10-27 19:01:32","INPALN01","INPALN01","","","","REMIT","","","","Warnings occurred during validation: N",""
"46EIQ8EL","APRVD","2021-06-09 00:00:00","4HEIQ9JQ","Y","2020-10-27 19:12:17","2020-10-27 19:12:17","MGRALN01","MGRALN01","","","","REMIT","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8EL","APRVD","2021-06-09 00:00:00","4WEIQ977","Y","2020-10-27 19:07:49","2020-10-27 19:07:49","SUPALN01","SUPALN01","","","","REMIT","","","","Partially approved.  Approver: SUPLIQ, SUPLIQ S. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8EL","NEW  ","2021-06-09 00:00:00","46EIQ8EP","Y","2020-10-27 19:02:18","2020-10-27 19:02:18","INPALN01","INPALN01","","","","REMIT","","","","",""
"46EIQ8EL","RELSD","2021-06-09 00:00:00","4HEIQ9K1","Y","2020-10-27 19:14:28","2020-10-27 19:14:28","MGRALN01","MGRALN01","","","","REMIT","","","","",""
"46EIQ8EL","STA  ","2021-06-09 00:00:00","46EIQ8MN","Y","2020-10-27 19:02:46","2020-10-27 19:02:46","INPALN01","INPALN01","","","","REMIT","","","","Warnings occurred during validation: N",""
"46EIQ8MP","APRVD","2021-06-09 00:00:00","4HEIQ9JT","Y","2020-10-27 19:13:03","2020-10-27 19:13:03","MGRALN01","MGRALN01","","","","REMIT","","","","Approval completed.  Approver: MGRLIQ, MGRLIQ L. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8MP","APRVD","2021-06-09 00:00:00","4WEIQ979","Y","2020-10-27 19:08:34","2020-10-27 19:08:34","SUPALN01","SUPALN01","","","","REMIT","","","","Partially approved.  Approver: SUPLIQ, SUPLIQ S. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"46EIQ8MP","NEW  ","2021-06-09 00:00:00","46EIQ8MT","Y","2020-10-27 19:03:37","2020-10-27 19:03:37","INPALN01","INPALN01","","","","REMIT","","","","",""
"46EIQ8MP","RELSD","2021-06-09 00:00:00","4HEIQ9K5","Y","2020-10-27 19:15:07","2020-10-27 19:15:07","MGRALN01","MGRALN01","","","","REMIT","","","","",""
"46EIQ8MP","STA  ","2021-06-09 00:00:00","46EIQ8UR","Y","2020-10-27 19:04:02","2020-10-27 19:04:02","INPALN01","INPALN01","","","","REMIT","","","","Warnings occurred during validation: N",""
"47EG5EBC","CFREL","2020-06-03 00:00:00","47EG5EI4","Y","2020-09-07 17:00:29","2020-09-07 17:00:29","JANICEA1","JANICEA1","CFL  ","47EG5EBC","","CFL  ","","","","",""
"47EG5EBC","CSHFL","2020-06-03 00:00:00","47EG5EI5","Y","2020-09-07 17:00:29","2020-09-07 17:00:29","JANICEA1","JANICEA1","CFL  ","47EG5EBC","","CFL  ","","","","",""
"49EDZDNH","CAN  ","2020-06-02 00:00:00","4.EDZDZ9","Y","2020-07-27 13:44:08","2020-07-27 13:44:08","RPTMGR01","RPTMGR01","","","","GTR  ","","","","",""
"49EDZDNH","NEW  ","2020-06-02 00:00:00","49EDZDNI","Y","2020-07-27 13:35:16","2020-07-27 13:35:16","DANUSR01","DANUSR01","","","","GTR  ","","","","",""
"49EDZDNH","STA  ","2020-06-02 00:00:00","49EDZDNS","Y","2020-07-27 13:37:12","2020-07-27 13:37:12","DANUSR01","DANUSR01","","","","GTR  ","","","","Warnings occurred during validation: N",""
"49EIQ1R3","APRVD","2021-03-11 00:00:00","48EIQ2GC","Y","2020-10-27 17:51:01","2020-10-27 17:51:01","TESTSUP ","TESTSUP ","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1R3","APRVD","2021-03-11 00:00:00","4YEIQ2P6","Y","2020-10-27 17:55:25","2020-10-27 17:55:25","TESTMGR ","TESTMGR ","","","","REMIT","","","","Approval completed.  Approver: MANAGER, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1R3","NEW  ","2021-03-11 00:00:00","49EIQ1R7","Y","2020-10-27 17:45:22","2020-10-27 17:45:22","TESTINP ","TESTINP ","","","","REMIT","","","","",""
"49EIQ1R3","RELSD","2021-03-11 00:00:00","4YEIQ2PE","Y","2020-10-27 17:57:50","2020-10-27 17:57:50","TESTMGR ","TESTMGR ","","","","REMIT","","","","",""
"49EIQ1R3","STA  ","2021-03-11 00:00:00","49EIQ1RE","Y","2020-10-27 17:45:39","2020-10-27 17:45:39","TESTINP ","TESTINP ","","","","REMIT","","","","Warnings occurred during validation: N",""
"49EIQ1RG","APRVD","2021-03-11 00:00:00","48EIQ2GE","Y","2020-10-27 17:51:50","2020-10-27 17:51:50","TESTSUP ","TESTSUP ","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1RG","APRVD","2021-03-11 00:00:00","4YEIQ2P9","Y","2020-10-27 17:56:14","2020-10-27 17:56:14","TESTMGR ","TESTMGR ","","","","REMIT","","","","Approval completed.  Approver: MANAGER, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1RG","NEW  ","2021-03-11 00:00:00","49EIQ1RK","Y","2020-10-27 17:46:26","2020-10-27 17:46:26","TESTINP ","TESTINP ","","","","REMIT","","","","",""
"49EIQ1RG","RELSD","2021-03-11 00:00:00","4YEIQ2PK","Y","2020-10-27 17:58:34","2020-10-27 17:58:34","TESTMGR ","TESTMGR ","","","","REMIT","","","","",""
"49EIQ1RG","STA  ","2021-03-11 00:00:00","49EIQ1ZI","Y","2020-10-27 17:46:51","2020-10-27 17:46:51","TESTINP ","TESTINP ","","","","REMIT","","","","Warnings occurred during validation: N",""
"49EIQ1ZK","APRVD","2021-03-11 00:00:00","48EIQ2GG","Y","2020-10-27 17:52:38","2020-10-27 17:52:38","TESTSUP ","TESTSUP ","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1ZK","APRVD","2021-03-11 00:00:00","4YEIQ2PC","Y","2020-10-27 17:57:03","2020-10-27 17:57:03","TESTMGR ","TESTMGR ","","","","REMIT","","","","Approval completed.  Approver: MANAGER, TEST. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.",""
"49EIQ1ZK","NEW  ","2021-03-11 00:00:00","49EIQ1ZO","Y","2020-10-27 17:47:47","2020-10-27 17:47:47","TESTINP ","TESTINP ","","","","REMIT","","","","",""
"49EIQ1ZK","RELSD","2021-03-11 00:00:00","4YEIQ2PO","Y","2020-10-27 17:59:18","2020-10-27 17:59:18","TESTMGR ","TESTMGR ","","","","REMIT","","","","",""
"49EIQ1ZK","STA  ","2021-03-11 00:00:00","49EIQ27M","Y","2020-10-27 17:48:12","2020-10-27 17:48:12","TESTINP ","TESTINP ","","","","REMIT","","","","Warnings occurred during validation: N",""
"4;EHS6NX","NEW  ","2020-07-10 00:00:00","4;EHS6OS","Y","2020-10-09 10:09:14","2020-10-09 10:09:14","SMANZANO","SMANZANO","","","","LRP  ","","","","","CG852"
"4;EHS6NZ","GENLS","2020-07-10 00:00:00","4;EHS6OE","Y","2020-10-09 10:09:14","2020-10-09 10:09:14","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6NZ","NEW  ","2020-07-10 00:00:00","4;EHS6O0","Y","2020-10-09 10:09:14","2020-10-09 10:09:14","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6QI","GENLS","2020-07-10 00:00:00","4;EHS6SI","Y","2020-10-09 10:15:23","2020-10-09 10:15:23","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6QI","LRMAN","2020-07-10 00:00:00","4;EHS6TP","Y","2020-10-09 10:15:28","2020-10-09 10:15:28","SMANZANO","SMANZANO","","","","OTR  ","","","","Base Rate changed to 2%","CG852"
"4;EHS6QI","NEW  ","2020-07-10 00:00:00","4;EHS6QJ","Y","2020-10-09 10:15:23","2020-10-09 10:15:23","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6TZ","RELSD","2020-07-10 00:00:00","46EHS7XR","Y","2020-10-09 10:23:12","2020-10-09 10:23:12","MANZANOM","MANZANOM","OTR  ","4;EHS6UI","","OST  ","","","","Released for 100,000.00.","CG852"
"4;EHS6UI","APRVD","2020-07-10 00:00:00","4REHS7GT","Y","2020-10-09 10:19:11","2020-10-09 10:19:11","MANZANOS","MANZANOS","","","","OTR  ","","","","Approval completed.  Approver: APPROVER1, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4;EHS6UI","CFREL","2020-07-10 00:00:00","46EHS7UT","Y","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","","","","OTR  ","","","","Cashflow to CUSTAMSTER, servicing group MARTILLANO(alias:CM)(Amsterdam, Netherlands) for EUR 100,000.00.  Cashflow from CBA OBU EXTERNAL, servicing group CBAOBU(alias:IC)(Sydney, NSW,Australia) for EUR 50,000.00.","CG852"
"4;EHS6UI","CSHFL","2020-07-10 00:00:00","46EHS7Y6","Y","2020-10-09 10:23:12","2020-10-09 10:23:12","MANZANOM","MANZANOM","","","","OTR  ","","","","","CG852"
"4;EHS6UI","GENLS","2020-07-10 00:00:00","4;EHS6W4","Y","2020-10-09 10:17:32","2020-10-09 10:17:32","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6UI","LRMAN","2020-07-10 00:00:00","4;EHS6XB","Y","2020-10-09 10:17:36","2020-10-09 10:17:36","SMANZANO","SMANZANO","","","","OTR  ","","","","Base Rate changed to 2%","CG852"
"4;EHS6UI","NEW  ","2020-07-10 00:00:00","4;EHS6UJ","Y","2020-10-09 10:17:32","2020-10-09 10:17:32","SMANZANO","SMANZANO","","","","OTR  ","","","","","CG852"
"4;EHS6UI","RAPRD","2020-07-10 00:00:00","46EHS7U6","Y","2020-10-09 10:21:53","2020-10-09 10:21:53","MANZANOM","MANZANOM","","","","OTR  ","","","","Rate Approval Completed.  Approver: APPROVER2, SHINE. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4;EHS6UI","RELSD","2020-07-10 00:00:00","46EHS7YR","Y","2020-10-09 10:23:12","2020-10-09 10:23:12","MANZANOM","MANZANOM","","","2","OTR  ","DRAWD","1","","","CG852"
"4;EHS6UI","STA  ","2020-07-10 00:00:00","4;EHS717","Y","2020-10-09 10:18:29","2020-10-09 10:18:29","SMANZANO","SMANZANO","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4;EHS6UI","STRA ","2020-07-10 00:00:00","4REHS7H9","Y","2020-10-09 10:19:15","2020-10-09 10:19:15","MANZANOS","MANZANOS","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4;EHS6YQ","CFREL","2020-07-10 00:00:00","46EHS7UK","Y","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","CFL  ","4;EHS6YQ","","CFL  ","","","","",""
"4;EHS6YQ","CSHFL","2020-07-10 00:00:00","46EHS7Y0","Y","2020-10-09 10:23:12","2020-10-09 10:23:12","MANZANOM","MANZANOM","CFL  ","4;EHS6YQ","","CFL  ","","","","",""
"4;EHS6YS","CFREL","2020-07-10 00:00:00","46EHS7US","Y","2020-10-09 10:22:08","2020-10-09 10:22:08","MANZANOM","MANZANOM","CFL  ","4;EHS6YS","","CFL  ","","","","",""
"4;EHS6YS","CSHFL","2020-07-10 00:00:00","46EHS7Y5","Y","2020-10-09 10:23:12","2020-10-09 10:23:12","MANZANOM","MANZANOM","CFL  ","4;EHS6YS","","CFL  ","","","","",""
"4=EK4DIG","CFREL","2021-12-08 00:00:00","4IEK4ER6","Y","2020-11-23 21:06:47","2020-11-23 21:06:47","MGRRON01","MGRRON01","CFL  ","4=EK4DIG","","CFL  ","","","","",""
"4=EK4DIG","CSHFL","2021-12-08 00:00:00","4IEK4EU3","Y","2020-11-23 21:08:13","2020-11-23 21:08:13","MGRRON01","MGRRON01","CFL  ","4=EK4DIG","","CFL  ","","","","",""
"4=EK4DII","CFREL","2021-12-08 00:00:00","4IEK4ER0","Y","2020-11-23 21:05:12","2020-11-23 21:05:12","MGRRON01","MGRRON01","CFL  ","4=EK4DII","","CFL  ","","","","",""
"4=EK4DII","CSHFL","2021-12-08 00:00:00","4IEK4ETY","Y","2020-11-23 21:08:13","2020-11-23 21:08:13","MGRRON01","MGRRON01","CFL  ","4=EK4DII","","CFL  ","","","","",""
"4=EK4DIK","CFREL","2021-12-08 00:00:00","4IEK4EQT","Y","2020-11-23 21:03:43","2020-11-23 21:03:43","MGRRON01","MGRRON01","CFL  ","4=EK4DIK","","CFL  ","","","","",""
"4=EK4DIK","CSHFL","2021-12-08 00:00:00","4IEK4ETT","Y","2020-11-23 21:08:13","2020-11-23 21:08:13","MGRRON01","MGRRON01","CFL  ","4=EK4DIK","","CFL  ","","","","",""
"4?EHBZ6O","APRVD","2021-01-11 00:00:00","47EHBZZM","Y","2020-09-30 16:02:47","2020-09-30 16:02:47","MIGGY_SU","MIGGY_SU","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZ6O","APRVD","2021-01-11 00:00:00","4NEHC0C5","Y","2020-09-30 16:07:51","2020-09-30 16:07:51","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","Approval completed.  Approver: MANAGER, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZ6O","NEW  ","2021-01-11 00:00:00","4?EHBZ6S","Y","2020-09-30 15:57:04","2020-09-30 15:57:04","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","",""
"4?EHBZ6O","RELSD","2021-01-11 00:00:00","4NEHC0CD","Y","2020-09-30 16:09:53","2020-09-30 16:09:53","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","",""
"4?EHBZ6O","STA  ","2021-01-11 00:00:00","4?EHBZ6Z","Y","2020-09-30 15:57:19","2020-09-30 15:57:19","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","Warnings occurred during validation: N",""
"4?EHBZ71","APRVD","2021-01-11 00:00:00","47EHBZZO","Y","2020-09-30 16:03:28","2020-09-30 16:03:28","MIGGY_SU","MIGGY_SU","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZ71","APRVD","2021-01-11 00:00:00","4NEHC0C8","Y","2020-09-30 16:08:32","2020-09-30 16:08:32","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","Approval completed.  Approver: MANAGER, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZ71","NEW  ","2021-01-11 00:00:00","4?EHBZ75","Y","2020-09-30 15:57:54","2020-09-30 15:57:54","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","",""
"4?EHBZ71","RELSD","2021-01-11 00:00:00","4NEHC0CJ","Y","2020-09-30 16:10:28","2020-09-30 16:10:28","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","",""
"4?EHBZ71","STA  ","2021-01-11 00:00:00","4?EHBZF3","Y","2020-09-30 15:58:16","2020-09-30 15:58:16","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","Warnings occurred during validation: N",""
"4?EHBZF5","APRVD","2021-01-11 00:00:00","47EHBZZQ","Y","2020-09-30 16:04:07","2020-09-30 16:04:07","MIGGY_SU","MIGGY_SU","","","","REMIT","","","","Partially approved.  Approver: SUPERVISOR, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZF5","APRVD","2021-01-11 00:00:00","4NEHC0CB","Y","2020-09-30 16:09:11","2020-09-30 16:09:11","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","Approval completed.  Approver: MANAGER, MIGGY M. Job Function: Deal Administration Manager; Ranking: 10. Location: .",""
"4?EHBZF5","NEW  ","2021-01-11 00:00:00","4?EHBZF9","Y","2020-09-30 15:58:58","2020-09-30 15:58:58","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","",""
"4?EHBZF5","RELSD","2021-01-11 00:00:00","4NEHC0CN","Y","2020-09-30 16:11:02","2020-09-30 16:11:02","MIGGY_MA","MIGGY_MA","","","","REMIT","","","","",""
"4?EHBZF5","STA  ","2021-01-11 00:00:00","4?EHBZN7","Y","2020-09-30 15:59:19","2020-09-30 15:59:19","MIGGY_IN","MIGGY_IN","","","","REMIT","","","","Warnings occurred during validation: N",""
"4AEIQ121","CFREL","2021-06-09 00:00:00","4OEIQ29O","Y","2020-10-27 18:05:35","2020-10-27 18:05:35","MGRAMT01","MGRAMT01","CFL  ","4AEIQ121","","CFL  ","","","","",""
"4AEIQ121","CSHFL","2021-06-09 00:00:00","4OEIQ2IH","Y","2020-10-27 18:10:46","2020-10-27 18:10:46","MGRAMT01","MGRAMT01","CFL  ","4AEIQ121","","CFL  ","","","","",""
"4BEHC32S","APRVD","2020-07-09 00:00:00","45EHC3HR","Y","2020-09-30 17:15:01","2020-09-30 17:15:01","JANICEA1","JANICEA1","","","","ACP  ","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4BEHC32S","CFCAN","2020-07-09 00:00:00","45EHC3IZ","Y","2020-09-30 17:20:35","2020-09-30 17:20:35","JANICEA1","JANICEA1","","","","ACP  ","","","","Cashflow from WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 7,561.64.","CG852"
"4BEHC32S","CFREL","2020-07-09 00:00:00","45EHC3I6","Y","2020-09-30 17:15:15","2020-09-30 17:15:15","JANICEA1","JANICEA1","","","","ACP  ","","","","Cashflow from WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 7,561.64.","CG852"
"4BEHC32S","CFREL","2020-07-09 00:00:00","45EHC3K5","Y","2020-09-30 17:26:10","2020-09-30 17:26:10","JANICEA1","JANICEA1","","","","ACP  ","","","","Cashflow from WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 7,561.64.","CG852"
"4BEHC32S","CSHFL","2020-07-09 00:00:00",")4EHDHEE","Y","2020-10-01 11:17:09","2020-10-01 11:17:09","JAQUITAN","JAQUITAN","","","","ACP  ","","","","","CG852"
"4BEHC32S","GENLS","2020-07-09 00:00:00","4BEHC33B","Y","2020-09-30 17:13:55","2020-09-30 17:13:55","JAQUITAN","JAQUITAN","","","","ACP  ","","","","","CG852"
"4BEHC32S","NEW  ","2020-07-09 00:00:00","4BEHC32X","Y","2020-09-30 17:13:55","2020-09-30 17:13:55","JAQUITAN","JAQUITAN","","","","ACP  ","","","","Amount generated by: Projected Due","CG852"
"4BEHC32S","RELSD","2020-07-09 00:00:00",")4EHDHEH","Y","2020-10-01 11:17:09","2020-10-01 11:17:09","JAQUITAN","JAQUITAN","","","","ACP  ","","","","","CG852"
"4BEHC32S","STA  ","2020-07-09 00:00:00","4BEHC34M","Y","2020-09-30 17:14:30","2020-09-30 17:14:30","JAQUITAN","JAQUITAN","","","","ACP  ","","","","Warnings occurred during validation: N","CG852"
"4BEHC33Q","CFCAN","2020-07-09 00:00:00","45EHC3IV","Y","2020-09-30 17:20:35","2020-09-30 17:20:35","JANICEA1","JANICEA1","CFL  ","4BEHC33Q","","CFL  ","","","","",""
"4BEHC33Q","CFREL","2020-07-09 00:00:00","45EHC3I5","Y","2020-09-30 17:15:15","2020-09-30 17:15:15","JANICEA1","JANICEA1","CFL  ","4BEHC33Q","","CFL  ","","","","",""
"4BEJGMX6","CFREL","2021-10-25 00:00:00","45EJGNQ1","Y","2020-11-11 01:11:47","2020-11-11 01:11:47","MGRRON02","MGRRON02","CFL  ","4BEJGMX6","","CFL  ","","","","",""
"4DEG5CY1","APRVD","2020-06-03 00:00:00","4?EG5DL0","Y","2020-09-07 16:41:51","2020-09-07 16:41:51","JANICEA1","JANICEA1","","","","LRP  ","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4DEG5CY1","CFCAN","2020-06-03 00:00:00","47EG5EBE","Y","2020-09-07 16:56:32","2020-09-07 16:56:32","JANICEA1","JANICEA1","","","","LRP  ","","","","Cashflow to WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 100,000.00.","CG852"
"4DEG5CY1","CFREL","2020-06-03 00:00:00","47EG5EAR","Y","2020-09-07 16:44:01","2020-09-07 16:44:01","JANICEA1","JANICEA1","","","","LRP  ","","","","Cashflow to WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 100,000.00.","CG852"
"4DEG5CY1","CFREL","2020-06-03 00:00:00","47EG5EI6","Y","2020-09-07 17:00:29","2020-09-07 17:00:29","JANICEA1","JANICEA1","","","","LRP  ","","","","Cashflow to WSS_JANICE, servicing group DOE(alias:JD)(Amsterdam, Netherlands) for EUR 100,000.00.","CG852"
"4DEG5CY1","CSHFL","2020-06-03 00:00:00","47EG5EI8","Y","2020-09-07 17:00:29","2020-09-07 17:00:29","JANICEA1","JANICEA1","","","","LRP  ","","","","","CG852"
"4DEG5CY1","NEW  ","2020-06-03 00:00:00","4DEG5CYM","Y","2020-09-07 16:39:06","2020-09-07 16:39:06","JAQUITAN","JAQUITAN","","","","LRP  ","","","","","CG852"
"4DEG5CY1","RAPRD","2020-06-03 00:00:00","47EG5EAB","Y","2020-09-07 16:43:46","2020-09-07 16:43:46","JANICEA1","JANICEA1","","","","LRP  ","","","","Rate Approval Completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4DEG5CY1","RELSD","2020-06-03 00:00:00","47EG5EG3","Y","2020-09-07 17:00:13","2020-09-07 17:00:13","JANICEA1","JANICEA1","","","1","LRP  ","DRAWD","0","","","CG852"
"4DEG5CY1","STA  ","2020-06-03 00:00:00","4DEG5D68","Y","2020-09-07 16:40:36","2020-09-07 16:40:36","JAQUITAN","JAQUITAN","","","","LRP  ","","","","Warnings occurred during validation: N","CG852"
"4DEG5CY1","STRA ","2020-06-03 00:00:00","4SEG5DXO","Y","2020-09-07 16:42:56","2020-09-07 16:42:56","JAQUITAN","JAQUITAN","","","","LRP  ","","","","Warnings occurred during validation: N","CG852"
"4DEG5CY3","APRVD","2020-06-03 00:00:00","4?EG5DL2","Y","2020-09-07 16:41:51","2020-09-07 16:41:51","JANICEA1","JANICEA1","","","","OTR  ","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"4DEG5CY3","GENLS","2020-06-03 00:00:00","4DEG5CYC","Y","2020-09-07 16:39:06","2020-09-07 16:39:06","JAQUITAN","JAQUITAN","","","","OTR  ","","","","","CG852"
"4DEG5CY3","NEW  ","2020-06-03 00:00:00","4DEG5CY4","Y","2020-09-07 16:39:06","2020-09-07 16:39:06","JAQUITAN","JAQUITAN","","","","OTR  ","","","","","CG852"
"4DEG5CY3","RELSD","2020-06-03 00:00:00","47EG5EEL","Y","2020-09-07 17:00:13","2020-09-07 17:00:13","JANICEA1","JANICEA1","","","","OTR  ","","","","","CG852"
"4DEG5CY3","STA  ","2020-06-03 00:00:00","4DEG5D6A","Y","2020-09-07 16:40:36","2020-09-07 16:40:36","JAQUITAN","JAQUITAN","","","","OTR  ","","","","Warnings occurred during validation: N","CG852"
"4DEG5D0E","INACT","2020-06-04 00:00:00","FQEG7DGV","Y","2020-09-08 18:26:11","2020-09-08 18:26:11","JANICEA1","JANICEA1","OTR  ","F?EG7BWA","","OST  ","","","","Inactivated by Rollover\Conversion.","CG852"
