"VAH_RID_VAL_HIST","VAH_RID_OWNER","VAH_CDE_OWNER_TYPE","VAH_CDE_VALUE_TYPE","VAH_DTE_START","VAH_DTE_END","VAH_DEC_VALUE","VAH_IND_VALUE","VAH_UID_REC_CREATE","VAH_UID_REC_UPDATE","VAH_TSP_REC_CREATE","VAH_TSP_REC_UPDATE","VAH_TXT_VALUE","VAH_CDE_BRANCH"
"#:EHOMWI","#:EHOMSX","ORT  ","RWBRT","2020-06-09 00:00:00","","0.00315","","LIQSVR05","LIQSVR05","2020-10-07 09:41:22","2020-10-07 09:41:22","","CG852"
"#:EHOMWT","#:EHOMSX","ORT  ","OSTRT","2020-06-09 00:00:00","","0.00375","","LIQSVR05","LIQSVR05","2020-10-07 09:41:22","2020-10-07 09:41:22","","CG852"
"#:EHORJ4","#XEHOQ6X","DEA  ","PSPD ","2020-07-09 00:00:00","","","N","LIQSVR05","LIQSVR05","2020-10-07 11:51:03","2020-10-07 11:51:03","","CG852"
"#:EHORK5","#XEHOQ7Y","FEE  ","FEERT","2020-07-09 00:00:00","","0.0129","","LIQSVR05","LIQSVR05","2020-10-07 11:51:13","2020-10-07 11:51:13","","CG852"
"#:EHORKM","#XEHOQ7N","FAC  ","FMTDT","2020-07-09 00:00:00","","","","LIQSVR05","LIQSVR05","2020-10-07 11:51:13","2020-10-07 11:51:13","2027-08-09","CG852"
"#AEFTQMY","#AEFTQDS","ORT  ","OTPSS","2020-05-28 00:00:00","","","","SMANZANO","SMANZANO","2020-09-01 10:07:55","2020-09-01 10:07:55","OFF","CG852"
"#AEFTQMZ","#AEFTQDS","ORT  ","OSTPS","2020-05-28 00:00:00","","0","","SMANZANO","SMANZANO","2020-09-01 10:07:55","2020-09-01 10:07:55","","CG852"
"#AEFTQOA","#AEFTQDS","ORT  ","RWBRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-09-01 10:08:59","2020-09-01 10:08:59","","CG852"
"#AEFTQOL","#AEFTQDS","ORT  ","OSTRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-09-01 10:08:59","2020-09-01 10:08:59","","CG852"
"#AEFTRE6","#AEFTQWN","ORT  ","OTPSS","2020-05-28 00:00:00","","","","SMANZANO","SMANZANO","2020-09-01 10:23:37","2020-09-01 10:23:37","OFF","CG852"
"#AEFTRE7","#AEFTQWN","ORT  ","OSTPS","2020-05-28 00:00:00","","0","","SMANZANO","SMANZANO","2020-09-01 10:23:37","2020-09-01 10:23:37","","CG852"
"#AEFTRFD","#AEFTQWN","ORT  ","RWBRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-09-01 10:24:59","2020-09-01 10:24:59","","CG852"
"#AEFTRFO","#AEFTQWN","ORT  ","OSTRT","2020-05-28 00:00:00","","0.03","","SMANZANO","SMANZANO","2020-09-01 10:24:59","2020-09-01 10:24:59","","CG852"
"#AEGLQ7J","#AEGLQ7I","NCS  ","FRS  ","2020-06-24 00:00:00","","0","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","",""
"#AEGLQ7L","-VEGLP8S","OST  ","OSTFX","2020-06-24 00:00:00","","1","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","","CG852"
"#AEGLQ7M","-VEGLP8Z","ORT  ","PCTRF","2020-06-24 00:00:00","","1","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","LAST","CG852"
"#AEGLQ7N","-VEGLP8S","OST  ","RPRGF","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","1D","CG852"
"#AEGLQ7O","-VEGLP8S","OST  ","RDGIF","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","1/8","CG852"
"#AEGLQ7P","-VEGLP8S","OST  ","RDGFM","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","NONE","CG852"
"#AEGLQ7Q","-VEGLP8S","OST  ","RDGDP","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","3","CG852"
"#AEGLQ7R","-VEGLP8S","OST  ","RDGDM","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","NONE","CG852"
"#AEGLQ7S","-VEGLP8S","OST  ","RDGAM","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","BASEF","CG852"
"#AEGLQ7T","-VEGLP8Z","ORT  ","ALLIN","2020-06-24 00:00:00","","0.06","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","","CG852"
"#AEGLQ87","-VEGLP8S","OST  ","OSTPO","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","EURLI","CG852"
"#AEGLQ8B","-VEGLP8Z","ORT  ","OSTSD","2020-06-24 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","","CG852"
"#AEGLQ8D","-VEGLP8Z","ORT  ","OSTNM","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","NMFCF","CG852"
"#AEGLQ8F","-VEGLP8Z","ORT  ","OSTNA","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","","CG852"
"#AEGLQ8H","-VEGLP8Z","ORT  ","OSTRB","2020-06-24 00:00:00","","","","MANZANOM","MANZANOM","2020-09-16 12:21:40","2020-09-16 12:21:40","G365","CG852"
"#CEFU1YJ","#AEFTQWG","OST  ","OSTPO","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","EURLI","CG852"
"#CEFU1YN","#CEFU1YM","NCS  ","FRS  ","2020-05-28 00:00:00","","0","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","",""
"#CEFU1YP","#AEFTQWG","OST  ","OSTFX","2020-05-28 00:00:00","","1","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1YQ","#AEFTQWN","ORT  ","PCTRF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1YR","#AEFTQWG","OST  ","RPRGF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","1M","CG852"
"#CEFU1YS","#AEFTQWG","OST  ","RDGIF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","1/8","CG852"
"#CEFU1YT","#AEFTQWG","OST  ","RDGFM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NONE","CG852"
"#CEFU1YU","#AEFTQWG","OST  ","RDGDP","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","3","CG852"
"#CEFU1YV","#AEFTQWG","OST  ","RDGDM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NONE","CG852"
"#CEFU1YW","#AEFTQWG","OST  ","RDGAM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","BASEF","CG852"
"#CEFU1ZI","#AEFTQWN","ORT  ","OSTSD","2020-05-28 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1ZK","#AEFTQWN","ORT  ","OSTNM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NMFCF","CG852"
"#CEFU1ZM","#AEFTQWN","ORT  ","OSTNA","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1ZO","#AEFTQWN","ORT  ","OSTRB","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","G365","CG852"
"#CEFU1ZQ","#AEFTQDM","OST  ","OSTPO","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","EURLI","CG852"
"#CEFU1ZU","#CEFU1ZT","NCS  ","FRS  ","2020-05-28 00:00:00","","0","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","",""
"#CEFU1ZW","#AEFTQDM","OST  ","OSTFX","2020-05-28 00:00:00","","1","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1ZX","#AEFTQDS","ORT  ","PCTRF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU1ZY","#AEFTQDM","OST  ","RPRGF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","1M","CG852"
"#CEFU1ZZ","#AEFTQDM","OST  ","RDGIF","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","1/8","CG852"
"#CEFU200","#AEFTQDM","OST  ","RDGFM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NONE","CG852"
"#CEFU201","#AEFTQDM","OST  ","RDGDP","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","3","CG852"
"#CEFU202","#AEFTQDM","OST  ","RDGDM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NONE","CG852"
"#CEFU203","#AEFTQDM","OST  ","RDGAM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","BASEF","CG852"
"#CEFU20L","#AEFTQDS","ORT  ","OSTSD","2020-05-28 00:00:00","","0.04","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU20N","#AEFTQDS","ORT  ","OSTNM","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","NMFCF","CG852"
"#CEFU20P","#AEFTQDS","ORT  ","OSTNA","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","","CG852"
"#CEFU20R","#AEFTQDS","ORT  ","OSTRB","2020-05-28 00:00:00","","","","MANZANOM","MANZANOM","2020-09-01 13:21:07","2020-09-01 13:21:07","G365","CG852"
"#FEFTUA4","#!EFTROA","DEA  ","PSPD ","2020-05-29 00:00:00","","","N","RPTSUP01","RPTSUP01","2020-09-01 11:09:00","2020-09-01 11:09:00","","CG852"
"#FEFTUAW","#!EFTRUA","FEE  ","FEERT","2020-05-29 00:00:00","","0.015","","RPTSUP01","RPTSUP01","2020-09-01 11:09:12","2020-09-01 11:09:12","","CG852"
"#FEFTUAY","#!EFTRT9","FAC  ","FMTDT","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 11:09:12","2020-09-01 11:09:12","2024-05-28","CG852"
"#FEFUGJQ","#FEFUGJP","NCS  ","FRS  ","2020-05-29 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","",""
"#FEFUGJS","#!EFUAOU","OST  ","OSTFX","2020-05-29 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","","CG852"
"#FEFUGJT","#!EFUAP1","ORT  ","PCTRF","2020-05-29 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","LAST","CG852"
"#FEFUGJU","#!EFUAOU","OST  ","RPRGF","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","1D","CG852"
"#FEFUGJV","#!EFUAOU","OST  ","RDGIF","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","1/8","CG852"
"#FEFUGJW","#!EFUAOU","OST  ","RDGFM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","NONE","CG852"
"#FEFUGJX","#!EFUAOU","OST  ","RDGDP","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","3","CG852"
"#FEFUGJY","#!EFUAOU","OST  ","RDGDM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","NONE","CG852"
"#FEFUGJZ","#!EFUAOU","OST  ","RDGAM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","BASEF","CG852"
"#FEFUGK0","#!EFUAP1","ORT  ","ALLIN","2020-05-29 00:00:00","","0.04","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","","CG852"
"#FEFUGKJ","#!EFUAOU","OST  ","OSTPO","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","EURLI","CG852"
"#FEFUGKN","#!EFUAP1","ORT  ","OSTSD","2020-05-29 00:00:00","","0.02","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","","CG852"
"#FEFUGKP","#!EFUAP1","ORT  ","OSTNM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","NMFCF","CG852"
"#FEFUGKR","#!EFUAP1","ORT  ","OSTNA","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","","CG852"
"#FEFUGKT","#!EFUAP1","ORT  ","OSTRB","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 19:26:35","2020-09-01 19:26:35","G365","CG852"
"#FEFUID4","#FEFUID3","NCS  ","FRS  ","2020-05-29 00:00:00","","0","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","",""
"#FEFUID6","#!EFUH6R","OST  ","OSTFX","2020-05-29 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","","CG852"
"#FEFUID7","#!EFUH6Y","ORT  ","PCTRF","2020-05-29 00:00:00","","1","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","LAST","CG852"
"#FEFUID8","#!EFUH6R","OST  ","RPRGF","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","1D","CG852"
"#FEFUID9","#!EFUH6R","OST  ","RDGIF","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","1/8","CG852"
"#FEFUIDA","#!EFUH6R","OST  ","RDGFM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","NONE","CG852"
"#FEFUIDB","#!EFUH6R","OST  ","RDGDP","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","3","CG852"
"#FEFUIDC","#!EFUH6R","OST  ","RDGDM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","NONE","CG852"
"#FEFUIDD","#!EFUH6R","OST  ","RDGAM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","BASEF","CG852"
"#FEFUIDE","#!EFUH6Y","ORT  ","ALLIN","2020-05-29 00:00:00","","0.035","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","","CG852"
"#FEFUIDS","#!EFUH6R","OST  ","OSTPO","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","EURLI","CG852"
"#FEFUIDW","#!EFUH6Y","ORT  ","OSTSD","2020-05-29 00:00:00","","0.02","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","","CG852"
"#FEFUIDY","#!EFUH6Y","ORT  ","OSTNM","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","NMFCF","CG852"
"#FEFUIE0","#!EFUH6Y","ORT  ","OSTNA","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","","CG852"
"#FEFUIE2","#!EFUH6Y","ORT  ","OSTRB","2020-05-29 00:00:00","","","","RPTSUP01","RPTSUP01","2020-09-01 20:06:29","2020-09-01 20:06:29","G365","CG852"
"#LEHODM1","#LEHODLV","FRCVR","FREC ","2021-01-26 00:00:00","","","","CCUISIA ","CCUISIA ","2020-10-07 09:38:26","2020-10-07 09:38:26","BG_COL",""
"#LEI2VXT","#LEI2VXS","NCS  ","FRS  ","2021-03-11 00:00:00","","0","","JOBMANGR","JOBMANGR","2020-10-15 05:14:26","2020-10-15 05:14:26","",""
"#XEHOMN7","#XEHOMN6","NCS  ","FRS  ","2020-07-08 00:00:00","","0","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","",""
"#XEHOMN9","+.EHBPCH","OST  ","OSTFX","2020-07-08 00:00:00","","1","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","","CG852"
"#XEHOMNA","+.EHBPCO","ORT  ","PCTRF","2020-07-08 00:00:00","","1","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","LAST","CG852"
"#XEHOMNB","+.EHBPCH","OST  ","RPRGF","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","1D","CG852"
"#XEHOMNC","+.EHBPCH","OST  ","RDGIF","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","1/8","CG852"
"#XEHOMND","+.EHBPCH","OST  ","RDGFM","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","NEAR","CG852"
"#XEHOMNE","+.EHBPCH","OST  ","RDGDP","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","3","CG852"
"#XEHOMNF","+.EHBPCH","OST  ","RDGDM","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","NEAR","CG852"
"#XEHOMNG","+.EHBPCH","OST  ","RDGAM","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","BASEF","CG852"
"#XEHOMNH","+.EHBPCO","ORT  ","ALLIN","2020-07-08 00:00:00","","0.0277","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","","CG852"
"#XEHOMNV","+.EHBPCH","OST  ","OSTPO","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","EURLI","CG852"
"#XEHOMNZ","+.EHBPCO","ORT  ","OSTSD","2020-07-08 00:00:00","","0.0252","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","","CG852"
"#XEHOMO1","+.EHBPCO","ORT  ","OSTNM","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","NMFCF","CG852"
"#XEHOMO3","+.EHBPCO","ORT  ","OSTNA","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","","CG852"
"#XEHOMO5","+.EHBPCO","ORT  ","OSTRB","2020-07-08 00:00:00","","","","LIQSVR04","LIQSVR04","2020-10-07 09:02:43","2020-10-07 09:02:43","G365","CG852"
"#ZEFTUUD","#ZEFTUUC","CRA  ","CRATG","2018-11-28 00:00:00","","","","INPROS01","INPROS01","2020-09-01 10:37:50","2020-09-01 10:37:50","BBB+","CG852"
"$$EHN3ZC","(JDP9HMK","FRA  ","FRA  ","2018-05-09 00:00:00","2018-05-09 00:00:00","0.0211123","N","LOANIQ01","LOANIQ01","2020-10-06 12:44:16","2020-10-06 16:11:06","",""
"$$EHN3ZV",";(EHKPHG","FRA  ","FRA  ","2018-05-09 00:00:00","2018-05-09 00:00:00","0.0211123","N","LOANIQ01","LOANIQ01","2020-10-06 12:44:17","2020-10-06 16:11:06","",""
"$$EHN40C","(JDP9I08","FRA  ","FRA  ","2018-11-08 00:00:00","2018-11-09 00:00:00","0.0135241","N","LOANIQ01","LOANIQ01","2020-10-06 12:48:17","2020-10-06 13:32:28","",""
"$$EHN40N","8#EHFXGS","FRA  ","FRA  ","2018-11-08 00:00:00","2018-11-09 00:00:00","0.0135241","N","LOANIQ01","LOANIQ01","2020-10-06 12:48:18","2020-10-06 13:32:28","",""
"$$EHN4BE","(JDP9I08","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","0.036412","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:28","2020-11-10 20:40:16","",""
"$$EHN4BS","8#EHFXGS","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","0.036412","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:28","2020-11-10 20:40:16","",""
"$$EHN4C4","(JDP9HNW","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","-0.003648","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:29","2020-11-10 20:40:14","",""
"$$EHN4CC","8#EHFXGC","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","-0.003648","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:29","2020-11-10 20:40:15","",""
"$$EHN4CK","(JDP9HPS","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","0.043547","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:29","2020-11-10 20:40:15","",""
"$$EHN4CS","8#EHFXGK","FRA  ","FRA  ","2018-11-10 00:00:00","2020-10-09 00:00:00","0.043547","N","LOANIQ01","LOANIQ01","2020-10-06 13:32:29","2020-11-10 20:40:16","",""
"$$EHN4DH","(JDP9I1O","FRA  ","FRA  ","2018-10-29 00:00:00","2018-10-29 00:00:00","0.027658","N","LOANIQ01","LOANIQ01","2020-10-06 14:32:43","2020-10-06 17:24:04","",""
"$$EHN4DO","$$EHN4DN","FRA  ","FRA  ","2018-10-29 00:00:00","2018-10-29 00:00:00","0.027658","N","LOANIQ01","LOANIQ01","2020-10-06 14:32:43","2020-10-06 17:24:05","",""
"$$EHN4MS","(JDP9HMK","FRA  ","FRA  ","2018-05-10 00:00:00","","0.0331123","","LOANIQ01","LOANIQ01","2020-10-06 16:11:06","2020-10-06 16:11:06","",""
"$$EHN4NE",";(EHKPHG","FRA  ","FRA  ","2018-05-10 00:00:00","","0.0331123","","LOANIQ01","LOANIQ01","2020-10-06 16:11:06","2020-10-06 16:11:06","",""
"$$EHN5BF","(JDP9I1O","FRA  ","FRA  ","2018-10-30 00:00:00","2018-10-30 00:00:00","0.031231","N","LOANIQ01","LOANIQ01","2020-10-06 17:24:04","2020-10-06 18:27:01","",""
"$$EHN5BP","$$EHN4DN","FRA  ","FRA  ","2018-10-30 00:00:00","2018-10-30 00:00:00","0.031231","N","LOANIQ01","LOANIQ01","2020-10-06 17:24:05","2020-10-06 18:27:02","",""
"$$EHN796","(JDP9I1O","FRA  ","FRA  ","2018-10-31 00:00:00","2021-10-01 00:00:00","0.037658","N","LOANIQ01","LOANIQ01","2020-10-06 18:27:01","2020-11-06 18:46:20","",""
"$$EHN79J","$$EHN4DN","FRA  ","FRA  ","2018-10-31 00:00:00","2021-10-01 00:00:00","0.037658","N","LOANIQ01","LOANIQ01","2020-10-06 18:27:02","2020-11-06 18:46:20","",""
"$$EHNJ12","(JDP9HU0","FRA  ","FRA  ","2020-01-01 00:00:00","2020-01-01 00:00:00","-0.005424","N","LOANIQ01","LOANIQ01","2020-10-06 22:40:52","2020-10-06 23:02:56","",""
"$$EHNJ17","$$EHNJ16","FRA  ","FRA  ","2020-01-01 00:00:00","2020-01-01 00:00:00","-0.005424","N","LOANIQ01","LOANIQ01","2020-10-06 22:40:52","2020-10-06 23:02:57","",""
"$$EHNK1J","(JDP9HU0","FRA  ","FRA  ","2020-01-02 00:00:00","2020-01-02 00:00:00","-0.004117","N","LOANIQ01","LOANIQ01","2020-10-06 23:02:56","2020-10-06 23:53:09","",""
"$$EHNK1R","$$EHNJ16","FRA  ","FRA  ","2020-01-02 00:00:00","2020-01-02 00:00:00","-0.004117","N","LOANIQ01","LOANIQ01","2020-10-06 23:02:57","2020-10-06 23:53:09","",""
"$$EHNMDH","(JDP9HU0","FRA  ","FRA  ","2020-01-03 00:00:00","2020-01-03 00:00:00","-0.001247","N","LOANIQ01","LOANIQ01","2020-10-06 23:53:09","2020-10-07 10:19:31","",""
"$$EHNMDS","$$EHNJ16","FRA  ","FRA  ","2020-01-03 00:00:00","2020-01-03 00:00:00","-0.001247","N","LOANIQ01","LOANIQ01","2020-10-06 23:53:09","2020-10-07 10:19:31","",""
"$$EHOFCN","(JDP9HU0","FRA  ","FRA  ","2020-01-04 00:00:00","2020-10-03 00:00:00","-0.004247","N","LOANIQ01","LOANIQ01","2020-10-07 10:19:31","2020-11-06 20:14:49","",""
"$$EHOFD1","$$EHNJ16","FRA  ","FRA  ","2020-01-04 00:00:00","2020-10-03 00:00:00","-0.004247","N","LOANIQ01","LOANIQ01","2020-10-07 10:19:31","2020-11-06 20:14:49","",""
"$$EHOI1T","(JDP9H3S","FRA  ","FRA  ","2018-11-17 00:00:00","2018-12-09 00:00:00","0.031215","N","LOANIQ01","LOANIQ01","2020-10-07 11:17:48","2020-11-07 17:22:00","",""
"$$EHOI20","I-EDS24K","FRA  ","FRA  ","2018-11-17 00:00:00","2018-12-09 00:00:00","0.031215","N","LOANIQ01","LOANIQ01","2020-10-07 11:17:49","2020-11-07 17:22:01","",""
"$$EHOI27","(JDP9HSC","FRA  ","FRA  ","2018-11-17 00:00:00","2018-12-09 00:00:00","0.031215","N","LOANIQ01","LOANIQ01","2020-10-07 11:17:49","2020-11-07 17:22:01","",""
"$$EHOI2E","Z0E4N899","FRA  ","FRA  ","2018-11-17 00:00:00","2018-12-09 00:00:00","0.031215","N","LOANIQ01","LOANIQ01","2020-10-07 11:17:49","2020-11-07 17:22:02","",""
"$$EHON61","(JDP9I1G","FRA  ","FRA  ","2019-04-22 00:00:00","","0.0484525","","LOANIQ01","LOANIQ01","2020-10-07 13:08:24","2020-10-07 13:08:24","",""
"$$EHON66","$$EHON65","FRA  ","FRA  ","2019-04-22 00:00:00","","0.0484525","","LOANIQ01","LOANIQ01","2020-10-07 13:08:24","2020-10-07 13:08:24","",""
