"LGE_RID_EVENT","LGE_CHR_USER_ID","LGE_CHR_LOGIN_ID","LGE_CHR_NODE","LGE_CDE_EVENT","LGE_TXT_COMMENT","LGE_TSP_REC_CREATE","LGE_TSP_REC_UPDATE","LGE_UID_REC_CREATE","LGE_UID_REC_UPDATE"
"ADAZ7A52","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-01-13 17:34:14","2014-01-13 17:34:14","LS2LOCK ","LS2LOCK "
"!DAZ7A9G","LOANIQ02","LOANIQ02                                                        ","0000C0A83865","SLGIN"," ","2014-01-13 17:36:52","2014-01-13 17:36:52","LS2LOCK ","LS2LOCK "
"4DB0ZP6S","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-17 12:25:40","2014-02-17 12:25:40","LS2LOCK ","LS2LOCK "
"KDB0ZQ48","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-17 12:45:44","2014-02-17 12:45:44","LS2LOCK ","LS2LOCK "
"UDB0ZQYJ","LOANIQ02","LOANIQ02                                                        ","0000C0A83866","SLGIN"," ","2014-02-17 13:03:55","2014-02-17 13:03:55","LS2LOCK ","LS2LOCK "
"FDB0ZR0S","ADMIN1  ","ADMIN1                                                          ","0000C0A83866","SLGIN"," ","2014-02-17 13:05:16","2014-02-17 13:05:16","LS2LOCK ","LS2LOCK "
"ZDB0ZRAP","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-17 13:11:13","2014-02-17 13:11:13","LS2LOCK ","LS2LOCK "
")DB0ZTNM","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-17 14:02:10","2014-02-17 14:02:10","LS2LOCK ","LS2LOCK "
"8DB16X2M","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-21 09:59:10","2014-02-21 09:59:10","LS2LOCK ","LS2LOCK "
"3DB1ECYL","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-25 10:25:33","2014-02-25 10:25:33","LS2LOCK ","LS2LOCK "
";DB1GI20","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-26 14:10:48","2014-02-26 14:10:48","LS2LOCK ","LS2LOCK "
"6DB1I108","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-02-27 09:57:44","2014-02-27 09:57:44","LS2LOCK ","LS2LOCK "
"$DB1R9FT","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-04 09:38:17","2014-03-04 09:38:17","LS2LOCK ","LS2LOCK "
"?DB1RDH4","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-04 11:05:28","2014-03-04 11:05:28","LS2LOCK ","LS2LOCK "
"7DB1UYVS","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-06 09:40:40","2014-03-06 09:40:40","LS2LOCK ","LS2LOCK "
"NDB1VH8H","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-06 16:17:05","2014-03-06 16:17:05","LS2LOCK ","LS2LOCK "
"IDB22DFR","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-10 09:38:15","2014-03-10 09:38:15","LS2LOCK ","LS2LOCK "
"-DB247QD","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-11 09:30:13","2014-03-11 09:30:13","LS2LOCK ","LS2LOCK "
"BDB28B6S","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-13 14:35:16","2014-03-13 14:35:16","LS2LOCK ","LS2LOCK "
"QDB29RDW","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-14 09:22:44","2014-03-14 09:22:44","LS2LOCK ","LS2LOCK "
"5DB29SD6","LOANIQ01","LOANIQ01                                                        ","0000C0A83866","SLGIN"," ","2014-03-14 09:43:54","2014-03-14 09:43:54","LS2LOCK ","LS2LOCK "
"GDB37D3Q","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-01 13:52:38","2014-04-01 13:52:38","LS2LOCK ","LS2LOCK "
"0DB3IQHQ","LOANIQ02","LOANIQ02                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 17:15:26","2014-04-07 17:15:26","LS2LOCK ","LS2LOCK "
"+DB3IQKH","ADMIN1  ","ADMIN1                                                          ","0000C0A83865","SLGIN"," ","2014-04-07 17:17:05","2014-04-07 17:17:05","LS2LOCK ","LS2LOCK "
"*DB3IQPA","LOANIQ02","LOANIQ02                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 17:19:58","2014-04-07 17:19:58","LS2LOCK ","LS2LOCK "
"P?B3IU9N","ADMIN1  ","ADMIN1                                                          ","0000C0A83865","SLGIN"," ","2014-04-07 18:36:59","2014-04-07 18:36:59","LS2LOCK ","LS2LOCK "
"U?B3IUHJ","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 18:41:43","2014-04-07 18:41:43","LS2LOCK ","LS2LOCK "
"F?B3IUO3","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 18:45:39","2014-04-07 18:45:39","LS2LOCK ","LS2LOCK "
"T?B3IWVS","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 19:33:28","2014-04-07 19:33:28","LS2LOCK ","LS2LOCK "
"O?B3IX79","ADMIN1  ","ADMIN1                                                          ","0000C0A83865","SLGIN"," ","2014-04-07 19:40:21","2014-04-07 19:40:21","LS2LOCK ","LS2LOCK "
"Y?B3IXAC","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 19:42:12","2014-04-07 19:42:12","LS2LOCK ","LS2LOCK "
"3?B3IXRZ","LOANIQ01","LOANIQ01                                                        ","0000C0A83865","SLGIN"," ","2014-04-07 19:52:47","2014-04-07 19:52:47","LS2LOCK ","LS2LOCK "
"W;5XJTC5","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2004-05-14 10:04:53","2004-05-14 10:04:53","LS2LOCK ","LS2LOCK "
"W66J618E","ADMIN2  ","ADMIN2                                                          ","00000A900BF6","SLGIN"," ","2005-07-08 15:48:14","2005-07-08 15:48:14","LS2LOCK ","LS2LOCK "
"WJ5LIYQX","PRIME1  ","PRIME1                                                          ","00000A08125B","SLGIN"," ","2003-09-23 16:20:57","2003-09-23 16:20:57","LS2LOCK ","LS2LOCK "
"WR65DWHE","ADMIN1  ","ADMIN1                                                          ","00000A08116E","SLGIN"," ","2004-10-13 17:56:02","2004-10-13 17:56:02","LS2LOCK ","LS2LOCK "
"WW6KJMGA","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-04 10:28:58","2005-08-04 10:28:58","LS2LOCK ","LS2LOCK "
"WY5L62AU","        ","SASPRIME                                                        ","00000A081248","FLGIU"," ","2003-09-16 17:09:03","2003-09-16 17:09:03","LS2LOCK ","LS2LOCK "
"X;646ZLI","ADMIN2  ","ADMIN2                                                          ","00000A08116E","SLGIN"," ","2004-09-20 13:46:30","2004-09-20 13:46:30","LS2LOCK ","LS2LOCK "
"X16LY5KV","ADMIN1  ","ADMIN1                                                          ","00000A900C0B","SLGIN"," ","2005-08-31 17:22:07","2005-08-31 17:22:07","LS2LOCK ","LS2LOCK "
"XM6K76UY","ADMIN1  ","ADMIN1                                                          ","00000A900BF6","SLGIN"," ","2005-07-28 17:20:58","2005-07-28 17:20:58","LS2LOCK ","LS2LOCK "
"XO5DYO73","LOANIQ  ","SASPRIME                                                        ","00000A08125B","SLGIN"," ","2003-04-29 15:25:51","2003-04-29 15:25:51","LS2LOCK ","LS2LOCK "
"XY5L7EDA","        ","SASPRIME                                                        ","00000A081248","NLOCK"," ","2003-09-17 10:27:12","2003-09-17 10:27:12","LS2LOCK ","LS2LOCK "
"XY5L7EDB","        ","SASPRIME                                                        ","00000A081248","FLGIU"," ","2003-09-17 10:27:12","2003-09-17 10:27:12","LS2LOCK ","LS2LOCK "
"YM6JRRAV","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-07-20 09:20:55","2005-07-20 09:20:55","LS2LOCK ","LS2LOCK "
"YR65DK42","ADMIN1  ","ADMIN1                                                          ","00000A08116E","FLGSD"," ","2004-10-13 13:28:50","2004-10-13 13:28:50","LS2LOCK ","LS2LOCK "
"YY5L60KZ","LOANIQ  ","LOANIQ                                                          ","00000A081248","SLGIN"," ","2003-09-16 16:31:57","2003-09-16 16:31:57","LS2LOCK ","LS2LOCK "
"Z;5XHXML","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2004-05-13 09:42:21","2004-05-13 09:42:21","LS2LOCK ","LS2LOCK "
"266J68DJ","ADMIN2  ","ADMIN2                                                          ","00000A900B84","SLGIN"," ","2005-07-08 18:22:31","2005-07-08 18:22:31","LS2LOCK ","LS2LOCK "
"2J5LO20E","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2003-09-26 10:19:26","2003-09-26 10:19:26","LS2LOCK ","LS2LOCK "
"2R65FN09","ADMIN1  ","ADMIN1                                                          ","00000A08116E","SLGIN"," ","2004-10-14 16:26:33","2004-10-14 16:26:33","LS2LOCK ","LS2LOCK "
"2W6KK2YT","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-04 16:25:41","2005-08-04 16:25:41","LS2LOCK ","LS2LOCK "
"2Y5L7EDH","        ","SASPRIME                                                        ","00000A081248","FLGIU"," ","2003-09-17 10:27:20","2003-09-17 10:27:20","LS2LOCK ","LS2LOCK "
"366J60FS","ADMIN2  ","ADMIN2                                                          ","00000A900BF6","SLGIN"," ","2005-07-08 15:31:04","2005-07-08 15:31:04","LS2LOCK ","LS2LOCK "
"3J5LIXB5","PRIME2  ","PRIME2                                                          ","00000A08125B","SLGIN"," ","2003-09-23 15:49:53","2003-09-23 15:49:53","LS2LOCK ","LS2LOCK "
"3R65DKHP","ADMIN1  ","ADMIN1                                                          ","00000A08116E","FLGIC"," ","2004-10-13 13:37:01","2004-10-13 13:37:01","LS2LOCK ","LS2LOCK "
"3W6KI2E8","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-03 14:18:08","2005-08-03 14:18:08","LS2LOCK ","LS2LOCK "
"435OIVP5","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2003-11-20 22:55:53","2003-11-20 22:55:53","LS2LOCK ","LS2LOCK "
"4666EUT3","ADMIN1  ","ADMIN1                                                          ","00000A08116E","SLGIN"," ","2004-11-02 16:51:03","2004-11-02 16:51:03","LS2LOCK ","LS2LOCK "
"4M6JQ40G","ADMIN1  ","ADMIN1                                                          ","00000A900C0B","SLGIN"," ","2005-07-19 12:00:16","2005-07-19 12:00:16","LS2LOCK ","LS2LOCK "
"4R65DGQ7","ADMIN1  ","ADMIN1                                                          ","00000A08116E","FLGIC"," ","2004-10-13 12:15:43","2004-10-13 12:15:43","LS2LOCK ","LS2LOCK "
"5@5XGIOA","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2004-05-12 15:21:46","2004-05-12 15:21:46","LS2LOCK ","LS2LOCK "
"5M6K8DON","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-07-29 08:45:59","2005-07-29 08:45:59","LS2LOCK ","LS2LOCK "
"5Y5L9O4T","LOANIQ  ","LOANIQ                                                          ","00000A08125B","SLGIN"," ","2003-09-18 15:53:17","2003-09-18 15:53:17","LS2LOCK ","LS2LOCK "
"616LMFUR","ADMIN1  ","ADMIN1                                                          ","00000A900B4A","SLGIN"," ","2005-08-25 09:32:51","2005-08-25 09:32:51","LS2LOCK ","LS2LOCK "
"6M6JVMVK","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-07-22 11:35:44","2005-07-22 11:35:44","LS2LOCK ","LS2LOCK "
"6O5DNPRJ","LOANIQ  ","SASPRIME                                                        ","00000A08125B","SLGIN"," ","2003-04-23 17:26:07","2003-04-23 17:26:07","LS2LOCK ","LS2LOCK "
"766J67ZO","ADMIN2  ","ADMIN2                                                          ","00000A900B84","SLGIN"," ","2005-07-08 18:14:12","2005-07-08 18:14:12","LS2LOCK ","LS2LOCK "
"7J5LKB17","PRIME1  ","PRIME1                                                          ","00000A08125B","SLGIN"," ","2003-09-24 09:43:55","2003-09-24 09:43:55","LS2LOCK ","LS2LOCK "
"7R65FG75","ADMIN1  ","ADMIN1                                                          ","00000A08116E","SLGIN"," ","2004-10-14 13:59:29","2004-10-14 13:59:29","LS2LOCK ","LS2LOCK "
"7W6KJX9G","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-04 14:22:28","2005-08-04 14:22:28","LS2LOCK ","LS2LOCK "
"7Y5L7ED3","        ","SASPRIME                                                        ","00000A081248","FLGIU"," ","2003-09-17 10:27:05","2003-09-17 10:27:05","LS2LOCK ","LS2LOCK "
"866J606R","ADMIN2  ","ADMIN2                                                          ","00000A900B84","SLGIN"," ","2005-07-08 15:25:39","2005-07-08 15:25:39","LS2LOCK ","LS2LOCK "
"8J5LIWCL","PRIME2  ","PRIME2                                                          ","00000A08125B","SLGIN"," ","2003-09-23 15:29:09","2003-09-23 15:29:09","LS2LOCK ","LS2LOCK "
"8R65DH99","ADMIN1  ","ADMIN1                                                          ","00000A08116E","FLGIC"," ","2004-10-13 12:27:09","2004-10-13 12:27:09","LS2LOCK ","LS2LOCK "
"8W6KHQ2I","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-03 09:51:54","2005-08-03 09:51:54","LS2LOCK ","LS2LOCK "
"935OJOF6","LOANIQ  ","LOANIQ                                                          ","00000A08125B","SLGIN"," ","2003-11-21 09:16:18","2003-11-21 09:16:18","LS2LOCK ","LS2LOCK "
"9H6KQYR0","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-08 09:37:48","2005-08-08 09:37:48","LS2LOCK ","LS2LOCK "
"9J5L9RZ8","SASPRIME","SASPRIME                                                        ","00000A08125B","FLGWP"," ","2003-09-18 17:16:20","2003-09-18 17:16:20","LS2LOCK ","LS2LOCK "
"9R65DGSU","ADMIN2  ","admin2                                                          ","00000A08116E","FLGIC"," ","2004-10-13 12:17:18","2004-10-13 12:17:18","LS2LOCK ","LS2LOCK "
"9Y5L5ZTE","LOANIQ  ","LOANIQ                                                          ","00000A081248","SLGIN"," ","2003-09-16 16:15:24","2003-09-16 16:15:24","LS2LOCK ","LS2LOCK "
"A666D1BF","        ","truser08                                                        ","00000A081263","NLOCK"," ","2004-11-01 17:16:27","2004-11-01 17:16:27","LS2LOCK ","LS2LOCK "
"A666D1BG","        ","truser08                                                        ","00000A081263","FLGIU"," ","2004-11-01 17:16:27","2004-11-01 17:16:27","LS2LOCK ","LS2LOCK "
"AH6KLTEW","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-05 14:54:33","2005-08-05 14:54:33","LS2LOCK ","LS2LOCK "
"AR65D9U6","ADMIN1  ","ADMIN1                                                          ","00000A08116E","SLGIN"," ","2004-10-13 09:46:54","2004-10-13 09:46:54","LS2LOCK ","LS2LOCK "
"BH6LJ31X","ADMIN1  ","ADMIN1                                                          ","00000A900C0B","SLGIN"," ","2005-08-23 14:03:33","2005-08-23 14:03:33","LS2LOCK ","LS2LOCK "
"BY5L7EEC","        ","SASPRIME                                                        ","00000A081248","FLGIU"," ","2003-09-17 10:27:51","2003-09-17 10:27:51","LS2LOCK ","LS2LOCK "
"C;5XI58X","ADMIN1  ","ADMIN1                                                          ","00000A08125B","SLGIN"," ","2004-05-13 12:26:57","2004-05-13 12:26:57","LS2LOCK ","LS2LOCK "
"CH6L7Z2I","ADMIN2  ","ADMIN2                                                          ","00000A900C0B","SLGIN"," ","2005-08-17 14:03:54","2005-08-17 14:03:54","LS2LOCK ","LS2LOCK "
"CO5DNPLU","LOANIQ  ","SASPRIME                                                        ","00000A08125B","FLGWP"," ","2003-04-23 17:22:42","2003-04-23 17:22:42","LS2LOCK ","LS2LOCK "
"CR65DLHM","ADMIN2  ","ADMIN2                                                          ","00000A08116E","FLGUL"," ","2004-10-13 13:58:34","2004-10-13 13:58:34","LS2LOCK ","LS2LOCK "
"DO5DYMTJ","LOANIQ  ","SASPRIME                                                        ","00000A08125B","SLGIN"," ","2003-04-29 14:56:07","2003-04-29 14:56:07","LS2LOCK ","LS2LOCK "
"DY5L7D98","LOANIQ  ","LOANIQ                                                          ","00000A081248","SLGIN"," ","2003-09-17 10:03:11","2003-09-17 10:03:11","LS2LOCK ","LS2LOCK "
