"RMA_RID_RMT_ASC","RMA_RID_RMT_CNTNR","RMA_RID_RMT_INST","RMA_UID_REC_UPDATE","RMA_UID_REC_CREATE","RMA_TSP_REC_UPDATE","RMA_TSP_REC_CREATE","RMA_IND_AUTO_DOIT","RMA_IND_HOST_CORRS","RMA_CDE_DBL_IMPCT","RMA_CDE_BRANCH"
"FYEHSELI","FYEHSEK8","6UE5010J","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL1","FYEHSEK8","-#EGLXXE","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL2","FYEHSEK8","-#EGLYJH","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL6","FYEHSEK8","-#EGM0ZS","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL9","FYEHSEK8","-#EGM2U1","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL8","FYEHSEK8","-#EGM27Y","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL4","FYEHSEK8","-#EGLZRM","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELD","FYEHSEK8","-#EGLVFD","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELK","FYEHSEK8","6UE502IL","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELH","FYEHSEK8","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELJ","FYEHSEK8","6UE501U6","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSEL7","FYEHSEK8","-#EGM1LV","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"FYEHSELC","FYEHSEK8","-#EGLTAU","ARFELI01","ARFELI01","2020-10-09 14:01:29","2020-10-09 14:01:29","Y","N","","CG852"
"IKEI227U","IKEI227L","?ZE4CLLI","SMANZANO","SMANZANO","2020-10-14 19:10:08","2020-10-14 19:10:08","Y","N","","CG852"
"IKEI227T","IKEI227L","?ZE4CKZ2","SMANZANO","SMANZANO","2020-10-14 19:10:08","2020-10-14 19:10:08","Y","N","","CG852"
"IKEI227V","IKEI227L","=+EI1JWT","SMANZANO","SMANZANO","2020-10-14 19:10:08","2020-10-14 19:10:08","Y","N","","CG852"
"IKEI227X","IKEI227L","?.EBVNFZ","SMANZANO","SMANZANO","2020-10-14 19:10:08","2020-10-14 19:10:08","Y","N","","CG852"
"IKEI227W","IKEI227L","=+EI1KFH","SMANZANO","SMANZANO","2020-10-14 19:10:08","2020-10-14 19:10:08","Y","N","","CG852"
"I1EI275T","I1EI275M","$NEI1PH9","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","Y","N","","CG852"
"I1EI275V","I1EI275M",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","Y","N","","CG852"
"I1EI275W","I1EI275M","D3EI1MZP","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","Y","N","","CG852"
"I1EI275Y","I1EI275M","FPE4MROR","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","Y","N","","CG852"
"I1EI275U","I1EI275M","8-EGTR6B","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","N","N","","CG852"
"I1EI275X","I1EI275M","FPE4MRO4","CESSINP1","CESSINP1","2020-10-14 19:56:18","2020-10-14 19:56:18","Y","N","","CG852"
"I1EI278N","I1EI278D","D3EI1MZP","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","Y","N","","CG852"
"I1EI278L","I1EI278D","8-EGTR6B","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","N","N","","CG852"
"I1EI278K","I1EI278D","$NEI1PH9","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","Y","N","","CG852"
"I1EI278P","I1EI278D","FPE4MROR","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","Y","N","","CG852"
"I1EI278M","I1EI278D",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","Y","N","","CG852"
"I1EI278O","I1EI278D","FPE4MRO4","CESSINP1","CESSINP1","2020-10-14 20:27:02","2020-10-14 20:27:02","Y","N","","CG852"
"#+EI35XK","#+EI35XE","=+EI1JWT","SMANZANO","SMANZANO","2020-10-15 08:49:38","2020-10-15 08:49:38","Y","N","","CG852"
"BPEI37IR","BPEI37HS","-#EGLUQP","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IM","BPEI37HS","-#EGM0ZS","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IS","BPEI37HS","-#EGLTAU","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IT","BPEI37HS","-#EGLVFD","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37J0","BPEI37HS","6UE502IL","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IN","BPEI37HS","-#EGM1LV","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IJ","BPEI37HS","-#EGLZ5K","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IK","BPEI37HS","-#EGLZRM","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IZ","BPEI37HS","6UE501U6","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IL","BPEI37HS","-#EGM0DP","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IQ","BPEI37HS","-#EGLU0B","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IW","BPEI37HS","-#EGM3HX","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","N","N","","CG852"
"BPEI37IY","BPEI37HS","6UE5010J","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IX","BPEI37HS","6UE4ZZWB","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IG","BPEI37HS","-#EGLXB8","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IP","BPEI37HS","-#EGM2U1","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IU","BPEI37HS","-#EGLW1G","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IO","BPEI37HS","-#EGM27Y","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IH","BPEI37HS","-#EGLXXE","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IF","BPEI37HS","-#EGLWNX","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37II","BPEI37HS","-#EGLYJH","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
"BPEI37IV","BPEI37HS","-#EGM4A3","JAQUITAN","JAQUITAN","2020-10-15 09:09:41","2020-10-15 09:09:41","Y","N","","CG852"
":YEI3DTM",":YEI3DTK","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 11:31:43","2020-10-15 11:31:43","Y","N","","CG852"
":6EI3GEW",":6EI3GER","?5EI1U5R","LIQUSR03","LIQUSR03","2020-10-15 11:54:10","2020-10-15 11:54:10","N","N","","CG852"
":6EI3GEZ",":6EI3GER","U!EG6UUZ","LIQUSR03","LIQUSR03","2020-10-15 11:54:10","2020-10-15 11:54:10","N","N","","CG852"
":6EI3GEX",":6EI3GER","U!EG6UV9","LIQUSR03","LIQUSR03","2020-10-15 11:54:10","2020-10-15 11:54:10","Y","N","","CG852"
":6EI3GEY",":6EI3GER","U!EG6TTB","LIQUSR03","LIQUSR03","2020-10-15 11:54:10","2020-10-15 11:54:10","N","N","","CG852"
"*4EI53PJ","*4EI53PH","*AEI52FC","ARFELI01","ARFELI01","2020-10-16 09:19:41","2020-10-16 09:19:41","Y","N","","CG852"
"*4EI53QO","*4EI53PM","-#EGLW1G","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QD","*4EI53PM","-#EGLZ5K","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QJ","*4EI53PM","-#EGM2U1","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QN","*4EI53PM","-#EGLVFD","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53Q9","*4EI53PM","-#EGLWNX","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QE","*4EI53PM","-#EGLZRM","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QL","*4EI53PM","-#EGLUQP","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QM","*4EI53PM","-#EGLTAU","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"*4EI53QR","*4EI53PM","6UE4ZZWB","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"=+EI1L12","=+EI1L11","?.EBVNFZ","SMANZANO","SMANZANO","2020-10-14 11:34:59","2020-10-14 11:34:59","Y","N","","CG852"
"=+EI1L13","=+EI1L11","?ZE4CKZ2","SMANZANO","SMANZANO","2020-10-14 11:34:59","2020-10-14 11:34:59","Y","N","","CG852"
"=+EI1L14","=+EI1L11","?ZE4CLLI","SMANZANO","SMANZANO","2020-10-14 11:34:59","2020-10-14 11:34:59","Y","N","","CG852"
"=+EI1L27","=+EI1L1E","-#EGM0DP","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2H","=+EI1L1E","-#EGM4A3","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2F","=+EI1L1E","-#EGLVFD","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L26","=+EI1L1E","-#EGLZRM","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L28","=+EI1L1E","-#EGM0ZS","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2E","=+EI1L1E","-#EGLTAU","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L25","=+EI1L1E","-#EGLZ5K","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2G","=+EI1L1E","-#EGLW1G","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L21","=+EI1L1E","-#EGLWNX","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2D","=+EI1L1E","-#EGLUQP","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2B","=+EI1L1E","-#EGM2U1","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L24","=+EI1L1E","-#EGLYJH","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2I","=+EI1L1E","-#EGM3HX","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","N","N","","CG852"
"=+EI1L2J","=+EI1L1E","6UE4ZZWB","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2C","=+EI1L1E","-#EGLU0B","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L23","=+EI1L1E","-#EGLXXE","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L29","=+EI1L1E","-#EGM1LV","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2A","=+EI1L1E","-#EGM27Y","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L22","=+EI1L1E","-#EGLXB8","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2K","=+EI1L1E","6UE5010J","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2L","=+EI1L1E","6UE501U6","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"=+EI1L2M","=+EI1L1E","6UE502IL","SMANZANO","SMANZANO","2020-10-14 11:35:40","2020-10-14 11:35:40","Y","N","","CG852"
"$QEI1OLP","$QEI1OKH","SIEESUUM","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLO","$QEI1OKH","L*EGNL86","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OL9","$QEI1OKH","*FEGNXYP","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLH","$QEI1OKH","-BEGLZ8K","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OL7","$QEI1OKH","*FEGNX49","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OL6","$QEI1OKH","*FEGNWMC","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLM","$QEI1OKH","-BEGM0UC","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLC","$QEI1OKH","*FEGNZ8D","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLD","$QEI1OKH","*FEGNZNL","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLK","$QEI1OKH","-BEGM078","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLA","$QEI1OKH","*FEGNYDX","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLE","$QEI1OKH","B+EGMANH","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OL5","$QEI1OKH","*FEGNU2H","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLI","$QEI1OKH","-BEGLZK4","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLF","$QEI1OKH","*FEGO07C","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLJ","$QEI1OKH","-BEGLZVO","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLL","$QEI1OKH","-BEGM0IS","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","N","N","","CG852"
"$QEI1OLG","$QEI1OKH","-BEGLYTU","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OL8","$QEI1OKH","*FEGNXJH","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OL4","$QEI1OKH","*FEGO06Z","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OLN","$QEI1OKH","L*EGNKW6","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"$QEI1OKC","$QEI1OK9","U!EG6TTB","LIQUSR03","LIQUSR03","2020-10-14 13:02:55","2020-10-14 13:02:55","N","N","","CG852"
"$QEI1OKD","$QEI1OK9","U!EG6UUZ","LIQUSR03","LIQUSR03","2020-10-14 13:02:55","2020-10-14 13:02:55","N","N","","CG852"
"$QEI1OLB","$QEI1OKH","*FEGNYT5","LIQUSR03","LIQUSR03","2020-10-14 13:03:20","2020-10-14 13:03:20","Y","N","","CG852"
"DXEI1OME","DXEI1OM7","$NEI1PH9","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","Y","N","","CG852"
"DXEI1OMH","DXEI1OM7","D3EI1MZP","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","Y","N","","CG852"
"DXEI1OMJ","DXEI1OM7","FPE4MROR","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","Y","N","","CG852"
"DXEI1OMG","DXEI1OM7",":;EFW3ZZ","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","Y","N","","CG852"
"DXEI1OMI","DXEI1OM7","FPE4MRO4","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","Y","N","","CG852"
"DXEI1OMF","DXEI1OM7","8-EGTR6B","JAQUITAN","JAQUITAN","2020-10-14 13:50:44","2020-10-14 13:50:44","N","N","","CG852"
"XGEI24C6","XGEI24C4","ACEHQQK9","CESSINP1","CESSINP1","2020-10-14 19:09:20","2020-10-14 19:09:20","Y","N","","CG852"
"XGEI24CK","XGEI24C8","FPE4MROR","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","Y","N","","CG852"
"XGEI24CH","XGEI24C8",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","Y","N","","CG852"
"XGEI24CI","XGEI24C8","D3EI1MZP","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","Y","N","","CG852"
"XGEI24CJ","XGEI24C8","FPE4MRO4","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","Y","N","","CG852"
"XGEI24CF","XGEI24C8","$NEI1PH9","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","Y","N","","CG852"
"XGEI24CG","XGEI24C8","8-EGTR6B","CESSINP1","CESSINP1","2020-10-14 19:11:47","2020-10-14 19:11:47","N","N","","CG852"
":YEI3DTW",":YEI3DTO","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","N","N","","CG852"
":YEI3DTX",":YEI3DTO",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","Y","N","","CG852"
":YEI3DTZ",":YEI3DTO","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","Y","N","","CG852"
":YEI3DU0",":YEI3DTO","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","Y","N","","CG852"
":YEI3DTV",":YEI3DTO","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","Y","N","","CG852"
":YEI3DTY",":YEI3DTO","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 11:34:26","2020-10-15 11:34:26","Y","N","","CG852"
":YEI3DX5",":YEI3DX3","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 12:13:16","2020-10-15 12:13:16","Y","N","","CG852"
":YEI3DXG",":YEI3DX7",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","Y","N","","CG852"
":YEI3DXF",":YEI3DX7","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","N","N","","CG852"
":YEI3DXJ",":YEI3DX7","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","Y","N","","CG852"
":YEI3DXI",":YEI3DX7","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","Y","N","","CG852"
":YEI3DXE",":YEI3DX7","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","Y","N","","CG852"
":YEI3DXH",":YEI3DX7","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 12:15:44","2020-10-15 12:15:44","Y","N","","CG852"
":YEI3F5W",":YEI3F5Q","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 12:47:33","2020-10-15 12:47:33","Y","N","","CG852"
":YEI3F9O",":YEI3F9C",":;EFW3ZZ","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","Y","N","","CG852"
":YEI3F9N",":YEI3F9C","8-EGTR6B","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","N","N","","CG852"
":YEI3F9Q",":YEI3F9C","FPE4MRO4","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","Y","N","","CG852"
":YEI3F9M",":YEI3F9C","$NEI1PH9","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","Y","N","","CG852"
":YEI3F9P",":YEI3F9C","D3EI1MZP","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","Y","N","","CG852"
":YEI3F9R",":YEI3F9C","FPE4MROR","CESSINP1","CESSINP1","2020-10-15 12:49:46","2020-10-15 12:49:46","Y","N","","CG852"
":YEI3GEA",":YEI3GE4","ACEHQQK9","CESSINP1","CESSINP1","2020-10-15 13:14:11","2020-10-15 13:14:11","Y","N","","CG852"
"*4EI53QF","*4EI53PM","-#EGM0DP","ARFELI01","ARFELI01","2020-10-16 09:21:31","2020-10-16 09:21:31","Y","N","","CG852"
"@5EI02WI","@5EI02WF","@EEI01WS","LIQUSR05","LIQUSR05","2020-10-13 14:16:32","2020-10-13 14:16:32","Y","N","","CG852"
")UEIALA8",")UEIALA6","BDEDBA40","INPDEL01","INPDEL01","2020-10-19 08:40:57","2020-10-19 08:40:57","Y","N","","CG852"
")UEIALBE",")UEIALAB","-#EGM4A3","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBF",")UEIALAB","-#EGM3HX","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","N","N","","CG852"
")UEIALB0",")UEIALAB","-#EGLXXE","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB7",")UEIALAB","-#EGM27Y","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBI",")UEIALAB","6UE501U6","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALAY",")UEIALAB","-#EGLWNX","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB5",")UEIALAB","-#EGM0ZS","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB1",")UEIALAB","-#EGLYJH","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB4",")UEIALAB","-#EGM0DP","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB6",")UEIALAB","-#EGM1LV","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBJ",")UEIALAB","6UE502IL","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBB",")UEIALAB","-#EGLTAU","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALAZ",")UEIALAB","-#EGLXB8","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB9",")UEIALAB","-#EGLU0B","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBC",")UEIALAB","-#EGLVFD","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBD",")UEIALAB","-#EGLW1G","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB3",")UEIALAB","-#EGLZRM","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBH",")UEIALAB","6UE5010J","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB8",")UEIALAB","-#EGM2U1","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBG",")UEIALAB","6UE4ZZWB","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALB2",")UEIALAB","-#EGLZ5K","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")UEIALBA",")UEIALAB","-#EGLUQP","INPDEL01","INPDEL01","2020-10-19 08:42:23","2020-10-19 08:42:23","Y","N","","CG852"
")9EIAME6",")9EIAME4","BDEDBA40","DELINP01","DELINP01","2020-10-19 09:02:36","2020-10-19 09:02:36","Y","N","","CG852"
