"SIC_CDE_SIC","SIC_CDE_COUNTRY","SIC_DSC_SIC","SIC_CDE_CPIC","SIC_IND_ACTIVE","SIC_IND_MAY_DEACT","SIC_UID_REC_CREATE","SIC_UID_REC_UPDATE","SIC_TSP_REC_CREATE","SIC_TSP_REC_UPDATE","SIC_CDE_SIC_MAP","SIC_IND_1098_ELIG"
"313240    ","NS","Knit Fabric and Lace Mills                        ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:43","34   ","N"
"313310    ","NS","Textile and Fabric Finishing Mills                ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:43","34   ","N"
"313320    ","NS","Fabric Coating Mills                              ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:43","34   ","N"
"314110    ","NS","Carpet and Rug Mills                              ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","34   ","N"
"314120    ","NS","Curtain Linen & Other HH Textile Prod Mills       ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","34   ","N"
"314910    ","NS","Textile Bag and Canvas Mills                      ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","34   ","N"
"314993    ","NS","Tire Cord and Tire Fabric Mills                   ","3002 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","30   ","N"
"314998    ","NS","Rope Cordage and Twine Mills                      ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","34   ","N"
"314999    ","NS","All Other Miscellaneous Textile Product Mills     ","3405 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:44","34   ","N"
"315110    ","NS","Hosiery and Sock Mills                            ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315190    ","NS","Other Apparel Knitting Mills                      ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315210    ","NS","Cut and Sew Apparel Contractors                   ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315220    ","NS","Men's and Boys' Cut & Sew Apparel Mfg             ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315240    ","NS","Womens Girls Infants Cut & Sew Apparel Mfg        ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315280    ","NS","Other Cut and Sew Apparel Manufacturing           ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:45","34   ","N"
"315294    ","NS","Fur and Leather Apparel Manufacturing             ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"315990    ","NS","Apparel Accessories and Other Apparel Manufacturin","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"316110    ","NS","Leather and Hide Tanning and Finishing            ","3402 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"316210    ","NS","Footwear Manufacturing                            ","3404 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"316992    ","NS","Women's Handbag and Purse Manufacturing           ","3401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"316998    ","NS","All Other Leather Good and Allied Product Manufact","3401 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","34   ","N"
"321101    ","NS","Diversified Lumber and Wood Products              ","1601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:46","16   ","N"
"321113    ","NS","Sawmills                                          ","1601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:47","16   ","N"
"481112    ","NS","Scheduled Freight Air Transportation              ","2501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","25   ","N"
"481211    ","NS","Nonscheduled Chartered Passenger Air Transportatio","2601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","26   ","N"
"481212    ","NS","Nonscheduled Chartered Freight Air Transportation ","2501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","25   ","N"
"481219    ","NS","Other Nonscheduled Air Transportation             ","2601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","26   ","N"
"482111    ","NS","Line-Haul Railroads                               ","2801 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","28   ","N"
"482112    ","NS","Short Line Railroads                              ","2801 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","28   ","N"
"483104    ","NS","Merchant Ships--Tankers--Oil Fuels and Liquified N","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","27   ","N"
"483105    ","NS","Merchant Ships--Container and Conventional        ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:25","27   ","N"
"483106    ","NS","Merchant Ships--Dry Bulk                          ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483107    ","NS","Merchant Ships--Tankers (excluding Oil Fuels and L","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483108    ","NS","Merchant Shipping--Barges and Tugboats            ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483109    ","NS","Other Water Freight Transportation                ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483111    ","NS","Deep Sea Freight Transportation                   ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483112    ","NS","Cruiselines and Other Deep Sea Passenger Transport","7601 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","76   ","N"
"483113    ","NS","Coastal and Great Lakes Freight Transportation    ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483114    ","NS","Coastal and Great Lakes Passenger Transportation  ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483211    ","NS","Inland Water Freight Transportation               ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"483212    ","NS","Inland Water Passenger Transportation             ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","27   ","N"
"484101    ","NS","Diversified Intermodal and Integrated Logistics   ","2501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","25   ","N"
"484110    ","NS","General Freight Trucking Local                    ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","28   ","N"
"484121    ","NS","General Freight Trucking Long-Distance Truckload  ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","28   ","N"
"484122    ","NS","General Freight Trucking Long-Distance Less Than  ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:26","28   ","N"
"484210    ","NS","Used Household and Office Goods Moving            ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"484220    ","NS","Specialized Freight except Used Goods Trucking    ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"484230    ","NS","Specialized Freight except Used Goods Trucking    ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485111    ","NS","Mixed Mode Transit Systems                        ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","70   ","N"
"485112    ","NS","Commuter Rail Systems                             ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","70   ","N"
"485113    ","NS","Bus and Other Motor Vehicle Transit Systems       ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485119    ","NS","Other Urban Transit Systems                       ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","70   ","N"
"485210    ","NS","Interurban and Rural Bus Transportation           ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485310    ","NS","Taxi Service                                      ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485320    ","NS","Limousine Service                                 ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485410    ","NS","School and Employee Bus Transportation            ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485510    ","NS","Charter Bus Industry                              ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485991    ","NS","Special Needs Transportation                      ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:27","28   ","N"
"485999    ","NS","All Other Transit and Ground Passenger Transportat","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","28   ","N"
"486110    ","NS","Pipeline Transportation of Crude Oil              ","1105 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","11   ","N"
"486210    ","NS","Pipeline Transportation of Natural Gas            ","6701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","67   ","N"
"486910    ","NS","Pipeline Transportation of Refined Petroleum Produ","1105 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","11   ","N"
"486990    ","NS","All Other Pipeline Transportation                 ","1105 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","11   ","N"
"487110    ","NS","Scenic and Sightseeing Transportation Land        ","3506 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","35   ","N"
"487210    ","NS","Scenic and Sightseeing Transportation Water       ","3506 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","35   ","N"
"487990    ","NS","Scenic and Sightseeing Transportation Other       ","3506 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","35   ","N"
"488111    ","NS","Air Traffic Control                               ","2901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","29   ","N"
"488119    ","NS","Other Airport Operations                          ","2901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","29   ","N"
"488190    ","NS","Other Support Activities for Air Transportation   ","2901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","29   ","N"
"488202    ","NS","Railroad Car Rental and Leasing                   ","5311 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","53   ","N"
"488210    ","NS","Support Activities for Rail Transportation        ","2801 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","28   ","N"
"488310    ","NS","Port and Harbor Operations                        ","2903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:28","29   ","N"
"488320    ","NS","Marine Cargo Handling                             ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","27   ","N"
"488330    ","NS","Navigational Services to Shipping                 ","2903 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","29   ","N"
"488390    ","NS","Other Support Activities for Water Transportation ","2701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","27   ","N"
"488410    ","NS","Motor Vehicle Towing                              ","8201 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","82   ","N"
"488490    ","NS","Other Support Activities for Road Transportation  ","2807 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","28   ","N"
"488495    ","NS","Highway and Railtrack Infrastructure              ","2902 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","29   ","N"
"488510    ","NS","Freight Transportation Arrangement                ","2501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","25   ","N"
"488991    ","NS","Packing and Crating                               ","2501 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","25   ","N"
"488999    ","NS","All Other Support Activities for Transportation   ","2802 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","28   ","N"
"491110    ","NS","Postal Service                                    ","7001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:49:29","70   ","N"
"221202    ","NS","Natural Gas--Local Distribution Companies         ","6701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","67   ","N"
"221203    ","NS","Natural Gas Aggregators Brokers and Marketers     ","1103 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","11   ","N"
"221210    ","NS","Natural Gas Distribution                          ","6701 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:35","67   ","N"
"221310    ","NS","Water Supply and Irrigation Systems               ","6901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","69   ","N"
"221320    ","NS","Sewage Treatment Facilities                       ","6901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","69   ","N"
"221330    ","NS","Steam and Air-Conditioning Supply                 ","6901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","69   ","N"
"236115    ","NS","New Single-Family Housing Construction (Except Ope","3203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","32   ","N"
"236116    ","NS","New Multifamily Housing Construction (Except Opera","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","19   ","N"
"236117    ","NS","New Housing Operative Builders                    ","3203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","32   ","N"
"236118    ","NS","Residential Remodelers                            ","3203 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","32   ","N"
"236210    ","NS","Industrial Building Construction                  ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","19   ","N"
"236220    ","NS","Commercial and Institutional Building Construction","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","19   ","N"
"237110    ","NS","Water and Sewer Line and Related Structures Constr","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","19   ","N"
"237120    ","NS","Oil and Gas Pipeline and Related Structures Constr","1001 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:36","10   ","N"
"237130    ","NS","Power and Communication Line and Related Structure","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"237210    ","NS","Land Subdivision                                  ","5518 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","55   ","N"
"237310    ","NS","Highway Street and Bridge Construction            ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"237990    ","NS","Other Heavy and Civil Engineering Construction    ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238110    ","NS","Poured Concrete Foundation and Structure Contracto","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238120    ","NS","Structural Steel and Precast Concrete Contractors ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238130    ","NS","Framing Contractors                               ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238140    ","NS","Masonry Contractors                               ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238150    ","NS","Glass and Glazing Contractors                     ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238160    ","NS","Roofing Contractors                               ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238170    ","NS","Siding Contractors                                ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238190    ","NS","Other Foundation Structure and Building Exterior  ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238210    ","NS","Electrical Contractors                            ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:37","19   ","N"
"238220    ","NS","Plumbing Heating and Air-Conditioning Contractor  ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238290    ","NS","Other Building Equipment Contractors              ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238310    ","NS","Drywall and Insulation Contractors                ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238320    ","NS","Painting and Wall Covering Contractors            ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238330    ","NS","Flooring Contractors                              ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238340    ","NS","Tile and Terrazzo Contractors                     ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
"238350    ","NS","Finish Carpentry Contractors                      ","1901 ","N","Y","LS2BAT  ","LS2BATCH","2014-04-22 12:32:52","2019-04-03 23:48:38","19   ","N"
