"IMR_RID_SWFT_ROLE","IMR_CDE_SWFT_RTYP","IMR_RID_REM_INSTR","IMR_CDE_OWNER_TYPE","IMR_UID_REC_CREATE","IMR_UID_REC_UPDATE","IMR_TSP_REC_CREATE","IMR_TSP_REC_UPDATE","IMR_RID_SWFT_ID","IMR_TXT_ACCT_NO","IMR_TXT_CLG_CODE","IMR_TXT_TELEX_NO","IMR_TXT_ANSWRBACK","IMR_CDE_LOCCL_TYPE","IMR_TXT_DESC","IMR_CDE_BRANCH"
"ZIEF9BYI","BENIN","ZIEF9BYH","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9BYO","ORINS","ZIEF9BYN","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9BYQ","ORINS","ZIEF9BYP","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C03","ORCSR","ZIEF9C01","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C02","BENCR","ZIEF9C01","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C06","ORCSR","ZIEF9C04","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C05","BENCR","ZIEF9C04","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C0C","BENIN","ZIEF9C0B","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C0E","BENIN","ZIEF9C0D","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C0K","ORINS","ZIEF9C0J","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"ZIEF9C0M","ORINS","ZIEF9C0L","IRI  ","LIQSVR05","LIQSVR05","2020-08-21 07:34:04","2020-08-21 07:34:04","","","","","","","5M CBA TEST",""
"E:EF9AY9","ORCSR","E:EF9AY7","IRI  ","INPRON01","INPRON01","2020-08-21 08:00:46","2020-08-21 08:00:46","","","","","","","BE Pty Ltd as trustee for the Dances With Wolves Fam 3352123",""
"E:EF9AY8","BENCR","E:EF9AY7","IRI  ","INPRON01","INPRON01","2020-08-21 08:00:46","2020-08-21 08:00:46","","/509748214                              ","","","","","BE Pty Ltd as trustee for the Dances With Wolves Fam 3352123",""
"E:EF9B6F","ACWIN","E:EF9AY7","IRI  ","INPRON01","INPRON01","2020-08-21 08:00:46","2020-08-21 08:00:46","42146666","","//AU082674          ","","","","",""
"E:EF9BBP","BENCR","E:EF9BBO","IRI  ","INPRON01","INPRON01","2020-08-21 08:01:54","2020-08-21 08:01:54","","/509748214                              ","","","","","BE Pty Ltd as trustee for the Dances With Wolves Fam 3352123",""
"E:EF9BBQ","ORCSR","E:EF9BBO","IRI  ","INPRON01","INPRON01","2020-08-21 08:01:54","2020-08-21 08:01:54","","","","","","","BE Pty Ltd as trustee for the Dances With Wolves Fam 3352123",""
"E:EF9BJW","ACWIN","E:EF9BBO","IRI  ","INPRON01","INPRON01","2020-08-21 08:01:54","2020-08-21 08:01:54","42146666","","//AU082674          ","","","","",""
"YEEFEXSN","ORCSR","YEEFEXSL","IRI  ","INPALN01","INPALN01","2020-08-24 09:24:03","2020-08-24 09:24:03","","","","","","","ARIHANT TRADING COMPANY",""
"YEEFEXSM","BENCR","YEEFEXSL","IRI  ","INPALN01","INPALN01","2020-08-24 09:24:03","2020-08-24 09:24:03","","/06200087654321                         ","","","","","ARIHANT TRADING COMPANY",""
"YEEFEY0T","ACWIN","YEEFEXSL","IRI  ","INPALN01","INPALN01","2020-08-24 09:24:03","2020-08-24 09:24:03","@*DZF8R7","","","","","","",""
"Y@EFF048","ORCSR","Y@EFF046","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF047","BENCR","Y@EFF046","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04B","ORCSR","Y@EFF049","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04A","BENCR","Y@EFF049","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04P","ORINS","Y@EFF04O","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04R","ORINS","Y@EFF04Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04H","BENIN","Y@EFF04G","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"Y@EFF04J","BENIN","Y@EFF04I","IRI  ","CMARTILL","CMARTILL","2020-08-24 09:58:27","2020-08-24 09:58:27","","","","","","","CUSTAMSTER",""
"YCEFF0LH","BENIN","YCEFF0LG","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"YCEFF0LJ","BENIN","YCEFF0LI","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"YCEFF0L7","BENCR","YCEFF0L6","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"YCEFF0L8","ORCSR","YCEFF0L6","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"YCEFF0LB","ORCSR","YCEFF0L9","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"YCEFF0LA","BENCR","YCEFF0L9","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 10:01:02","2020-08-24 10:01:02","","","","","","","WSS Janice",""
"Y@EFF17J","BENCR","Y@EFF17I","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF098","BENIN","Y@EFF096","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF09A","SRCOR","Y@EFF096","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF097","ACWIN","Y@EFF096","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF099","SENDR","Y@EFF096","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","CBA Amsterdam",""
"Y@EFF09E","SENDR","Y@EFF09B","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","CBA Amsterdam",""
"Y@EFF09D","BENIN","Y@EFF09B","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","222222                                  ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF09C","ACWIN","Y@EFF09B","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF09F","SRCOR","Y@EFF09B","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF08U","SENDR","Y@EFF08Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","CBA Amsterdam",""
"Y@EFF08T","ORCSR","Y@EFF08Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF08R","ACWIN","Y@EFF08Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF08V","SRCOR","Y@EFF08Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF08S","BENCR","Y@EFF08Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF08X","ACWIN","Y@EFF08W","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF090","SENDR","Y@EFF08W","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","CBA Amsterdam",""
"Y@EFF08Y","BENCR","Y@EFF08W","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","22222222                                ","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF08Z","ORCSR","Y@EFF08W","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF091","SRCOR","Y@EFF08W","IRI  ","CMARTILL","CMARTILL","2020-08-24 10:05:18","2020-08-24 10:05:18","6UE5002M","","","","","","",""
"Y@EFF17K","ORCSR","Y@EFF17I","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF17M","BENCR","Y@EFF17L","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF17N","ORCSR","Y@EFF17L","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19F","BENCR","Y@EFF19E","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19G","ORCSR","Y@EFF19E","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19I","BENCR","Y@EFF19H","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19J","ORCSR","Y@EFF19H","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19X","ORINS","Y@EFF19W","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19Z","ORINS","Y@EFF19Y","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19P","BENIN","Y@EFF19O","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF19R","BENIN","Y@EFF19Q","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:07","2020-08-24 11:24:07","","","","","","","CUSTAMSTER",""
"Y@EFF181","ORINS","Y@EFF180","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:38","2020-08-24 11:24:38","","","","","","","CUSTAMSTER",""
"Y@EFF183","ORINS","Y@EFF182","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:38","2020-08-24 11:24:38","","","","","","","CUSTAMSTER",""
"Y@EFF17T","BENIN","Y@EFF17S","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:38","2020-08-24 11:24:38","","","","","","","CUSTAMSTER",""
"#XED9F3L","ORCSR","#XED9F3J","IRI  ","JOBINP  ","JOBINP  ","2020-07-13 13:28:51","2020-07-13 13:28:51","","","","","","","CUSTLEGAL08158",""
"#XED9F3K","BENCR","#XED9F3J","IRI  ","JOBINP  ","JOBINP  ","2020-07-13 13:28:51","2020-07-13 13:28:51","","","","","","","CUSTLEGAL08158",""
"#XED9FBO","BENCR","#XED9FBN","IRI  ","JOBINP  ","JOBINP  ","2020-07-13 13:29:53","2020-07-13 13:29:53","","","","","","","CUSTLEGAL08158",""
"#XED9FBP","ORCSR","#XED9FBN","IRI  ","JOBINP  ","JOBINP  ","2020-07-13 13:29:53","2020-07-13 13:29:53","","","","","","","CUSTLEGAL08158",""
"BXEDBEXF","ORCSR","BXEDBEXD","IRI  ","DANUSR01","DANUSR01","2020-07-14 14:01:03","2020-07-14 14:01:03","","","","","","","EUCNLDCUST0001",""
"BXEDBEIK","BENIN","BXEDBEIJ","IRI  ","DANUSR01","DANUSR01","2020-07-14 14:00:29","2020-07-14 14:00:29","","","","","","","EUCNLDCUST0001",""
"BXEDBEXE","BENCR","BXEDBEXD","IRI  ","DANUSR01","DANUSR01","2020-07-14 14:01:03","2020-07-14 14:01:03","","","","","","","EUCNLDCUST0001",""
":UEDDB2L","ORCSR",":UEDDB2J","IRI  ","JOBINP  ","JOBINP  ","2020-07-15 16:00:17","2020-07-15 16:00:17","","","","","","","CUSTLEGAL43149",""
":UEDDB2K","BENCR",":UEDDB2J","IRI  ","JOBINP  ","JOBINP  ","2020-07-15 16:00:17","2020-07-15 16:00:17","","","","","","","CUSTLEGAL43149",""
":UEDDBAO","BENCR",":UEDDBAN","IRI  ","JOBINP  ","JOBINP  ","2020-07-15 16:01:10","2020-07-15 16:01:10","","","","","","","CUSTLEGAL43149",""
":UEDDBAP","ORCSR",":UEDDBAN","IRI  ","JOBINP  ","JOBINP  ","2020-07-15 16:01:10","2020-07-15 16:01:10","","","","","","","CUSTLEGAL43149",""
"SIEESUUY","ORCSR","SIEESUUW","IRI  ","CMARTILL","CMARTILL","2020-08-12 10:58:34","2020-08-12 10:58:34","","","","","","","CUSTAMSTER",""
"SIEESUUX","BENCR","SIEESUUW","IRI  ","CMARTILL","CMARTILL","2020-08-12 10:58:34","2020-08-12 10:58:34","","","","","","","CUSTAMSTER",""
"SIEESV2N","BENIN","SIEESV2M","IRI  ","CMARTILL","CMARTILL","2020-08-12 10:58:48","2020-08-12 10:58:48","","","","","","","CUSTAMSTER",""
"ZXEF810P","BENIN","ZXEF810O","IRI  ","JAQUITAN","JAQUITAN","2020-08-20 15:38:08","2020-08-20 15:38:08","","","","","","","WSS Janice",""
"Y@EFF1DL","INTMY","Y@EFF19W","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:25:50","2020-08-24 11:25:50","41658030","","","","","","",""
"Y+EFF4I8","INTMY","SIEESV9P","IRI  ","RPTSUP01","RPTSUP01","2020-08-24 11:31:15","2020-08-24 11:31:15","41658030","","","","","","",""
"Y+EFF4I9","ORINS","SIEESV9P","IRI  ","RPTSUP01","RPTSUP01","2020-08-24 11:31:15","2020-08-24 11:31:15","","","","","","","CUSTAMSTER",""
"Y@EFF1KO","ORINS","Y@EFF1IE","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:41:34","2020-08-24 11:41:34","","","","","","","Commonwealth Bank of Australia - Amsterdam",""
"Y@EFF1NC","SENDR","Y@EFF1IE","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:41:34","2020-08-24 11:41:34","","","","","","","CBA Amsterdam",""
"Y@EFF1OH","SRCOR","Y@EFF1IE","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:41:34","2020-08-24 11:41:34","41658030","","","","","","",""
"Y@EFF17V","BENIN","Y@EFF17U","IRI  ","CMARTILL","CMARTILL","2020-08-24 11:24:38","2020-08-24 11:24:38","","","","","","","CUSTAMSTER",""
"3!EFF8UY","BENIN","3!EFF8UX","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3!EFF8V0","BENIN","3!EFF8UZ","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3PEFFEC5","SRCOR","3PEFFEC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","","","","","",""
"3!EFF8V8","ORINS","3!EFF8V7","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3!EFF8UP","ORCSR","3!EFF8UN","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3!EFF8UO","BENCR","3!EFF8UN","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3KEFFBW2","ORINS","3KEFFBW1","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBW4","ORINS","3KEFFBW3","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVU","BENIN","3KEFFBVT","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVW","BENIN","3KEFFBVV","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVL","ORCSR","3KEFFBVJ","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVK","BENCR","3KEFFBVJ","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVN","BENCR","3KEFFBVM","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3KEFFBVO","ORCSR","3KEFFBVM","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:17:46","2020-08-24 14:17:46","","","","","","","WSS Janice",""
"3!EFF8UR","BENCR","3!EFF8UQ","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3!EFF8US","ORCSR","3!EFF8UQ","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:17:08","2020-08-24 14:17:08","","","","","","","AMS CUSTOMER",""
"3KEFFBZQ","INTMY","3KEFFBW1","IRI  ","JAQUITAN","JAQUITAN","2020-08-24 14:18:49","2020-08-24 14:18:49","41658030","","","","","","",""
"3!EFF9AQ","INTMY","3!EFF8V5","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:27:33","2020-08-24 14:27:33","41658030","","","","","","",""
"3!EFF9BQ","ORINS","3!EFF8V5","IRI  ","SMANZANO","SMANZANO","2020-08-24 14:27:33","2020-08-24 14:27:33","","","","","","","AMS CUSTOMER",""
"3PEFFE42","ORINS","3PEFFE41","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","","","","","Commonwealth Bank of Australia - OBU",""
"3PEFFE44","SRCOR","3PEFFE41","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","","","","","",""
"3PEFFE43","SENDR","3PEFFE41","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE46","ORINS","3PEFFE45","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","","","","","Commonwealth Bank of Australia - OBU",""
"3PEFFE48","SRCOR","3PEFFE45","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","","","","","",""
"3PEFFE47","SENDR","3PEFFE45","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3L","BENIN","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFE3K","ACWIN","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3O","SENDR","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3M","ORINS","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFE3N","RCCOR","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3P","SRCOR","3PEFFE3J","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","","","","","",""
"3PEFFE3U","RCCOR","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3R","ACWIN","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFE3T","ORINS","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFE3W","SRCOR","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","","","","","",""
"3PEFFE3S","BENIN","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","41798485","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFE3V","SENDR","3PEFFE3Q","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:21:19","2020-08-24 15:21:19","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEC4","SENDR","3PEFFEC2","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEC7","ORINS","3PEFFEC6","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","41798485","","","","","","Commonwealth Bank of Australia - OBU",""
"3PEFFEC8","SENDR","3PEFFEC6","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEC9","SRCOR","3PEFFEC6","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","","","","","",""
"3PEFFEBN","ORINS","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFEBM","BENIN","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","41798485","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"3PEFFEBP","SENDR","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEBO","RCCOR","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEBQ","SRCOR","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","41798485","","","","","","",""
"3PEFFEBL","ACWIN","3PEFFEBK","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEBS","ACWIN","3PEFFEBR","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","",""
"3PEFFEBU","ORINS","3PEFFEBR","IRI  ","LIQUSR03","LIQUSR03","2020-08-24 15:25:55","2020-08-24 15:25:55","@*DZF8R7","","                    ","","","CLG  ","Commonwealth Bank of Australia - OBU",""
"A7E8Y5BP","BENCR","A7E8Y5BO","IRI  ","APP1MANS","APP1MANS","2020-04-20 09:15:20","2020-04-20 09:15:20","","","","","","","CUSTLEGAL57126",""
"A7E8Y5BQ","ORCSR","A7E8Y5BO","IRI  ","APP1MANS","APP1MANS","2020-04-20 09:15:20","2020-04-20 09:15:20","","","","","","","CUSTLEGAL57126",""
"A7E8Y5JT","BENCR","A7E8Y5JS","IRI  ","APP1MANS","APP1MANS","2020-04-20 09:16:43","2020-04-20 09:16:43","","","","","","","CUSTLEGAL57126",""
"A7E8Y5JU","ORCSR","A7E8Y5JS","IRI  ","APP1MANS","APP1MANS","2020-04-20 09:16:43","2020-04-20 09:16:43","","","","","","","CUSTLEGAL57126",""
"AVE8YDVH","ORCSR","AVE8YDVA","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-20 12:21:40","2020-04-20 12:21:40","","","","","","","CL08132",""
"AVE8YDVG","BENCR","AVE8YDVA","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-20 12:21:40","2020-04-20 12:21:40","","","","","","","CL08132",""
"AVE8YE40","ORCSR","AVE8YE3Y","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-20 12:24:31","2020-04-20 12:24:31","","","","","","","CL08132",""
"AVE8YE3Z","BENCR","AVE8YE3Y","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-20 12:24:31","2020-04-20 12:24:31","","","","","","","CL08132",""
"!4E8ZGV5","BENCR","!4E8ZGV4","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-21 01:33:33","2020-04-21 01:33:33","","","","","","","CL56140",""
"!4E8ZGV6","ORCSR","!4E8ZGV4","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-21 01:33:33","2020-04-21 01:33:33","","","","","","","CL56140",""
"!4E8ZH39","BENCR","!4E8ZH38","IRI  ","FJUSR01 ","FJUSR01 ","2020-04-21 01:35:10","2020-04-21 01:35:10","","","","","","","CL56140",""
