ABA_CDE_FED_ABA,ABA_NME_SHORT,ABA_CDE_STATE,ABA_NME_CITY,ABA_IND_ACTIVE,ABA_IND_MAY_DEACT,ABA_TSP_REC_CREATE,ABA_UID_REC_CREATE,ABA_TSP_REC_UPDATE,ABA_UID_REC_UPDATE,ABA_NME_FULL
071001588,"BANCO POPULAR     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:46:57,"ADMIN2  ","BANCO POPULAR-WATER TOWER BK,"
071001685,"BANCO POPULAR     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:47:03,"ADMIN2  ","BANCO POPULAR, ILLINOIS"
071001779,BANQUE DE PARIS CH,IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,BNP PARIBAS-CHICAGO BRANCH I
071001902,"DRESDNER BK CHGO  ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:56,LS2BATCH,2005-08-31 16:30:56,LS2BATCH,DRESDNER BANK AG. CHICAGO
071001928,"CR LYONNAIS CHGO  ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,CREDIT LYONNAIS CHICAGO BRANCH
071002011,"ABN AMRO CHGO     ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:47:09,"ADMIN2  ","ABN-AMRO BANK N.V., CHICAGO OFFICE"
071002024,"LEUMI ISRAEL CHGO ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,BANK LEUMI USA
071002053,HONG & SHAN BKNG C,NY,"BUFFALO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,HSBC BANK USA - CHICAGO
071002341,BK TOKYO-MITSU LTD,IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,BK OF TOKYO-MITSUBISHI LIMITED CHGO
071002367,BANCA DI ROMA CHGO,IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:47:15,"ADMIN2  ","BANCA DI ROMA, SPA, CHGO"
071002370,"BK HAPOALIM CHGO  ",IL,"CHICAGO             ",Y,Y,2005-08-31 16:30:57,LS2BATCH,2005-08-31 16:30:57,LS2BATCH,BANK HAPOALIM B.M.
101100566,"CITIZENS FT SCOTT ",KS,"FORT SCOTT          ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,CITIZENS BANK N.A.
101100728,"COMMERCE TOPEKA   ",KS,"TOPEKA              ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,COMMERCE BANK AND TRUST
101104779,"PEOPLES COLDWATER ",KS,"COLDWATER           ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,PEOPLES BANK NA
101111348,"CITIZENS NB       ",KS,"ATTICA              ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,CITIZENS NATIONAL BANK
101114798,"ALLIANCE BANK     ",KS,"TOPEKA              ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,ALLIANCE BANK
101901396,"CITIZ CHILLICOTHE ",MO,"CHILLICOTHE         ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,CITIZENS BANK AND TRUST COMPANY
102000021,"US BANK CO DENVER ",CO,"DENVER              ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:51:31,"ADMIN2  ","U.S. BANK, N.A."
102000076,"WELLS FARGO WEST  ",CO,"DENVER              ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,WELLS FARGO BANK WEST N.A.
102001017,"BANK ONE COLOARDO ",CO,"DENVER              ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:51:37,"ADMIN2  ","BANK ONE, NA, 1125 17TH STR OFFICE"
103000017,"BK AMERICA OK     ",OK,"OKLAHOMA CITY       ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,BANK OF AMERICA N.A.
103101424,"CITZ BANK VELMA   ",OK,"VELMA               ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,CITIZENS BANK
103102274,"CITIZENS ARDMORE  ",OK,"ARDMORE             ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,CITIZENS BANK AND TRUST CO ARDMORE
103900036,"BOK TULSA         ",OK,"TULSA               ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,BANK OF OKLAHOMA N A
103912668,"F&M BK TULSA      ",OK,"TULSA               ",Y,Y,2005-08-31 16:31:07,LS2BATCH,2005-08-31 16:31:07,LS2BATCH,F & M BANK & TRUST CO
071901811,FIRST CHGO HEIGHTS,IL,"CHICAGO HEIGHTS     ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,FIRST NATIONAL BANK
071902030,"LA SALLE NATL     ",IL,"LA SALLE            ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,LA SALLE NATIONAL BANK
071902043,"LA SALLE BK       ",IL,"LA SALLE            ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,LA SALLE STATE BANK
071918545,"BANCO POPULAR     ",IL,"MELROSE PARK        ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:47:57,"ADMIN2  ","BANCO POPULAR, ILLINOIS"
071924319,"BRONSON PROSPECT  ",IL,"PROSPECT HEIGHTS    ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:48:04,"ADMIN2  ","BANCO POPULAR-BRONSON GORE,"
071924458,"BANCO POPULAR, IL ",IL,"MELROSE PARK        ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:48:11,"ADMIN2  ","BANCO POPULAR,, BANCO POPULAR NORTH"
072000096,"COMERICA BK       ",MI,"LIVONIA             ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,COMERICA BANK
072000290,"FRB DETR          ",MI,"DETROIT             ",Y,Y,2005-08-31 16:30:58,LS2BATCH,2005-08-31 16:30:58,LS2BATCH,FRB DETROIT
072000326,"BANK ONE MICHIGAN ",MI,"DETROIT             ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:48:19,"ADMIN2  ","BANK ONE,N.A., 611 WOODWARD AVE OFF"
072000805,STANDARD FED BK NA,MI,"FARMINGTON HILLS    ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:48:27,"ADMIN2  ","STANDARD FEDERAL BANK, N.A."
072000915,"NATIONAL CITY MI  ",MI,"KALAMAZOO           ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,NATIONAL CITY BANK OF MICHIGAN/IL
072400528,"CITZ FLINT        ",MI,"SAGINAW             ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,CITIZENS BANK
072404786,"COMERICA BK TR NA ",MI,"ANN ARBOR           ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,COMERICA BANK AND TRUST NA
072412655,FIDELITY BIRMINGHA,MI,"BIRMINGHAM          ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,FIDELITY BANK
072413625,"ALLNC NEW BUFFALO ",MI,"NEW BUFFALO         ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,ALLIANCE BANKING COMPANY
073000176,"BK AMERICA IA     ",IA,"DES MOINES          ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:30:59,LS2BATCH,BANK OF AMERICA N.A.
073000228,"WELLS FARGO IA    ",IA,"DES MOINES          ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:48:41,"ADMIN2  ","WELLS FARGO BANK IOWA,N.A."
073000545,"US BANK IOWA      ",WI,"MILWAUKEE           ",Y,Y,2005-08-31 16:30:59,LS2BATCH,2005-08-31 16:48:50,"ADMIN2  ","U.S. BANK, N.A. 777 E, WISC AVE. OFF"
073000642,"BK CO DES MOINES  ",IA,"DES MOINES          ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:48:57,"ADMIN2  ","BANKERS TRUST COMPANY,N.A."
073900742,"CENT ST MUSCATINE ",IA,"MUSCATINE           ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,CENTRAL STATE BANK
073900755,"FIRST MUSCATINE   ",IA,"MUSCATINE           ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,1ST NATIONAL BANK/MUSCATINE
073902902,"CITIZENS BK & TR  ",IA,"HUDSON              ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,CITIZENS BANK & TRUST COMPANY
073908980,"CITIZENS BANK     ",IA,"CLIVE               ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:31:00,LS2BATCH,CITIZENS BANK
073922856,BANKERS TRUST COMP,IA,"CEDAR RAPIDS        ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:49:11,"ADMIN2  ","BANKERS TRUST COMPANY, N.A."
074000010,"BANK ONE INDIANA  ",IN,"INDIANAPOLIS        ",Y,Y,2005-08-31 16:31:00,LS2BATCH,2005-08-31 16:49:19,"ADMIN2  ","BANK ONE,NA, 111 MONUMENT CIRCLE OFF"
091800316,STATE BK LA CROSSE,WI,"LA CROSSE           ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,STATE BANK OF LA CROSSE
091803355,"BANK OF MONDOVI   ",WI,"MONDOVI             ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,ALLIANCE BANK
091900193,"MERCHANTS WINONA  ",MN,"WINONA              ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:51:01,"ADMIN2  ","MERCHANTS BANK, NA"
091901215,"ALLIANCE NEW ULM  ",MN,"NEW ULM             ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,ALLIANCE BANK
091901862,"CITZ HUTCHINSON   ",MN,"HUTCHINSON          ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,CITIZENS BANK & TRUST COMPANY
091907808,"MERCHANTS BK NA   ",MN,"APPLE VALLEY        ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:51:08,"ADMIN2  ","MERCHANTS BANK, NA"
091910633,"MERCHANTS BK NA   ",MN,"LA CRESCENT         ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:51:14,"ADMIN2  ","MERCHANTS BANK, NA"
092900985,CITZ BK BIG TIMBER,MT,"BIG TIMBER          ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,CITIZENS BANK AND TRUST CO
096016888,"KEY COMMUNITY IGH ",MN,"INVER GROVE HEIGHTS ",Y,Y,2005-08-31 16:31:05,LS2BATCH,2005-08-31 16:31:05,LS2BATCH,KEY COMMUNITY BANK
101000019,"COMM BK NA        ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,COMMERCE BANK NATIONAL ASSOCIATION
101000035,"BK AMERICA KC     ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,BANK OF AMERICA N.A.
101000695,"UMB BK NA         ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,UMB BANK NA
101001173,"BK AMERICA KS     ",KS,"WICHITA             ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,BANK OF AMERICA N.A.
101003621,"STATE STREET KC   ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,STATE STREET BANK
101100540,"COMMERCE BANK     ",MO,"KANSAS CITY         ",Y,Y,2005-08-31 16:31:06,LS2BATCH,2005-08-31 16:31:06,LS2BATCH,COMMERCE BANK NATIONAL ASSOCIATION
272484713,COM FAM CU SAGINAW,MI,"SAGINAW             ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:31:24,LS2BATCH,COMMUNICATIONS FAMILY C/U
301171353,"FIDELITY BK       ",KS,"WICHITA             ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:31:24,LS2BATCH,FIDELITY BANK
307070267,"KEY BANK CO       ",WY,"CHEYENNE            ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:31:24,LS2BATCH,KEYBANK NATIONAL ASSOCIATION
307088754,"COBANK            ",CO,"ENGLEWOOD           ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:31:24,LS2BATCH,COBANK ACB
313071904,WASH MUTUAL BK HOU,TX,"HOUSTON             ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:57:38,"ADMIN2  ","WASHINGTON MUTUAL BANK, F.A."
314970664,GUARANTY BK AUSTIN,TX,"AUSTIN              ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:31:24,LS2BATCH,GUARANTY BANK
321070007,"CAL FEDL BK AFSB  ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:57:43,"ADMIN2  ","CITIBANK (WEST), F.S.B."
321171184,"CITIBANK WEST FSB ",CA,"SAN FRANCISCO       ",Y,Y,2005-08-31 16:31:24,LS2BATCH,2005-08-31 16:57:50,"ADMIN2  ","CITIBANK (WEST), F.S.B."
321180748,WASH MUT BKFA STOC,CA,"STOCKTON            ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:57:58,"ADMIN2  ","WASHINGTON MUTUAL BANK, F.A."
322070019,"CA FEDL BK LA     ",CA,"LOS ANGELES         ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:58:08,"ADMIN2  ","CITIBANK (WEST), F.S.B."
322270055,"GLEN FEDL BK GLEN ",CA,"GLENDALE            ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:58:15,"ADMIN2  ","CITIBANK (WEST), F.S.B."
322270453,"QUAKER CY BK WHIT ",CA,"WHITTIER            ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:31:25,LS2BATCH,QUAKER CITY BANK
322271724,"CITIBANK WEST FSB ",CA,"OAKLAND             ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:58:20,"ADMIN2  ","CITIBANK (WEST), F.S.B."
322285448,"AIG FSB NEW BCH   ",CA,"NEWPORT BEACH       ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:31:25,LS2BATCH,AIG FEDERAL SAVINGS BANK
322286476,"SO PAC BK TOR     ",CA,"TORRANCE            ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:31:25,LS2BATCH,SOUTHERN PACIFIC BANK
323070380,"BK AMERICA OR     ",OR,"PORTLAND            ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:58:26,"ADMIN2  ","BANK OF AMERICA, NT&SA"
324370513,"WASH MUT BK SEA   ",UT,"OGDEN               ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:31:25,LS2BATCH,WASHINGTON MUTUAL BANK
325070760,WASH MUTUAL BK SEA,WA,"SEATTLE             ",Y,Y,2005-08-31 16:31:25,LS2BATCH,2005-08-31 16:31:25,LS2BATCH,WASHINGTON MUTUAL BANK
054000030,"RIGGS WASH        ",DC,"WASHINGTON          ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,RIGGS BANK NATIONAL ASSOCIATION
054001204,"BK AMERICA DC     ",DC,"WASHINGTON          ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,BANK OF AMERICA N.A.
054001220,"FIRST UNION DC    ",DC,"WASHINGTON          ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,FIRST UNION NATIONAL BANK OF D C
054001547,BB&T WASHINGTON DC,DC,"WASHINGTON          ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,BB&T WASHINGTON DC
054001628,"SEQUOIA BK BETH   ",MD,"BETHESDA            ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,SEQUOIABANK
055000770,"CITZ NATL LAUREL  ",MD,"LAUREL              ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,THE CITIZENS NATL BANK
055003201,"FIRST UNION MD    ",MD,"BETHESDA            ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,FIRST UNION NATIONAL BK OF MD
056008881,ALLIANCE BK FAIRFX,VA,"FAIRFAX             ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:30:46,LS2BATCH,ALLIANCE BANK
056073502,"CAPITAL ONE FSB   ",VA,"MCLEAN              ",Y,Y,2005-08-31 16:30:46,LS2BATCH,2005-08-31 16:44:48,"ADMIN2  ","CAPITAL ONE, FSB"
061000010,"WACHOVIA BANK     ",GA,"AUGUSTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,WACHOVIA BANK OF GEORGIA NA
061000052,"BK AMERICA GA     ",GA,"ATLANTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,BANK OF AMERICA N.A.
061000104,"SUNTRUST ATL      ",GA,"ATLANTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:45:02,"ADMIN2  ","SUNTRUST BANK, ATLANTA"
061000146,"FRB ATL           ",GA,"ATLANTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,FEDERAL RESERVE BANK OF ATLANTA
061000227,"FIRST UNION GA    ",NC,"CHARLOTTE           ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,FIRST UNION NATL OF GEORGIA
061000256,"SOUTHTRUST ATL    ",GA,"ATLANTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,SOUTHTRUST BANK OF GEORGIA NA
061003198,"PRUDENTIAL B & T  ",GA,"ATLANTA             ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,PRUDENTIAL BANK & TRUST
061102400,"FID DECATUR       ",GA,"NORCROSS            ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,FIDELITY NATIONAL BANK
061103153,"PEOPLES BK & TR   ",GA,"BUFORD              ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,PEOPLES BANK & TRUST
061103506,"CITIZENS BK       ",GA,"WARRENTON           ",Y,Y,2005-08-31 16:30:47,LS2BATCH,2005-08-31 16:30:47,LS2BATCH,CITIZENS BANK
061103823,"PEOPLES BK        ",GA,"LAVONIA             ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,PEOPLES BANK
061103894,"SUMMIT NATL BK    ",GA,"CHAMBLEE            ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,SUMMIT NATIONAL BANK
061110405,"THE PEOPLES BK    ",GA,"WINDER              ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,THE PEOPLES BANK
061112539,CITIZENS BK AND TR,GA,"CARROLLTON          ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,CITIZENS BANK & TRUST CO OF WEST GA
061201233,PEOPLES ST BK & TR,GA,"BAXLEY              ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,PEOPLES STATE BANK & TRUST
061201864,"CITIZENS QUITMAN  ",GA,"QUITMAN             ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,THE CITIZENS NATIONAL BANK
061202371,"PEOPLES BANK      ",GA,"COLQUITT            ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,PEOPLES COMMUNITY BANK-COLQUITT
061211430,"CITIZENS BK &TR   ",GA,"EASTMAN             ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,CITIZENS BANK & TRUST COMPANY
061212057,"THE CITIZENS BK   ",GA,"NASHVILLE           ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,THE CITIZENS BANK
062000019,"AMSOUTH           ",AL,"BIRMINGHAM          ",Y,Y,2005-08-31 16:30:48,LS2BATCH,2005-08-31 16:30:48,LS2BATCH,AMSOUTH
062000080,"SOUTHTRUST AL     ",AL,"BIRMINGHAM          ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,SOUTHTRUST BK OF ALABAMA NA
062001186,"COMPASS BANK      ",AL,"BIRMINGHAM          ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,COMPASS BANK
062001319,"COLONIAL BHAM     ",AL,"MONTGOMERY          ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,COLONIAL BANK OF ALABAMA
062005690,"REGIONS BK        ",AL,"BIRMINGHAM          ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,REGIONS BANK
062102218,"CITIZENS GENEVA   ",AL,"GENEVA              ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,CITIZENS BANK
062102593,"PEOPLES EXCH MONR ",AL,"BEATRICE            ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,PEOPLES EXCH BK OF MONROE CNTY
062104041,"PEOPLES COMMUNITY ",AL,"COLUMBIA            ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,PEOPLES COMMUNITY BANK
062104397,"PEOPLES BK        ",AL,"RED LEVEL           ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,PEOPLES BANK
062200482,"PEOPLES SELMA     ",AL,"SELMA               ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,THE PEOPLES BANK AND TRUST COMPANY
062201559,"CITIZENS BK & SAV ",AL,"RUSSELLVILLE        ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,CITIZENS BANK & SAVINGS COMPANY
062201724,"PEOPLES ST BK     ",AL,"GRANT               ",Y,Y,2005-08-31 16:30:49,LS2BATCH,2005-08-31 16:30:49,LS2BATCH,PEOPLES STATE BANK OF GRANT
063000021,"WACHOVIA BK NA FL ",FL,"JACKSONVILLE        ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,WACHOVIA BANK NA OF FLORIDA
063013924,"COMPASS BANK      ",FL,"JACKSONVILLE        ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,COMPASS BANK
063100277,"BK AMERICA FL     ",FL,"TAMPA               ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,BANK OF AMERICA N.A.
063103407,CITIZEN FROSTPROOF,FL,"FROSTPROOF          ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,CITIZENS BANK
063108680,"THE BK OF TAMPA   ",FL,"TAMPA               ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,THE BANK OF TAMPA
063108868,"REPUBLIC BANK     ",FL,"ST. PETERSBURG      ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,REPUBLIC BANK
063112605,"BANCO POPULAR FL  ",FL,"ORLANDO             ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,BANCO POPULAR NA OF FLORIDA
063112692,HUNTINGTON NATL BK,FL,"MAITLAND            ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,SUNTRUST BANK OF CENTRAL FLORIDA
063113772,"MERCANTILE BANK   ",SC,"LEXINGTON           ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,MERCANTILE BANK
063114807,CIBC NATIONAL BANK,FL,"MAITLAND            ",Y,Y,2005-08-31 16:30:50,LS2BATCH,2005-08-31 16:30:50,LS2BATCH,CIBC NATIONAL BANK
063114881,BANCO POPULAR N.A.,FL,"ORLANDO             ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:45:17,"ADMIN2  ","BANCO POPULAR,NA"
064000020,"BK AMERICA TN     ",TN,"NASHVILLE           ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,BANK OF AMERICA N.A.
064101576,"CITIZENS BK       ",TN,"GAINESBORO          ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,CITIZENS BANK
064200749,"SUNTRUST BANK NE  ",TN,"JOHNSON CITY        ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,SUNTRUST BANK NE
064201612,"CITIZENS ATHENS   ",TN,"ATHENS              ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,CITIZENS NATIONAL BANK
065000090,"HIBERNIA NATL     ",LA,"NEW ORLEANS         ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,HIBERNIA NATIONAL BANK
065000171,"WHITNEY NO        ",LA,"NEW ORLEANS         ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,WHITNEY NATIONAL BANK
065103243,"CITZ ROBERTSDALE  ",AL,"ROBERTSDALE         ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:45:33,"ADMIN2  ","CITIZENS BANK,INC."
065300211,"CITZ MERIDIAN     ",MS,"MERIDIAN            ",Y,Y,2005-08-31 16:30:51,LS2BATCH,2005-08-31 16:30:51,LS2BATCH,CITIZENS NATIONAL BANK
