CFL_RID_CASHFLOW,CFL_AMT_CASHFLOW,CFL_AMT_MATCHED,CFL_AMT_PRINCIPAL,CFL_AMT_FEE,CFL_AMT_INTEREST,CFL_IND_BORR_AGENT,CFL_CDE_BRANCH,CFL_CDE_BUS_TRAN,CFL_CDE_CURRENCY,CFL_CID_CUSTOMER,CFL_RID_REM_INSTR,CFL_RID_CUS_SVC_GR,CFL_RID_TRANS,CFL_CDE_TRAN_TYPE,CFL_CDE_DIRECTION,CFL_TSP_REC_CREATE,CFL_TSP_REC_UPDATE,CFL_UID_REC_CREATE,CFL_UID_REC_UPDATE,CFL_CDE_PRIORITY,CFL_IND_FLOAT,CFL_IND_BENEFCIARY,CFL_AMT_OVER_SHORT,CFL_CDE_STATUS,CFL_CDE_EXPENSE,CFL_XID_BENF_ACCT,CFL_CDE_BENF_TYPE,CFL_XID_CHIPS_UID,CFL_NME_DDA_ACCT,CFL_CDE_DIVISION,CFL_CDE_PAY_METHOD,CFL_TXT_CASH_NUM,CFL_PID_DEAL,CFL_PID_FACILITY,CFL_RID_PART_AGR,CFL_XID_ACCOUNT,CFL_RID_CHILD_TRAN,CFL_RID_CASH_TEMPL,CFL_DTE_TARGET,CFL_RID_PARENT,CFL_TXT_PAY_REFNCE,CFL_TXT_COMMENT,CFL_CDE_SETTLE_CCY,CFL_RTE_FX_RATE,CFL_AMT_SETTLEMENT,CFL_AMT_VAT,CFL_AMT_LATE_FEE,CFL_AMT_ESCROW,CFL_XID_CUSTODY_AC,CFL_IND_SAVINGS_AC,CFL_TXT_CHK_NUM
7KEFL0P5,1577.91,0,1577.91,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,7KEFL0O2,OTR,"FROM ",2020-08-27 16:01:34,2020-08-28 15:06:51,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,2020-05-29 00:00:00,7KEFL0P5," ",,EUR,1,1577.91,0,0,0,,N,
73EFL1S4,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,7KEFL0R2,OTR,"FROM ",2020-08-27 16:10:02,2020-08-28 15:47:46,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,2022-05-27 00:00:00,73EFL1S4," ",,EUR,1,1000,0,0,0,,N,
7;EFL2IK,1183.43,0,1183.43,0,0,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,7;EFL2HS,PCP,"FROM ",2020-08-27 16:18:34,2020-08-28 16:07:14,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,"NONE    ",,,,,2020-05-29 00:00:00,7;EFL2IK," ",,EUR,1,1183.43,0,0,0,,N,
78EFKYJL,136.99,0,0,0,136.99,Y,CG852,INTPY,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,78EFKYI7,ACP,"FROM ",2020-08-27 16:19:45,2020-08-27 16:20:57,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,3ZEFFD20,3ZEFFD2W,,,,,,78EFKYJL," ",,EUR,1,136.99,0,0,0,,N,
7GEFL2R7,1210000,0,1210000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,7GEFL2SO,)0EF8ARV,7GEFL2KD,OTR,"TO   ",2020-08-27 17:51:04,2020-08-27 18:10:23,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"SPAP ",,@EEFGXO8,@EEFH10F,,,,,,7GEFL2R7," ",,EUR,1,1210000,0,0,0,,N,
26EFN27U,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,SIEESUUM,S#EESVPO,7KEFL0R2,OTR,"FROM ",2020-08-28 19:34:35,2020-08-28 19:34:35,LIQUSR03,LIQUSR03,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,0REF4EYL,0REF4FMA,,,,,,26EFN27U," ",,EUR,1,1000,0,0,0,,N,
7HEFL344,1000,0,1000,0,0,N,CG852,"MCL  ",EUR,SIEESUTN,"NONE    ",S#EESVPO,7HEFL33O,MAT,"TO   ",2020-08-27 16:31:34,2020-08-31 19:01:48,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,Y5EFF54H,Y5EFF559,,,,7HEFL33Q,2020-05-29 00:00:00,7HEFL344," ",,EUR,1,1000,0,0,0,,N,
-QEFRZYC,1000,0,1000,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,"NONE    ",V8EF470J,-QEFRZJR,LRP,"TO   ",2020-08-31 09:34:04,2020-08-31 10:53:31,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,"P       ",,2020-06-05 00:00:00,-QEFRZYC," ",,EUR,1,1000,0,0,0,,N,
-QEFS3MW,1000,0,1000,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,5QEF3VX2,V8EF470J,-QEFRZJR,LRP,"TO   ",2020-08-31 10:53:31,2020-08-31 10:53:31,LIQUSR05,LIQUSR05,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,V8EF4706,"NONE    ",,,"P       ",,,-QEFS3MW," ",,EUR,1,1000,0,0,0,,N,
-QEFS4TP,245,0,245,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,5QEF3VX2,V8EF470J,-QEFS3PZ,LRP,"FROM ",2020-08-31 11:19:12,2020-08-31 11:19:12,LIQUSR05,LIQUSR05,"     ",N,N,0,"PEND ",,"                                  ",,,,,"NONE ",,V8EF4706,"NONE    ",,,"P       ",,,-QEFS4TP," ",,EUR,1,245,0,0,0,,N,
-QEFS4CZ,245,0,245,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,"NONE    ",V8EF470J,-QEFS3PZ,LRP,"FROM ",2020-08-31 11:08:56,2020-08-31 11:19:12,LIQUSR05,LIQUSR05,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,"P       ",,2020-05-29 00:00:00,-QEFS4CZ," ",,EUR,1,245,0,0,0,,N,
-VEFS7WZ,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,26EFN2DY,OTR,"FROM ",2020-08-31 13:38:26,2020-08-31 18:32:03,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,-VEFS7WZ," ",,EUR,1,1000,0,0,0,,N,
-VEFS7YD,1183.43,0,1183.43,0,0,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,7;EFL2HS,PCP,"FROM ",2020-08-31 13:42:37,2020-08-31 18:27:47,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,"NONE    ",,,,,,-VEFS7YD," ",,EUR,1,1183.43,0,0,0,,N,
-LEFSBZB,2000,0,2000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,-LEFSBP8,OTR,"TO   ",2020-08-31 15:53:35,2020-08-31 16:17:50,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2020-05-29 00:00:00,-LEFSBZB," ",,EUR,1,2000,0,0,0,,N,
51EFXX3D,1577.91,0,1577.91,0,0,Y,CG852,RPRIN,EUR,SIEESUTN,"NONE    ",S#EESVPO,51EFXX29,OTR,"TO   ",2020-09-03 16:17:40,2020-09-03 16:19:39,LIQUSR03,LIQAPCP3,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,51EFXX3D," ",,EUR,1,1577.91,0,0,0,,N,
2AEFMIGC,737383.56,0,0,737383.56,0,Y,CG852,FEEPY,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,2AEFMIFK,ACP,"TO   ",2020-08-28 11:25:52,2020-08-28 11:31:23,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,9ZEF82GL,,,,,2020-05-29 00:00:00,2AEFMIGC," ",,EUR,1,737383.56,0,0,0,,N,
IHEFMJZU,500,0,500,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,"NONE    ",V8EF470J,IHEFMJRA,LRP,"FROM ",2020-08-28 10:51:09,2020-08-28 11:08:27,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,"P       ",,2020-05-29 00:00:00,IHEFMJZU," ",,EUR,1,500,0,0,0,,N,
2@EFMND9,164.38,0,0,0,164.38,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,2YEFMLQ8,LRP,"FROM ",2020-08-28 13:13:36,2020-08-28 13:17:54,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"I       ",,,2@EFMND9," ",,EUR,1,164.38,0,0,0,,N,
2@EFMNDD,1100000,0,1100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,2YEFMLQ8,LRP,"TO   ",2020-08-28 13:13:36,2020-08-28 13:17:54,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"P       ",,,2@EFMNDD," ",,EUR,1,1100000,0,0,0,,N,
2OEFMQ79,0.52,0,0,0,0.52,Y,CG852,REPRC,EUR,5QEF3VVU,"NONE    ",V8EF470J,2OEFMMMR,LRP,"FROM ",2020-08-28 13:14:44,2020-08-28 15:02:26,LIQUSR05,LIQUSR05,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,"I       ",,2020-06-03 00:00:00,2OEFMQ79," ",,EUR,1,0.52,0,0,0,,N,
26EFMRPW,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,7KEFL0R2,OTR,"FROM ",2020-08-28 15:47:46,2020-08-28 19:34:35,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,26EFMRPW," ",,EUR,1,1000,0,0,0,,N,
(7EFID1S,7000,0,7000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,(7EFID0Y,OTR,"FROM ",2020-08-25 18:06:50,2020-08-25 18:15:58,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2020-05-27 00:00:00,(7EFID1S," ",,EUR,1,7000,0,0,0,,N,
H*EFIXXL,164.38,0,0,0,164.38,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,HREFIU62,LRP,"FROM ",2020-08-26 14:11:21,2020-08-26 14:53:53,JAQUITAN,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"I       ",,,H*EFIXXL," ",,EUR,1,164.38,0,0,0,,N,
H@EFIUAK,1500000,0,1500000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,H@EFIU5V,OTR,"TO   ",2020-08-26 12:53:33,2020-08-26 13:09:37,SMANZANO,MANZANOM,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-05-28 00:00:00,H@EFIUAK," ",,EUR,1,1500000,0,0,0,,N,
H+EFJ1S5,700000,0,700000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,H+EFJ1P8,OTR,"TO   ",2020-08-26 15:33:36,2020-08-26 15:36:13,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,H+EFJ1S5," ",,EUR,1,700000,0,0,0,,N,
H*EFIXXP,1500000,0,1500000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,HREFIU62,LRP,"TO   ",2020-08-26 14:11:21,2020-08-26 14:53:53,JAQUITAN,JAQUITAN,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"P       ",,,H*EFIXXP," ",,EUR,1,1500000,0,0,0,,N,
HZEFIZP3,9.62,0,0,0,9.62,Y,CG852,REPRC,EUR,SIEESUTN,"NONE    ",S#EESVPO,HZEFIXZ8,LRP,"FROM ",2020-08-26 14:49:19,2020-08-26 14:58:29,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGUDN,"NONE    ",,,"I       ",,,HZEFIZP3," ",,EUR,1,9.62,0,0,0,,N,
H+EFJ2B7,800000,0,800000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,H+EFJ26A,OTR,"TO   ",2020-08-26 15:42:46,2020-08-26 15:45:31,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,H+EFJ2B7," ",,EUR,1,800000,0,0,0,,N,
H+EGERND,400000,0,0,0,0,N,CG852,"CBUY ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,H+EGERLM,IDE,"TO   ",2020-08-26 16:43:12,2020-08-31 18:44:23,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,Y5EFF54H,"NONE    ",,,,,2020-05-28 00:00:00,H+EGERND," ",,EUR,1,400000,0,0,0,,N,
=SEFJ5BP,1700000,0,1700000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,=SEFJ4ZD,OTR,"TO   ",2020-08-26 16:51:10,2020-08-26 18:44:30,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-05-28 00:00:00,=SEFJ5BP," ",,EUR,1,1700000,0,0,0,,N,
HZEFJ9MR,3000,0,3000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,HZEFJ9HS,OTR,"TO   ",2020-08-26 18:24:23,2020-08-26 19:12:19,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2020-05-28 00:00:00,HZEFJ9MR," ",,EUR,1,3000,0,0,0,,N,
DGEFKGF1,1010000,0,1010000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,DGEFKGC9,OTR,"TO   ",2020-08-27 09:22:17,2020-08-27 14:37:43,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@EEFGXO8,@EEFH10F,,,,,2020-05-28 00:00:00,DGEFKGF1," ",,EUR,1,1010000,0,0,0,,N,
?FEFKN5W,226849.32,0,0,226849.32,0,Y,CG852,FEEPY,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?FEFKN57,ACP,"FROM ",2020-08-27 11:02:08,2020-08-27 11:17:54,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,C6EFHAQ1,C6EFHAR6,,,,,,?FEFKN5W," ",,EUR,1,226849.32,0,0,0,,N,
?TEFKOEO,226849.32,0,0,226849.32,0,Y,CG852,FEEPY,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?TEFKOE1,ACP,"TO   ",2020-08-27 11:39:44,2020-08-27 12:00:58,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,C6EFHAQ1,C6EFHAR6,,,,,2020-05-28 00:00:00,?TEFKOEO," ",,EUR,1,226849.32,0,0,0,,N,
?OEFKOSQ,226849.32,0,0,226849.32,0,Y,CG852,FEEPY,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?TEFKOE1,ACP,"TO   ",2020-08-27 12:00:58,2020-08-27 12:13:04,JANICEA1,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,C6EFHAQ1,C6EFHAR6,,,,,,?OEFKOSQ," ",,EUR,1,226849.32,0,0,0,,N,
?MEFKV0R,30000,0,30000,0,0,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?MEFKUYA,PCP,"FROM ",2020-08-27 14:26:20,2020-08-27 14:28:28,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,?MEFKUYQ,,,?MEFKV0R," ",,EUR,1,30000,0,0,0,,N,
?MEFKV0V,224580.82,0,0,224580.82,0,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?MEFKUYA,PCP,"FROM ",2020-08-27 14:26:20,2020-08-27 14:28:28,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,?MEFKUZJ,,,?MEFKV0V," ",,EUR,1,224580.82,0,0,0,,N,
?MEFKV0T,57.53,0,0,0,57.53,Y,CG852,PAPER,EUR,Y@EFF0L8,"NONE    ",Y@EFF16S,?MEFKUYA,PCP,"FROM ",2020-08-27 14:26:20,2020-08-27 14:28:28,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@-EFH363,"NONE    ",,,?MEFKUZ9,,,?MEFKV0T," ",,EUR,1,57.53,0,0,0,,N,
?:EFKWVR,1010000,0,1010000,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,?:EFKWUX,OTR,"FROM ",2020-08-27 14:44:01,2020-08-27 14:45:01,MANZANOM,MANZANOM,"     ",N,N,0,"PEND ",,,,,,,"NONE ",,@EEFGXO8,@EEFH10F,,,,,,?:EFKWVR," ",,EUR,1,1010000,0,0,0,,N,
7(EFL06X,1012000,0,1012000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,7(EFL032,OTR,"TO   ",2020-08-27 16:29:02,2020-08-27 16:46:12,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,@EEFGXO8,@EEFH10F,,,,,2020-05-29 00:00:00,7(EFL06X," ",,EUR,1,1012000,0,0,0,,N,
7HEFL326,1000,0,1000,0,0,N,CG852,"MCL  ",EUR,SIEESUTN,"NONE    ",S#EESVPO,7HEFL31Q,MAT,"FROM ",2020-08-27 16:30:09,2020-08-31 19:07:00,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,Y5EFF54H,Y5EFF559,,,,7HEFL31S,2020-05-29 00:00:00,7HEFL326," ",,EUR,1,1000,0,0,0,,N,
XREFL6AZ,1300100,0,1300100,0,0,Y,CG852,PRINP,EUR,)?EF8978,"NONE    ",)0EF8ARV,XREFL69W,OTR,"FROM ",2020-08-27 19:07:39,2020-08-27 19:18:25,MANZANOM,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-05-29 00:00:00,XREFL6AZ," ",,EUR,1,1300100,0,0,0,,N,
XMEFL7E3,724545.21,0,0,724545.21,0,Y,CG852,FEEPY,EUR,)?EF8978,"NONE    ",)0EF8ARV,XMEFL7D9,ACP,"FROM ",2020-08-27 19:28:54,2020-08-27 19:39:07,SMANZANO,MANZANOS,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-05-29 00:00:00,XMEFL7E3," ",,EUR,1,724545.21,0,0,0,,N,
X=EFL8L4,372.6,0,0,0,372.6,Y,CG852,REPRC,EUR,)?EF8978,"NONE    ",)0EF8ARV,X=EFL89C,LRP,"FROM ",2020-08-27 19:56:44,2020-08-27 20:16:18,SMANZANO,MANZANOM,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,YZEFEWH5,"NONE    ",,,"I       ",,2020-05-29 00:00:00,X=EFL8L4," ",,EUR,1,372.6,0,0,0,,N,
IHEFMJMO,1000,0,1000,0,0,Y,CG852,REPRC,EUR,5QEF3VVU,"NONE    ",V8EF470J,IHEFMJGU,LRP,"TO   ",2020-08-28 10:22:58,2020-10-15 10:45:29,LIQUSR05,LIQUSR05,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,"P       ",,2020-06-03 00:00:00,IHEFMJMO," ",,EUR,1,1000,0,0,0,,N,
2YEFMM3P,164.38,0,0,0,164.38,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,2YEFMLQ8,LRP,"FROM ",2020-08-28 12:04:51,2020-08-28 13:13:36,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"I       ",,2020-05-29 00:00:00,2YEFMM3P," ",,EUR,1,164.38,0,0,0,,N,
2YEFMM3R,1100000,0,1100000,0,0,Y,CG852,REPRC,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,2YEFMLQ8,LRP,"TO   ",2020-08-28 12:04:51,2020-08-28 13:13:36,JAQUITAN,JANICEA1,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,9ZEF82FK,"NONE    ",,,"P       ",,2020-05-29 00:00:00,2YEFMM3R," ",,EUR,1,1100000,0,0,0,,N,
2OEFMNBL,4.57,0,0,0,4.57,Y,CG852,REPRC,EUR,5QEF3VVU,5QEF3VX2,V8EF470J,J+EFFEKT,LRP,"FROM ",2020-08-28 12:12:37,2020-08-28 12:12:37,LIQUSR05,LIQUSR05,"     ",N,N,0,"DOIT ",,,,,,,"NONE ",,V8EF4706,"NONE    ",,,"I       ",,,2OEFMNBL," ",,EUR,1,4.57,0,0,0,,N,
26EFMR31,1577.91,0,1577.91,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,7KEFL0O2,OTR,"FROM ",2020-08-28 15:06:51,2020-08-28 16:25:59,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,2020-05-29 00:00:00,26EFMR31," ",,EUR,1,1577.91,0,0,0,,N,
H+EFJ2NL,600000,0,600000,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,H+EFJ2JW,OTR,"TO   ",2020-08-26 15:47:37,2020-08-26 15:49:15,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,H+EFJ2NL," ",,EUR,1,600000,0,0,0,,N,
=XEFJ5SX,748602.74,0,0,748602.74,0,Y,CG852,FEEPY,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,=XEFJ5RU,ACP,"FROM ",2020-08-26 17:01:08,2020-08-26 17:02:23,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,3ZEFFD20,3ZEFFD2W,,,,,,=XEFJ5SX," ",,EUR,1,748602.74,0,0,0,,N,
$UEFJ748,136.99,0,0,0,136.99,Y,CG852,INTPY,EUR,ZHEF7YY1,"NONE    ",9ZEF82FE,$UEFJ72Y,ACP,"FROM ",2020-08-26 17:21:54,2020-08-26 17:23:14,JAQUITAN,JANICEA1,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,3ZEFFD20,3ZEFFD2W,,,,,,$UEFJ748," ",,EUR,1,136.99,0,0,0,,N,
1;EFJ23X,1600000,0,1600000,0,0,Y,CG852,"LNDR ",EUR,)?EF8978,"NONE    ",)0EF8ARV,1;EFJ1ZU,OTR,"TO   ",2020-08-26 15:41:42,2020-08-26 16:13:56,SMANZANO,MANZANOM,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,YZEFEWH5,YZEFEXAM,,,,,2020-05-28 00:00:00,1;EFJ23X," ",,EUR,1,1600000,0,0,0,,N,
2OEFMVE2,220,0,0,220,0,Y,CG852,UFFBR,EUR,5QEF3VVU,"NONE    ",V8EF470J,2OEFMVB4,PTR,"FROM ",2020-08-28 15:07:10,2020-08-28 15:17:35,LIQUSR05,LIQUSR05,"     ",N,N,0,RLSED,,"                                  ",,,,,"IMT  ",,V8EF4706,"NONE    ",,,,,2020-05-29 00:00:00,2OEFMVE2," ",,EUR,1,220,0,0,0,,N,
26EFMSMD,1183.43,0,1183.43,0,0,Y,CG852,PAPER,EUR,SIEESUTN,"NONE    ",S#EESVPO,7;EFL2HS,PCP,"FROM ",2020-08-28 16:07:14,2020-08-31 13:42:37,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,"NONE    ",,,,,,26EFMSMD," ",,EUR,1,1183.43,0,0,0,,N,
26EFMTHK,1577.91,0,1577.91,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,7KEFL0O2,OTR,"FROM ",2020-08-28 16:25:59,2020-08-28 20:05:35,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,,26EFMTHK," ",,EUR,1,1577.91,0,0,0,,N,
26EFN2F7,1000,0,1000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,26EFN2DY,OTR,"FROM ",2020-08-28 19:38:38,2020-08-31 13:38:26,LIQUSR03,LIQUSR03,"     ",N,N,0,CNCLD,,"                                  ",,,,,"IMT  ",,0REF4EYL,0REF4FMA,,,,,2020-05-29 00:00:00,26EFN2F7," ",,EUR,1,1000,0,0,0,,N,
-LEFSDPO,2000,0,2000,0,0,Y,CG852,PRINP,EUR,SIEESUTN,"NONE    ",S#EESVPO,-LEFSDOH,OTR,"FROM ",2020-08-31 16:31:04,2020-08-31 16:40:54,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGXIA,(7EFGXST,,,,,2020-05-29 00:00:00,-LEFSDPO," ",,EUR,1,2000,0,0,0,,N,
-LEFSF48,3200,0,3200,0,0,Y,CG852,"LNDR ",EUR,SIEESUTN,"NONE    ",S#EESVPO,-LEFSEWC,OTR,"TO   ",2020-08-31 17:01:36,2020-08-31 17:17:00,CMARTILL,RPTSUP01,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,(7EFGUDN,(7EFGUEQ,,,,,,-LEFSF48," ",,EUR,1,3200,0,0,0,,N,
-VEFSJVM,400000,0,0,0,0,N,CG852,"CBUY ",EUR,A$DPARLG,"NONE    ",U)E9BKCG,H+EGERLM,IDE,"TO   ",2020-08-31 18:44:23,2020-08-31 18:52:56,LIQUSR03,LIQUSR03,"     ",N,N,0,"DONE ",,"                                  ",,,,,"IMT  ",,Y5EFF54H,"NONE    ",,,,,,-VEFSJVM," ",,EUR,1,400000,0,0,0,,N,
