"PRE_PID_PRODUCT_ID","PRE_CDE_PROD_TYPE","PRE_CDE_EVENT_TYPE","PRE_TSP_REC_CREATE","PRE_TSP_REC_UPDATE","PRE_UID_REC_CREATE","PRE_UID_REC_UPDATE","PRE_DTE_EFFECTIVE","PRE_RID_PROD_EVENT","PRE_TXT_AMEND_NUM","PRE_RID_OLD_PRD_EV","PRE_CDE_OWNER_TYPE","PRE_RID_OWNER","PRE_DTE_PREVIOUS","PRE_TXT_USER_DATA","PRE_TXT_EVENT_CMT","PRE_CDE_BRANCH"
"@EEI01UV","DEA  ","PSPDU","2020-10-13 14:51:37","2020-10-13 14:51:37","LIQSVR04","LIQSVR04","2021-03-01 00:00:00","C9EI0446","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 01-Mar-2021","CG852"
"@EEI01UV","DEA  ","STA  ","2020-10-13 14:46:36","2020-10-13 14:46:36","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","@5EI03OX","","","","","","","Warnings occurred during validation: N","CG852"
"@EEI01UV","DEA  ","URDEA","2020-10-13 14:10:04","2020-10-13 14:10:04","LIQUSR05","LIQUSR05","2021-03-01 00:00:00","@EEI025M","","","","","","","","CG852"
"AREHQR3F","DEA  ","CRTE ","2020-10-08 15:23:44","2020-10-08 15:23:44","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR3K","","","","","","","Host Bank Deal.","CG852"
"AREHQR3F","DEA  ","FRHCH","2020-10-08 15:28:19","2020-10-08 15:28:19","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR5I","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"AREHQR3F","DEA  ","URDEA","2020-10-08 15:26:33","2020-10-08 15:26:33","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR5E","","","","","","","","CG852"
"AREHQR5R","FAC  ","CRTE ","2020-10-08 15:40:29","2020-10-08 15:40:29","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR5S","","","","","","","","CG852"
"AREHQR5W","DEA  ","CRTE ","2020-10-08 16:00:43","2020-10-08 16:00:43","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR61","","","","","","","Host Bank Deal.","CG852"
"AREHQR5W","DEA  ","FRHCH","2020-10-08 16:05:45","2020-10-08 16:05:45","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR7Z","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 10-jul.-2020.","CG852"
"AREHQR5W","DEA  ","URDEA","2020-10-08 16:03:49","2020-10-08 16:03:49","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR7V","","","","","","","","CG852"
"AREHQR88","FAC  ","CRTE ","2020-10-08 16:10:25","2020-10-08 16:10:25","ARFELI01","ARFELI01","2020-07-10 00:00:00","AREHQR89","","","","","","","","CG852"
"B4EI393N","FAC  ","CMI  ","2020-10-15 10:54:48","2020-10-15 10:54:48","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":8EI3ACK","5    ","","FTR  ",":.EI39VL","","","Unscheduled increase of 1,000,000.00, under amendment number 5","CG852"
"B4EI393N","FAC  ","CRTE ","2020-10-15 10:07:10","2020-10-15 10:07:10","LIQUSR03","LIQUSR03","2021-03-05 00:00:00","B4EI393O","","","","","","","","CG852"
"B4EI393N","FAC  ","EFDTE","2020-10-20 16:56:10","2020-10-20 16:56:10","JAQUITAN","JAQUITAN","2021-03-04 00:00:00","3VEID2D7","","","","","2021-03-08 00:00:00","","Effective date changed from 08-Mar-2021 to 04-Mar-2021.","CG852"
"B4EI393N","FAC  ","FCTRD","2020-10-20 16:56:10","2020-10-20 16:56:10","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2D5","","","FCTRN","3GEID0DH","","","Facility Change Transaction for SDYNDICATED_AUD_FAC1 released.","CG852"
"B4EI393N","FAC  ","IPRC ","2020-10-15 11:02:17","2020-10-15 11:02:17","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":JEI3E08","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"B4EI393N","FAC  ","OPRC ","2020-10-15 11:02:17","2020-10-15 11:02:17","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":JEI3E06","","","","","","","Pricing Changed by Pricing Change Transaction Number 1","CG852"
"B4EI393N","FAC  ","PRCHR","2020-10-15 11:02:17","2020-10-15 11:02:17","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":JEI3E0C","","","FPRCH",":OEI3AS2","","","Pricing Change Transaction Number 1 released. Drill down to see details","CG852"
"B4EI393N","FAC  ","RVSCH","2020-10-20 16:29:22","2020-10-20 16:29:22","SMANZANO","SMANZANO","2021-03-08 00:00:00","3GEICZCO","","","","","","","","CG852"
"B4EI393N","FAC  ","SCNRV","2020-10-15 10:57:27","2020-10-15 10:57:27","LIQUSR03","LIQUSR03","2021-03-08 00:00:00",":OEI3ARQ","","","","","","","Facility Change Transaction is created.","CG852"
"B4EI393N","FAC  ","SCNRV","2020-10-20 16:54:54","2020-10-20 16:54:54","SMANZANO","SMANZANO","2021-03-08 00:00:00","3GEID0FK","","","","","","","Facility Change Transaction is created.","CG852"
"B4EI393N","FAC  ","TGDTE","2020-10-20 16:56:10","2020-10-20 16:56:10","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2D3","","","","","","","Delayed trigger date modified (03-Mar-2021)","CG852"
"B4EI393N","FAC  ","TGDTE","2020-10-20 16:56:10","2020-10-20 16:56:10","JAQUITAN","JAQUITAN","2021-03-08 00:00:00","3VEID2D6","","","","","","","Delayed trigger date modified (03-Mar-2021)","CG852"
"BPEI37NY","FAC  ","CRTE ","2020-10-15 09:20:19","2020-10-15 09:20:19","JAQUITAN","JAQUITAN","2021-03-05 00:00:00","BPEI37NZ","","","","","","","","CG852"
"BPEI37NY","FAC  ","TGDTE","2020-10-15 09:32:20","2020-10-15 09:32:20","MANZANOS","MANZANOS","2021-03-05 00:00:00","BKEI3879","","","","","","","Delayed trigger date modified (05-Mar-2021)","CG852"
"BYEDA56Z","DEA  ","CRTE ","2020-07-13 23:05:44","2020-07-13 23:05:44","FJUSRAM ","FJUSRAM ","2020-05-27 00:00:00","BYEDA579","","","","","","","Host Bank Deal.","CG852"
"C6EFHAQ1","DEA  ","APRVD","2020-08-25 16:29:52","2020-08-25 16:29:52","JANICEA1","JANICEA1","2020-05-27 00:00:00","CLEFHBXA","","","","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"C6EFHAQ1","DEA  ","CLDT ","2020-08-25 16:30:38","2020-08-25 16:30:38","JANICEA1","JANICEA1","2020-05-27 00:00:00","CLEFHBYQ","","","","","","","","CG852"
"C6EFHAQ1","DEA  ","CRTE ","2020-08-25 16:13:24","2020-08-25 16:13:24","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","C6EFHAQ6","","","","","","","Host Bank Deal.","CG852"
"C6EFHAQ1","DEA  ","PSPDU","2020-08-25 16:30:37","2020-08-25 16:30:37","JANICEA1","JANICEA1","2020-05-27 00:00:00","CLEFHBXS","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 27-May-2020","CG852"
"C6EFHAQ1","DEA  ","STA  ","2020-08-25 16:29:20","2020-08-25 16:29:20","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","C5EFHBKP","","","","","","","Warnings occurred during validation: N","CG852"
"C6EFHAQ1","DEA  ","URDEA","2020-08-25 16:14:17","2020-08-25 16:14:17","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","C6EFHAQP","","","","","","","","CG852"
"C6EFHAR6","FAC  ","CRTE ","2020-08-25 16:19:40","2020-08-25 16:19:40","JAQUITAN","JAQUITAN","2020-05-27 00:00:00","C6EFHAR7","","","","","","","","CG852"
"C6EFHAR6","FAC  ","FCTRD","2020-09-11 11:54:52","2020-09-11 11:54:52","JANICEA1","JANICEA1","2020-06-19 00:00:00","O$EGCFSS","","","FCTRN","O;EGCFDF","","","Facility Change Transaction for WSS_JATEST_OUT_FAC6 released.","CG852"
"C6EFHAR6","FAC  ","FDDCH","2020-09-11 13:04:45","2020-09-11 13:04:45","JANICEA1","JANICEA1","2020-06-19 00:00:00","O5EGCIFF","","","","","","","First loan drawdown date changed to 19-Jun-2020.","CG852"
"C6EFHAR6","FAC  ","IPRC ","2020-09-11 12:02:37","2020-09-11 12:02:37","JANICEA1","JANICEA1","2020-06-19 00:00:00","O?EGCGMR","","","","","","","Pricing Changed by Pricing Change Transaction Number 123","CG852"
"C6EFHAR6","FAC  ","PRCHR","2020-09-11 12:02:37","2020-09-11 12:02:37","JANICEA1","JANICEA1","2020-06-19 00:00:00","O?EGCGMV","","","FPRCH","ODEGCG7G","","","Pricing Change Transaction Number 123 released. Drill down to see details","CG852"
"C6EFHAR6","FAC  ","RECLS","2020-09-11 13:04:45","2020-09-11 13:04:45","JANICEA1","JANICEA1","2020-06-19 00:00:00","O5EGCIFG","","","DPRCL","","","","Automatic discount P/L reclass due to release of Euro LIBOR Option Initial Drawdown (60000742).","CG852"
"C6EFHAR6","FAC  ","TGDTE","2020-08-25 16:30:38","2020-08-25 16:30:38","JANICEA1","JANICEA1","2020-05-27 00:00:00","CLEFHBY7","","","","","","","Delayed trigger date modified (27-May-2020)","CG852"
"C6EHZZZO","FAC  ","CMI  ","2020-10-13 16:05:44","2020-10-13 16:05:44","JANICEA1","JANICEA1","2021-03-01 00:00:00","C=EI00LD","6    ","","FTR  ","C6EI003K","","","Unscheduled increase of 20,000,000.00, under amendment number 6","CG852"
"C6EHZZZO","FAC  ","CRTE ","2020-10-13 15:49:23","2020-10-13 15:49:23","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","C6EHZZZP","","","","","","","","CG852"
"C6EHZZZO","FAC  ","IPRC ","2020-10-13 15:57:33","2020-10-13 15:57:33","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","C6EI001V","","","","","","","GBP LIBOR Option: added","CG852"
"C6EHZZZO","FAC  ","OPRC ","2020-10-13 15:57:13","2020-10-13 15:57:13","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","C6EI0013","","","","","","","Facility Ongoing Fee - Line Fee: added","CG852"
"CKEHZVC2","FAC  ","CMI  ","2020-10-13 14:40:22","2020-10-13 14:40:22","JANICEA1","JANICEA1","2021-03-01 00:00:00","CUEHZVWB","5    ","","FTR  ","CKEHZVEI","","","Unscheduled increase of 50,000,000.00, under amendment number 5","CG852"
"CKEHZVC2","FAC  ","CRTE ","2020-10-13 14:30:49","2020-10-13 14:30:49","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","CKEHZVC3","","","","","","","","CG852"
"CKEHZVC2","FAC  ","IPRC ","2020-10-13 14:34:36","2020-10-13 14:34:36","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","CKEHZVDP","","","","","","","GBP LIBOR Option: added","CG852"
"CKEHZVC2","FAC  ","OPRC ","2020-10-13 14:34:15","2020-10-13 14:34:15","JAQUITAN","JAQUITAN","2021-03-01 00:00:00","CKEHZVCY","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"CNEHZZU5","FAC  ","CHFTY","2020-10-13 16:28:33","2020-10-13 16:28:33","RPTINP01","RPTINP01","2021-03-01 00:00:00","CNEI000P","","","","","","","Type changed from Term to Revolver.","CG852"
"CNEHZZU5","FAC  ","CMI  ","2020-10-13 16:51:26","2020-10-13 16:51:26","RPTMGR01","RPTMGR01","2021-03-01 00:00:00","C#EI013H","1    ","","FTR  ","CNEI008O","","","Unscheduled increase of 50,000,000.00, under amendment number 1","CG852"
"CNEHZZU5","FAC  ","CRTE ","2020-10-13 16:21:24","2020-10-13 16:21:24","RPTINP01","RPTINP01","2021-03-01 00:00:00","CNEHZZU6","","","","","","","","CG852"
"CNEHZZU5","FAC  ","IPRC ","2020-10-13 16:30:42","2020-10-13 16:30:42","RPTINP01","RPTINP01","2021-03-01 00:00:00","CNEI004B","","","","","","","Euro LIBOR Option: added GBP LIBOR Option: added NIBOR Option: added USD LIBOR Option: added","CG852"
"CNEHZZU5","FAC  ","OPRC ","2020-10-13 16:27:36","2020-10-13 16:27:36","RPTINP01","RPTINP01","2021-03-01 00:00:00","CNEHZZZ5","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"D3EI1MRL","DEA  ","AMND ","2020-10-14 16:56:52","2020-10-14 16:56:52","JANICEA1","JANICEA1","2021-03-04 00:00:00","N)EI1WF7","1    ","","DAM  ","NPEI1VNG","","","add another nok facility","CG852"
"D3EI1MRL","DEA  ","AMND ","2020-10-14 18:43:41","2020-10-14 18:43:41","MANZANOS","MANZANOS","2021-03-05 00:00:00","I4EI21CU","2    ","","DAM  ","X-EI20PZ","","","Add facility for USD","CG852"
"D3EI1MRL","DEA  ","AMND ","2020-10-14 19:23:12","2020-10-14 19:23:12","MANZANOS","MANZANOS","2021-03-05 00:00:00","I;EI231R","3    ","","DAM  ","IKEI22DR","","","Add facility for USD","CG852"
"D3EI1MRL","DEA  ","AMND ","2020-10-14 20:09:47","2020-10-14 20:09:47","MANZANOS","MANZANOS","2021-03-05 00:00:00","2!EI25W3","4    ","","DAM  ","I-EI25BL","","","Add facility for USD","CG852"
"D3EI1MRL","DEA  ","AMND ","2020-10-15 10:54:48","2020-10-15 10:54:48","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":8EI3ACJ","5    ","","DAM  ","B4EI393D","","","Add facility for AUD","CG852"
"D3EI1MRL","DEA  ","APRVD","2020-10-14 14:50:32","2020-10-14 14:50:32","JANICEA1","JANICEA1","2021-03-10 00:00:00","?(EI1Q60","","","","","","","Approval completed.  Approver: JANICEA1, JANICEA1. Job Function: Deal Administration Manager; Ranking: 10. Location: Amsterdam, Netherlands.","CG852"
"D3EI1MRL","DEA  ","BRPA ","2020-10-14 15:22:09","2020-10-14 15:22:09","JANICEA1","JANICEA1","2021-03-03 00:00:00","SEEI1RX5","","","","","","","Branch Changed from Commonwealth Bank of Australia - DBU to Commonwealth Bank of Australia - Amsterdam. Processing Area Changed from Agency Australia to Team Amsterdam.","CG852"
"D3EI1MRL","DEA  ","CLDT ","2020-10-14 14:52:58","2020-10-14 14:52:58","JANICEA1","JANICEA1","2021-03-03 00:00:00","?(EI1QB9","","","","","","","","CG852"
"D3EI1MRL","DEA  ","CMD  ","2020-10-23 17:31:11","2020-10-23 17:31:11","MANZANOS","MANZANOS","2021-03-05 00:00:00",":BEIINHS","","","FTR  ",":#EIIN0W","","","Scheduled decrease of 10,000.00(Item #1) for facility named SYNDICATED_USD_FAC2.","CG852"
"D3EI1MRL","DEA  ","CMI  ","2020-10-14 16:56:52","2020-10-14 16:56:52","JANICEA1","JANICEA1","2021-03-04 00:00:00","N)EI1WFD","1    ","","FTR  ","NPEI1VR6","","","Unscheduled increase of 40,000,000.00, under amendment number 1 for facility named SYNDICATED_NOK_FAC2_OA.","CG852"
"D3EI1MRL","DEA  ","CMI  ","2020-10-14 18:43:41","2020-10-14 18:43:41","MANZANOS","MANZANOS","2021-03-05 00:00:00","I4EI21D0","2    ","","FTR  ","X-EI20T2","","","Unscheduled increase of 100,000,000.00, under amendment number 2 for facility named SYNDICATED_USD_FAC1.","CG852"
"D3EI1MRL","DEA  ","CMI  ","2020-10-14 19:23:12","2020-10-14 19:23:12","MANZANOS","MANZANOS","2021-03-05 00:00:00","I;EI231X","3    ","","FTR  ","IKEI22GF","","","Unscheduled increase of 10,000.00, under amendment number 3 for facility named SYNDICATED_USD_FAC2.","CG852"
"D3EI1MRL","DEA  ","CMI  ","2020-10-14 20:09:47","2020-10-14 20:09:47","MANZANOS","MANZANOS","2021-03-05 00:00:00","2!EI25W9","4    ","","FTR  ","I-EI25BY","","","Unscheduled increase of 10,000,000.00, under amendment number 4 for facility named SYNDICATED_USD_FAC3.","CG852"
"D3EI1MRL","DEA  ","CMI  ","2020-10-15 10:54:48","2020-10-15 10:54:48","LIQAPCP3","LIQAPCP3","2021-03-08 00:00:00",":8EI3ACL","5    ","","FTR  ",":.EI39VL","","","Unscheduled increase of 1,000,000.00, under amendment number 5 for facility named SDYNDICATED_AUD_FAC1.","CG852"
"D3EI1MRL","DEA  ","CRTE ","2020-10-14 13:37:12","2020-10-14 13:37:12","JAQUITAN","JAQUITAN","2021-03-03 00:00:00","D3EI1MRQ","","","","","","","Host Bank Deal. Copied from: SYNDICATED_NOK_CBA_AMSTERDAM","CG852"
"D3EI1MRL","DEA  ","DCTRD","2020-10-14 15:22:09","2020-10-14 15:22:09","JANICEA1","JANICEA1","2021-03-03 00:00:00","SEEI1RX4","","","DAT  ","S4EI1RHY","","","Deal Change Transaction for SYNDICATED_NOK_OTHER_AGENT released.","CG852"
"D3EI1MRL","DEA  ","PSPDU","2020-10-14 14:50:51","2020-10-14 14:50:51","JANICEA1","JANICEA1","2021-03-10 00:00:00","?(EI1Q6M","","","","","","","Autoapply Penalty Spread when Past Due Updated to False beginning 10-Mar-2021","CG852"
"D3EI1MRL","DEA  ","STA  ","2020-10-14 14:26:32","2020-10-14 14:26:32","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","DXEI1P1Y","","","","","","","Warnings occurred during validation: N","CG852"
"D3EI1MRL","DEA  ","URDEA","2020-10-14 13:38:03","2020-10-14 13:38:03","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","D3EI1MTK","","","","","","","","CG852"
"DXEI1OOP","FAC  ","BRPA ","2020-10-14 15:22:09","2020-10-14 15:22:09","JANICEA1","JANICEA1","2021-03-03 00:00:00","SEEI1RWZ","","","","","","","Branch Changed from Commonwealth Bank of Australia - DBU to Commonwealth Bank of Australia - Amsterdam. Processing Area Changed from Agency Australia to Team Amsterdam.","CG852"
"DXEI1OOP","FAC  ","CRTE ","2020-10-14 14:11:18","2020-10-14 14:11:18","JAQUITAN","JAQUITAN","2021-03-09 00:00:00","DXEI1OOQ","","","","","","","","CG852"
"DXEI1OOP","FAC  ","FDDCH","2020-10-14 19:20:54","2020-10-14 19:20:54","JAQUITAN","JAQUITAN","2021-03-05 00:00:00","IEEI22PR","","","","","","","First loan drawdown date changed to 05-Mar-2021.","CG852"
"DXEI1OOP","FAC  ","RECLS","2020-10-14 19:20:54","2020-10-14 19:20:54","JAQUITAN","JAQUITAN","2021-03-05 00:00:00","IEEI22PS","","","DPRCL","","","","Automatic discount P/L reclass due to release of NIBOR Option Initial Drawdown (60001207).","CG852"
"DXEI1OOP","FAC  ","TGDTE","2020-10-14 14:52:58","2020-10-14 14:52:58","JANICEA1","JANICEA1","2021-03-10 00:00:00","?(EI1QAQ","","","","","","","Delayed trigger date modified (03-Mar-2021)","CG852"
"E0EHXZOW","DEA  ","CRTE ","2020-10-12 14:21:24","2020-10-12 14:21:24","CESSINP1","CESSINP1","2020-07-13 00:00:00","E0EHXZP1","","","","","","","Host Bank Deal.","CG852"
"E0EHXZOW","DEA  ","URDEA","2020-10-12 14:22:15","2020-10-12 14:22:15","CESSINP1","CESSINP1","2020-07-13 00:00:00","E0EHXZP7","","","","","","","","CG852"
"E9EK76A5","DEA  ","CRTE ","2020-11-25 09:08:47","2020-11-25 09:08:47","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK76AA","","","","","","","Host Bank Deal.","CG852"
"E9EK76A5","DEA  ","URDEA","2020-11-25 09:09:02","2020-11-25 09:09:02","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK76AG","","","","","","","","CG852"
"E9EK76C6","DEA  ","CRTE ","2020-11-25 09:21:49","2020-11-25 09:21:49","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK76CB","","","","","","","Host Bank Deal.","CG852"
"E9EK76C6","DEA  ","URDEA","2020-11-25 09:22:03","2020-11-25 09:22:03","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK76CH","","","","","","","","CG852"
"E9EK7AWV","DEA  ","CRTE ","2020-11-25 12:06:15","2020-11-25 12:06:15","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7AX0","","","","","","","Host Bank Deal.","CG852"
"E9EK7AWV","DEA  ","URDEA","2020-11-25 12:06:29","2020-11-25 12:06:29","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7AX9","","","","","","","","CG852"
"E9EK7BRR","DEA  ","CRTE ","2020-11-25 12:24:47","2020-11-25 12:24:47","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7BRW","","","","","","","Host Bank Deal.","CG852"
"E9EK7BRR","DEA  ","URDEA","2020-11-25 12:25:02","2020-11-25 12:25:02","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7BS6","","","","","","","","CG852"
"E9EK7CNE","DEA  ","CRTE ","2020-11-25 12:43:46","2020-11-25 12:43:46","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7CNJ","","","","","","","Host Bank Deal.","CG852"
"E9EK7CNE","DEA  ","URDEA","2020-11-25 12:44:00","2020-11-25 12:44:00","SKOUSR01","SKOUSR01","2021-11-02 00:00:00","E9EK7CNS","","","","","","","","CG852"
"EIEHXY7V","DEA  ","CRTE ","2020-10-12 13:49:56","2020-10-12 13:49:56","CESSINP1","CESSINP1","2020-07-13 00:00:00","EIEHXY80","","","","","","","Host Bank Deal.","CG852"
"EIEHXY7V","DEA  ","URDEA","2020-10-12 13:50:54","2020-10-12 13:50:54","CESSINP1","CESSINP1","2020-07-13 00:00:00","EIEHXY86","","","","","","","","CG852"
"ENEHXW2F","DEA  ","CRTE ","2020-10-12 13:02:50","2020-10-12 13:02:50","CESSINP1","CESSINP1","2020-07-13 00:00:00","ENEHXW2K","","","","","","","Host Bank Deal.","CG852"
"ENEHXW2F","DEA  ","URDEA","2020-10-12 13:03:35","2020-10-12 13:03:35","CESSINP1","CESSINP1","2020-07-13 00:00:00","ENEHXW2Q","","","","","","","","CG852"
"EXEHXWXY","DEA  ","CRTE ","2020-10-12 13:21:38","2020-10-12 13:21:38","CESSINP1","CESSINP1","2020-07-13 00:00:00","EXEHXWY3","","","","","","","Host Bank Deal.","CG852"
"EXEHXWXY","DEA  ","URDEA","2020-10-12 13:22:17","2020-10-12 13:22:17","CESSINP1","CESSINP1","2020-07-13 00:00:00","EXEHXWY9","","","","","","","","CG852"
"F$EHSHQV","DEA  ","CRTE ","2020-10-09 14:45:39","2020-10-09 14:45:39","ARFELI01","ARFELI01","2020-07-13 00:00:00","F$EHSHR0","","","","","","","Host Bank Deal.","CG852"
"F$EHSHQV","DEA  ","FRHCH","2020-10-09 14:50:34","2020-10-09 14:50:34","ARFELI01","ARFELI01","2020-07-13 00:00:00","F$EHSHSY","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 13-jul.-2020.","CG852"
"F$EHSHQV","DEA  ","URDEA","2020-10-09 14:48:37","2020-10-09 14:48:37","ARFELI01","ARFELI01","2020-07-13 00:00:00","F$EHSHSU","","","","","","","","CG852"
"F$EHSHT7","FAC  ","CRTE ","2020-10-09 14:53:12","2020-10-09 14:53:12","ARFELI01","ARFELI01","2020-07-13 00:00:00","F$EHSHT8","","","","","","","","CG852"
"F*EHSKAE","DEA  ","CRTE ","2020-10-09 15:46:22","2020-10-09 15:46:22","ARFELI01","ARFELI01","2020-07-13 00:00:00","F*EHSKAJ","","","","","","","Host Bank Deal.","CG852"
"F*EHSKAE","DEA  ","FRHCH","2020-10-09 15:51:32","2020-10-09 15:51:32","ARFELI01","ARFELI01","2020-07-13 00:00:00","F*EHSKCH","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 13-jul.-2020.","CG852"
"F*EHSKAE","DEA  ","URDEA","2020-10-09 15:49:28","2020-10-09 15:49:28","ARFELI01","ARFELI01","2020-07-13 00:00:00","F*EHSKCD","","","","","","","","CG852"
"F*EHSKCQ","FAC  ","CRTE ","2020-10-09 15:54:01","2020-10-09 15:54:01","ARFELI01","ARFELI01","2020-07-13 00:00:00","F*EHSKCR","","","","","","","","CG852"
"FYEHSEG7","DEA  ","CRTE ","2020-10-09 13:58:58","2020-10-09 13:58:58","ARFELI01","ARFELI01","2020-07-13 00:00:00","FYEHSEGC","","","","","","","Host Bank Deal.","CG852"
"FYEHSEG7","DEA  ","FRHCH","2020-10-09 14:03:28","2020-10-09 14:03:28","ARFELI01","ARFELI01","2020-07-13 00:00:00","FYEHSENR","","","","","","","Debt Service Coverage Ratio (DSCR) changed to 1 beginning 13-jul.-2020.","CG852"
"FYEHSEG7","DEA  ","URDEA","2020-10-09 14:01:41","2020-10-09 14:01:41","ARFELI01","ARFELI01","2020-07-13 00:00:00","FYEHSELL","","","","","","","","CG852"
"FYEHSERL","FAC  ","CRTE ","2020-10-09 14:05:47","2020-10-09 14:05:47","ARFELI01","ARFELI01","2020-07-13 00:00:00","FYEHSERM","","","","","","","","CG852"
"G$EGNIUB","FAC  ","CMI  ","2020-09-17 12:04:09","2020-09-17 12:04:09","JANICEA1","JANICEA1","2020-06-25 00:00:00","GNEGNM8T","2    ","","FTR  ","G$EGNIXN","","","Unscheduled increase of 100,000,000.00, under amendment number 2","CG852"
"G$EGNIUB","FAC  ","CRTE ","2020-09-17 11:45:56","2020-09-17 11:45:56","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","G$EGNIUC","","","","","","","","CG852"
"G$EGNIUB","FAC  ","IPRC ","2020-09-17 11:52:14","2020-09-17 11:52:14","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","G$EGNIVX","","","","","","","BKBM Option: added","CG852"
"G$EGNIUB","FAC  ","OPRC ","2020-09-17 11:51:35","2020-09-17 11:51:35","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","G$EGNIV6","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"G5EHQFJW","DEA  ","CRTE ","2020-10-08 11:12:11","2020-10-08 11:12:11","ARFELI01","ARFELI01","2020-07-10 00:00:00","G5EHQFK1","","","","","","","Host Bank Deal.","CG852"
"G5EHQFKC","DEA  ","CRTE ","2020-10-08 11:24:53","2020-10-08 11:24:53","ARFELI01","ARFELI01","2020-07-10 00:00:00","G5EHQFKH","","","","","","","Host Bank Deal.","CG852"
"GREGNHU7","FAC  ","CMI  ","2020-09-17 11:32:25","2020-09-17 11:32:25","JANICEA1","JANICEA1","2020-06-25 00:00:00","G=EGNIFN","1    ","","FTR  ","GREGNHWO","","","Unscheduled increase of 100,000,000.00, under amendment number 1","CG852"
"GREGNHU7","FAC  ","CRTE ","2020-09-17 11:18:51","2020-09-17 11:18:51","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","GREGNHU8","","","","","","","","CG852"
"GREGNHU7","FAC  ","FDDCH","2020-09-17 19:35:46","2020-09-17 19:35:46","JANICEA2","JANICEA2","2020-06-26 00:00:00","PDEGO9QM","","","","","","","First loan drawdown date changed to 26-Jun-2020.","CG852"
"GREGNHU7","FAC  ","IPRC ","2020-09-17 11:25:53","2020-09-17 11:25:53","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","GREGNHVV","","","","","","","GBP LIBOR Option: added","CG852"
"GREGNHU7","FAC  ","OPRC ","2020-09-17 11:25:24","2020-09-17 11:25:24","JAQUITAN","JAQUITAN","2020-06-25 00:00:00","GREGNHV4","","","","","","","Facility Ongoing Fee - Commitment Fee: added","CG852"
"GREGNHU7","FAC  ","RECLS","2020-09-17 19:35:46","2020-09-17 19:35:46","JANICEA2","JANICEA2","2020-06-26 00:00:00","PDEGO9QN","","","DPRCL","","","","Automatic discount P/L reclass due to release of GBP LIBOR Option Initial Drawdown (60000913).","CG852"
