"PHC_RID_CALENDAR","PHC_IND_BORR_INT","PHC_CDE_CALENDAR","PHC_IND_EFFEC_DATE","PHC_IND_FXRATE_STG","PHC_IND_INTRTE_STG","PHC_RID_OWNER","PHC_CDE_OWNER_TYPE","PHC_IND_PADV_DATES","PHC_IND_BILLING","PHC_TSP_REC_CREATE","PHC_TSP_REC_UPDATE","PHC_UID_REC_CREATE","PHC_UID_REC_UPDATE","PHC_CDE_BRANCH"
"UKEGPJAW","Y","NLAMS","Y","Y","Y","UKEGPJAV","OST  ","Y","Y","2020-09-18 12:16:26","2020-09-18 12:16:26","LIQSVR04","LIQSVR04","CG852"
"UMEGPG4W","Y","NLAMS","Y","Y","Y","UMEGPG4V","OST  ","Y","Y","2020-09-18 12:31:29","2020-09-18 12:31:29","CMARTILL","CMARTILL","CG852"
"UNEK5BS5","Y","NLAMS","Y","Y","Y","UNEK5BS3","DEA  ","Y","Y","2020-11-24 09:31:32","2020-11-24 09:31:32","SKOUSR01","SKOUSR01","CG852"
"UVE6MITL","Y","AUSYD","Y","Y","Y","UVE6MITK","CDECH","Y","Y","2020-03-06 05:00:16","2020-03-06 05:00:16","RPTINP01","RPTINP01",""
"UVE6MITM","Y","AUSYD","Y","Y","Y","UVE6MITI","GTR  ","Y","Y","2020-03-06 05:00:16","2020-03-06 05:00:16","RPTINP01","RPTINP01",""
"V8EF4708","Y","NLAMS","Y","Y","Y","V8EF4706","DEA  ","Y","Y","2020-08-18 12:11:45","2020-08-18 12:11:45","LIQUSR05","LIQUSR05","CG852"
"V:EH9SAK","Y","NLAMS","Y","Y","Y","V:EH9SAJ","LRP  ","Y","Y","2020-09-29 10:42:35","2020-09-29 10:42:35","LIQUSR05","LIQUSR05","CG852"
"V:EH9SEN","Y","NLAMS","Y","Y","Y","V:EH9SEM","OST  ","Y","Y","2020-09-29 10:45:23","2020-09-29 10:45:23","LIQUSR05","LIQUSR05","CG852"
"V:EH9TD2","Y","NLAMS","Y","Y","Y","V:EH9TD1","LRP  ","Y","Y","2020-09-29 11:05:32","2020-09-29 11:05:32","LIQUSR05","LIQUSR05","CG852"
"V:EH9VG3","Y","NLAMS","Y","Y","Y","V:EH9VG2","OST  ","Y","Y","2020-09-29 11:51:14","2020-09-29 11:51:14","LIQUSR05","LIQUSR05","CG852"
"VJEGNL0C","Y","NLAMS","Y","Y","Y","VJEGNL0B","OST  ","Y","Y","2020-09-17 10:57:42","2020-09-17 10:57:42","LIQUSR05","LIQUSR05","CG852"
"W$EAFC45","Y","AUSYD","Y","Y","Y","W$EAFC44","LRP  ","Y","Y","2020-05-19 09:50:39","2020-05-19 09:50:39","RPTINP01","RPTINP01",""
"W1EGYT85","Y","NLAMS","Y","Y","Y","W1EGYT84","OST  ","Y","Y","2020-09-23 15:43:17","2020-09-23 15:43:17","A116594 ","A116594 ","CG852"
"W1EJ0UHM","Y","NLAMS","Y","Y","Y","W1EJ0UHL","OST  ","Y","Y","2020-11-02 15:16:09","2020-11-02 15:16:09","C116594 ","C116594 ","CG852"
"W;EGYS1N","Y","NLAMS","Y","Y","Y","W;EGYS1M","OST  ","Y","Y","2020-09-23 15:15:51","2020-09-23 15:15:51","B116594 ","B116594 ","CG852"
"W?EJ0WRJ","Y","NLAMS","Y","Y","Y","W?EJ0WRI","OST  ","Y","Y","2020-11-02 15:57:40","2020-11-02 15:57:40","A116594 ","A116594 ","CG852"
"WBEJ14O1","Y","NLAMS","Y","Y","Y","WBEJ14O0","OST  ","Y","Y","2020-11-02 18:51:37","2020-11-02 18:51:37","C116594 ","C116594 ","CG852"
"WHEAFBNO","Y","AUSYD","Y","Y","Y","WHEAFBNN","LRP  ","Y","Y","2020-05-19 09:22:01","2020-05-19 09:22:01","RPTINP01","RPTINP01",""
"WMEJ0RT3","Y","NLAMS","Y","Y","Y","WMEJ0RT2","OST  ","Y","Y","2020-11-02 14:25:26","2020-11-02 14:25:26","A116594 ","A116594 ","CG852"
"WNEJ0ZPB","Y","NLAMS","Y","Y","Y","WNEJ0ZPA","OST  ","Y","Y","2020-11-02 17:09:51","2020-11-02 17:09:51","C116594 ","C116594 ","CG852"
"WOEGYP5J","Y","NLAMS","Y","Y","Y","WOEGYP5I","OST  ","Y","Y","2020-09-23 14:54:45","2020-09-23 14:54:45","A116594 ","A116594 ","CG852"
"WOEGYPD7","Y","NLAMS","Y","Y","Y","WOEGYPD6","OST  ","Y","Y","2020-09-23 15:06:34","2020-09-23 15:06:34","A116594 ","A116594 ","CG852"
"WQEJ15TQ","Y","NLAMS","Y","Y","Y","WQEJ15TP","OST  ","Y","Y","2020-11-02 19:29:09","2020-11-02 19:29:09","A116594 ","A116594 ","CG852"
"WXEJ10S2","Y","NLAMS","Y","Y","Y","WXEJ10S1","OST  ","Y","Y","2020-11-02 17:54:27","2020-11-02 17:54:27","B116594 ","B116594 ","CG852"
"X=EFL89D","Y","NLAMS","Y","Y","Y","X=EFL89C","LRP  ","Y","Y","2020-08-27 19:47:34","2020-08-27 19:47:34","SMANZANO","SMANZANO","CG852"
"X=EFL8BS","Y","NLAMS","Y","Y","Y","X=EFL8BR","OST  ","Y","Y","2020-08-27 19:49:33","2020-08-27 19:49:33","SMANZANO","SMANZANO","CG852"
"X?EFLAPB","Y","NLAMS","Y","Y","Y","X?EFLAP8","OST  ","Y","Y","2020-08-27 20:46:20","2020-08-27 20:46:20","SMANZANO","SMANZANO","CG852"
"XCEFLAR2","Y","AUSYD","Y","Y","Y","XCEFLAR1","LRP  ","Y","Y","2020-08-27 19:11:30","2020-08-27 19:11:30","DJRHINPT","DJRHINPT",""
"XCEFLAR3","Y","USNYC","Y","Y","Y","XCEFLAR1","LRP  ","Y","Y","2020-08-27 19:11:30","2020-08-27 19:11:30","DJRHINPT","DJRHINPT",""
"XCEFLAX4","Y","AUSYD","Y","Y","Y","XCEFLAX3","LRP  ","Y","Y","2020-08-27 19:15:06","2020-08-27 19:15:06","DJRHINPT","DJRHINPT",""
"XCEFLAX5","Y","USNYC","Y","Y","Y","XCEFLAX3","LRP  ","Y","Y","2020-08-27 19:15:06","2020-08-27 19:15:06","DJRHINPT","DJRHINPT",""
"XCEFLB36","Y","AUSYD","Y","Y","Y","XCEFLB35","LRP  ","Y","Y","2020-08-27 19:19:10","2020-08-27 19:19:10","DJRHINPT","DJRHINPT",""
"XCEFLB37","Y","USNYC","Y","Y","Y","XCEFLB35","LRP  ","Y","Y","2020-08-27 19:19:10","2020-08-27 19:19:10","DJRHINPT","DJRHINPT",""
"XDEI1ZKZ","Y","NLAMS","Y","Y","Y","XDEI1ZKY","OST  ","Y","Y","2020-10-14 18:12:19","2020-10-14 18:12:19","CMARTILL","CMARTILL","CG852"
"XEEFL84U","Y","AUSYD","Y","Y","Y","XEEFL84T","LRP  ","Y","Y","2020-08-27 18:29:24","2020-08-27 18:29:24","DJRHINPT","DJRHINPT",""
"XEEFL84V","Y","USNYC","Y","Y","Y","XEEFL84T","LRP  ","Y","Y","2020-08-27 18:29:24","2020-08-27 18:29:24","DJRHINPT","DJRHINPT",""
"XGEI24BQ","Y","NLAMS","Y","Y","Y","XGEI24BO","DEA  ","Y","Y","2020-10-14 19:05:44","2020-10-14 19:05:44","CESSINP1","CESSINP1","CG852"
"XGEI24CL","Y","AUSYD","Y","Y","Y","XGEI24BO","DEA  ","Y","Y","2020-10-14 19:13:48","2020-10-14 19:13:48","CESSINP1","CESSINP1","CG852"
"XGEI24CM","Y","GBLON","Y","Y","Y","XGEI24BO","DEA  ","Y","Y","2020-10-14 19:14:17","2020-10-14 19:14:17","CESSINP1","CESSINP1","CG852"
"XGEI24CN","Y","NOOSL","Y","Y","Y","XGEI24BO","DEA  ","Y","Y","2020-10-14 19:15:12","2020-10-14 19:15:12","CESSINP1","CESSINP1","CG852"
"XGEI24CO","Y","USNYC","Y","Y","Y","XGEI24BO","DEA  ","Y","Y","2020-10-14 19:15:41","2020-10-14 19:15:41","CESSINP1","CESSINP1","CG852"
"XHEFLBGV","Y","NLAMS","Y","Y","Y","XHEFLBGU","LRP  ","Y","Y","2020-08-27 20:24:52","2020-08-27 20:24:52","CMARTILL","CMARTILL","CG852"
"XHEFLBKD","Y","NLAMS","Y","Y","Y","XHEFLBKC","LRP  ","Y","Y","2020-08-27 20:26:43","2020-08-27 20:26:43","CMARTILL","CMARTILL","CG852"
"XHEFLBN0","Y","NLAMS","Y","Y","Y","XHEFLBMZ","OST  ","Y","Y","2020-08-27 20:28:04","2020-08-27 20:28:04","CMARTILL","CMARTILL","CG852"
"XKEFL4Z5","Y","NLAMS","Y","Y","Y","XKEFL4Z3","OST  ","Y","Y","2020-08-27 18:40:50","2020-08-27 18:40:50","SMANZANO","SMANZANO","CG852"
"XSEH2DH1","Y","AUMEL","Y","Y","Y","XSEH2DH0","LRP  ","Y","Y","2020-09-25 12:32:05","2020-09-25 12:32:05","JCUSR01 ","JCUSR01 ",""
"XSEH2DH2","Y","AUSYD","Y","Y","Y","XSEH2DH0","LRP  ","Y","Y","2020-09-25 12:32:05","2020-09-25 12:32:05","JCUSR01 ","JCUSR01 ",""
"Y(EGCPGV","Y","NLAMS","Y","Y","Y","Y(EGCPGU","OST  ","Y","Y","2020-09-11 14:24:59","2020-09-11 14:24:59","JAQUITAN","JAQUITAN","CG852"
"Y)EFEXHL","Y","AUMEL","Y","Y","Y","Y)EFEXHK","LRP  ","Y","Y","2020-08-24 08:31:32","2020-08-24 08:31:32","JCUSR01 ","JCUSR01 ",""
"Y)EFEXHM","Y","AUSYD","Y","Y","Y","Y)EFEXHK","LRP  ","Y","Y","2020-08-24 08:31:32","2020-08-24 08:31:32","JCUSR01 ","JCUSR01 ",""
"Y)EFEXKE","Y","AUMEL","Y","Y","Y","Y)EFEXKD","LRP  ","Y","Y","2020-08-24 08:54:54","2020-08-24 08:54:54","JCUSR01 ","JCUSR01 ",""
"Y)EFEXKF","Y","AUSYD","Y","Y","Y","Y)EFEXKD","LRP  ","Y","Y","2020-08-24 08:54:54","2020-08-24 08:54:54","JCUSR01 ","JCUSR01 ",""
"Y)EFEY2Y","Y","AUMEL","Y","Y","Y","Y)EFEY2X","LRP  ","Y","Y","2020-08-24 09:40:40","2020-08-24 09:40:40","JCUSR01 ","JCUSR01 ",""
"Y)EFEY2Z","Y","AUSYD","Y","Y","Y","Y)EFEY2X","LRP  ","Y","Y","2020-08-24 09:40:40","2020-08-24 09:40:40","JCUSR01 ","JCUSR01 ",""
"Y.EFF1BA","Y","NLAMS","Y","Y","Y","Y.EFF1B9","LRP  ","Y","Y","2020-08-24 09:33:55","2020-08-24 09:33:55","LIQUSR05","LIQUSR05","CG852"
"Y.EFF24Q","Y","NLAMS","Y","Y","Y","Y.EFF24P","OST  ","Y","Y","2020-08-24 09:53:52","2020-08-24 09:53:52","LIQUSR05","LIQUSR05","CG852"
"Y2EFF2M8","Y","NLAMS","Y","Y","Y","Y2EFF2M7","OST  ","Y","Y","2020-08-24 11:23:56","2020-08-24 11:23:56","JAQUITAN","JAQUITAN","CG852"
"Y5EFF54J","Y","NLAMS","Y","Y","Y","Y5EFF54H","DEA  ","Y","Y","2020-08-24 12:23:36","2020-08-24 12:23:36","LIQUSR03","LIQUSR03","CG852"
"Y@EFF7NA","Y","AUSYD","Y","Y","Y","Y@EFF7N9","OST  ","Y","Y","2020-08-24 13:53:30","2020-08-24 13:53:30","CMARTILL","CMARTILL","CG852"
"YREGCR96","Y","NLAMS","Y","Y","Y","YREGCR95","OST  ","Y","Y","2020-09-11 14:31:08","2020-09-11 14:31:08","JAQUITAN","JAQUITAN","CG852"
"YUEFEWQY","Y","AUMEL","Y","Y","Y","YUEFEWQX","CDECH","Y","Y","2020-08-24 08:26:34","2020-08-24 08:26:34","JCUSR01 ","JCUSR01 ",""
"YUEFEWQZ","Y","AUSYD","Y","Y","Y","YUEFEWQX","CDECH","Y","Y","2020-08-24 08:26:34","2020-08-24 08:26:34","JCUSR01 ","JCUSR01 ",""
"YUEFEWR0","Y","AUMEL","Y","Y","Y","YUEFEWQW","GTR  ","Y","Y","2020-08-24 08:26:34","2020-08-24 08:26:34","JCUSR01 ","JCUSR01 ",""
"YUEFEWR1","Y","AUSYD","Y","Y","Y","YUEFEWQW","GTR  ","Y","Y","2020-08-24 08:26:34","2020-08-24 08:26:34","JCUSR01 ","JCUSR01 ",""
"YVEGDOS2","Y","NLAMS","Y","Y","Y","YVEGDOS1","OST  ","Y","Y","2020-09-11 16:24:17","2020-09-11 16:24:17","CMARTILL","CMARTILL","CG852"
"YVEGDOZW","Y","NLAMS","Y","Y","Y","YVEGDOZV","OST  ","Y","Y","2020-09-11 16:28:06","2020-09-11 16:28:06","CMARTILL","CMARTILL","CG852"
"YVEGE4L7","Y","NLAMS","Y","Y","Y","YVEGE4L6","OST  ","Y","Y","2020-09-11 16:35:59","2020-09-11 16:35:59","CMARTILL","CMARTILL","CG852"
"YVEGE4PJ","Y","NLAMS","Y","Y","Y","YVEGE4PI","OST  ","Y","Y","2020-09-11 16:41:06","2020-09-11 16:41:06","CMARTILL","CMARTILL","CG852"
"YZEFEWH7","Y","NLAMS","Y","Y","Y","YZEFEWH5","DEA  ","Y","Y","2020-08-24 08:48:53","2020-08-24 08:48:53","SMANZANO","SMANZANO","CG852"
"Z5EF829M","Y","AUSYD","Y","Y","Y","Z5EF829L","OST  ","Y","Y","2020-08-20 16:35:31","2020-08-20 16:35:31","CMARTILL","CMARTILL","CG852"
"Z5EIRI61","Y","AUSYD","Y","Y","Y","Z5EIRI60","LRP  ","Y","Y","2020-10-28 11:25:19","2020-10-28 11:25:19","INPALN01","INPALN01",""
"Z5EIRI62","Y","USNYC","Y","Y","Y","Z5EIRI60","LRP  ","Y","Y","2020-10-28 11:25:19","2020-10-28 11:25:19","INPALN01","INPALN01",""
"Z;EF7YBK","Y","NLAMS","Y","Y","Y","Z;EF7YBJ","OST  ","Y","Y","2020-08-20 15:19:58","2020-08-20 15:19:58","LIQUSR03","LIQUSR03","CG852"
"Z;EF7ZNB","Y","NLAMS","Y","Y","Y","Z;EF7ZNA","OST  ","Y","Y","2020-08-20 16:14:29","2020-08-20 16:14:29","LIQUSR03","LIQUSR03","CG852"
"Z@EF81A4","Y","NLAMS","Y","Y","Y","Z@EF81A3","LRP  ","Y","Y","2020-08-20 14:49:34","2020-08-20 14:49:34","LIQUSR05","LIQUSR05","CG852"
"Z@EF81CG","Y","NLAMS","Y","Y","Y","Z@EF81CF","OST  ","Y","Y","2020-08-20 14:51:36","2020-08-20 14:51:36","LIQUSR05","LIQUSR05","CG852"
"ZFEF7YYP","Y","NLAMS","Y","Y","Y","ZFEF7YYO","OST  ","Y","Y","2020-08-20 13:29:24","2020-08-20 13:29:24","LIQUSR03","LIQUSR03","CG852"
"ZIEF9MA1","Y","NLAMS","Y","Y","Y","ZIEF9M9Y","OST  ","Y","Y","2020-08-21 11:23:36","2020-08-21 11:23:36","LIQSVR05","LIQSVR05","CG852"
"ZIEF9MNO","Y","NLAMS","Y","Y","Y","ZIEF9MNN","OST  ","Y","Y","2020-08-21 11:30:04","2020-08-21 11:30:04","LIQSVR05","LIQSVR05","CG852"
"ZIEF9NP9","Y","NLAMS","Y","Y","Y","ZIEF9NP7","OST  ","Y","Y","2020-08-21 11:52:30","2020-08-21 11:52:30","LIQSVR05","LIQSVR05","CG852"
"ZIEF9NY1","Y","NLAMS","Y","Y","Y","ZIEF9NY0","OST  ","Y","Y","2020-08-21 12:01:34","2020-08-21 12:01:34","LIQSVR05","LIQSVR05","CG852"
"ZUEJHS95","Y","AUSYD","Y","Y","Y","ZUEJHS93","DEA  ","Y","Y","2020-11-11 14:07:12","2020-11-11 14:07:12","FOULISTR","FOULISTR","CB141"
"ZUEJHS9V","Y","GBLON","Y","Y","Y","ZUEJHS93","DEA  ","Y","Y","2020-11-11 14:11:22","2020-11-11 14:11:22","FOULISTR","FOULISTR","CB141"
