"ADR_CID_CUST_ID","ADR_CDE_LOCATION","ADR_RID_ADDRESS","ADR_DSC_ADDRESS","ADR_ADR_CITY","ADR_CDE_STATE","ADR_CDE_PROVINCE","ADR_ADR_ZIP_CODE","ADR_CDE_COUNTRY","ADR_TSP_REC_CREATE","ADR_TSP_REC_UPDATE","ADR_UID_REC_CREATE","ADR_UID_REC_UPDATE","ADR_PHN_GENERAL","ADR_ADR_LINE_1","ADR_ADR_LINE_2","ADR_ADR_LINE_3","ADR_ADR_LINE_4","ADR_CDE_ADR_TYPE","ADR_ADR_LINE_5","ADR_ADR_LINE_6","ADR_CDE_BRANCH"
"RVEH1FP8","","RVEH1FPB","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-25 00:22:12","2020-09-25 00:22:12","LOANIQ01","LOANIQ01"," ","Line 1","Line 2","","","","","",""
"RVEH291P","","RVEH291S","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-25 10:56:06","2020-09-25 10:56:06","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"FREF87TB","","FREF87TE","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-20 19:07:51","2020-08-20 19:07:51","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"RVEH2AJO","","RVEH2AJR","Legal Address       ","SYDNEY                             ","","VIC  ","2000      ","AU","2020-09-25 11:28:29","2020-09-25 11:28:29","LOANIQ01","LOANIQ01"," ","LINE1","LINE12","LINE123","LINE11234","","","",""
"RVEH2E7G","","RVEH2E7J","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-25 12:47:32","2020-09-25 12:47:32","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"RVEH2GEI","","RVEH2GEL","Legal Address       ","SYDNEY                             ","","VIC  ","2000      ","AU","2020-09-25 13:34:58","2020-09-25 13:34:58","LOANIQ01","LOANIQ01"," ","LINE1","LINE2","LINE3","LINE4","","","",""
"RVEH2HQF","","RVEH2HQI","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-25 14:03:43","2020-09-25 14:03:43","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"RVEH2LBD","","RVEH2LBG","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-09-25 15:20:34","2020-09-25 15:20:34","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"RVEH2ZQP","","RVEH2ZQS","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-09-25 20:32:42","2020-09-25 20:32:42","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5AEH88B8","","5AEH88BA","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-28 15:08:40","2020-09-28 15:09:26","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"5VEH8D99","","5VEH8D9B","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-28 16:55:53","2020-09-28 16:56:27","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"*4EHA4KI","","*4EHA4KK","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-29 15:51:34","2020-09-29 15:52:17","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"*=EHA9UO","","*=EHA9UQ","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-29 17:46:06","2020-09-29 17:46:42","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"A*EHAMQD","","A*EHAMQF","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-29 23:34:53","2020-09-29 23:35:33","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
".QEHDXKP","",".QEHDXKR","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 18:22:01","2020-10-01 18:22:37","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
".*EHE1SI","",".*EHE1SK","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 18:44:45","2020-10-01 18:45:23","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"Z(EIA2B0","","Z(EIA2B2","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-19 01:36:21","2020-10-19 01:36:43","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"Y)EHYNO1","","Y)EHYNO3","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-12 22:36:44","2020-10-12 22:37:30","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"Z6EIA38Z","","Z6EIA391","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-19 02:00:03","2020-10-19 02:00:22","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"M;EIEID2","","M;EIEID4","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-21 10:58:40","2020-10-21 10:59:22","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"MWEIEJAO","","MWEIEJAQ","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-21 11:19:42","2020-10-21 11:20:22","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"5KEIO88M","","5KEIO88P","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-26 18:19:27","2020-10-26 18:19:27","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","","","","","",""
"5KEIOACK","","5KEIOACN","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-26 19:05:01","2020-10-26 19:05:01","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","","","","","",""
"5KEIPKZW","","5KEIPKZZ","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-27 11:52:36","2020-10-27 11:52:36","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","","","","","",""
"5KEIPQFC","","5KEIPQFF","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-27 13:49:53","2020-10-27 13:49:53","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","","","","","",""
"5KEIQDKU","","5KEIQDKX","Legal Address       ","CITY 1                             ","","","TN12      ","GB","2020-10-27 22:09:58","2020-10-27 22:09:58","LOANIQ01","LOANIQ01"," ","ADD1","","","","","","",""
"5KEIQSZR","","5KEIQSZU","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:10","2020-10-28 00:53:10","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT04","","5KEIQT07","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:13","2020-10-28 00:53:13","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT0H","","5KEIQT0K","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:13","2020-10-28 00:53:13","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT0U","","5KEIQT0X","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:14","2020-10-28 00:53:14","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT17","","5KEIQT1A","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:14","2020-10-28 00:53:14","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT1K","","5KEIQT1N","Legal Address       ","Alnwick                            ","","","2000      ","GB","2020-10-28 00:53:14","2020-10-28 00:53:14","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"5KEIQT2Q","","5KEIQT2T","Legal Address       ","Hall                               ","","","7654      ","NL","2020-10-28 01:33:15","2020-10-28 01:33:15","LOANIQ01","LOANIQ01"," ","Lot 12","","","","","","",""
"5KEIQT33","","5KEIQT36","Legal Address       ","Holl                               ","","","7653      ","NL","2020-10-28 01:33:17","2020-10-28 01:33:17","LOANIQ01","LOANIQ01"," ","Lot 11","","","","","","",""
"5KEIQT3K","","5KEIQT3N","Legal Address       ","Hall                               ","","","6543      ","NL","2020-10-28 01:53:09","2020-10-28 01:53:09","LOANIQ01","LOANIQ01"," ","Lot 17","","","","","","",""
"5KEIQT3Y","","5KEIQT41","Legal Address       ","Tazz                               ","","","1234      ","NL","2020-10-28 01:53:10","2020-10-28 01:53:10","LOANIQ01","LOANIQ01"," ","Lot 12","","","","","","",""
"5KEIRKIJ","","5KEIRKIM","Legal Address       ","TOWN                               ","","NSW  ","2000      ","AU","2020-10-28 13:37:24","2020-10-28 13:37:24","LOANIQ01","LOANIQ01"," ","AL1","AL2","AL3","AL4","","","",""
"5KEITV1U","","5KEITV1X","Legal Address       ","Melbuorne                          ","","VIC  ","2000      ","AU","2020-10-29 19:20:10","2020-10-29 19:20:10","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Castel Coch","Cardiff","","","",""
"5KEIV8LI","","5KEIV8LL","Legal Address       ","Melbuorne                          ","","VIC  ","2000      ","AU","2020-10-30 13:10:23","2020-10-30 13:10:23","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Castel Coch","Cardiff","","","",""
"5KEIVA5F","","5KEIVA5I","Legal Address       ","Melbuorne                          ","","VIC  ","2000      ","AU","2020-10-30 13:43:56","2020-10-30 13:43:56","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Castel Coch","Cardiff","","","",""
"5KEIVNLU","","5KEIVNLX","Legal Address       ","Alnwick                            ","","","1011      ","GB","2020-10-30 18:34:34","2020-10-30 18:34:34","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Alnwick 3","Northumberland 4","","","",""
"5KEIVO34","","5KEIVO37","Legal Address       ","Belfast                            ","","","1011      ","GB","2020-10-30 18:44:57","2020-10-30 18:44:57","LOANIQ01","LOANIQ01"," ","6TH FLR ZENY BLDG","LAVA RD","Castel Coch","Cardiff","","","",""
"5KEIVORM","","5KEIVORP","Legal Address       ","Alnwick                            ","","","1011      ","GB","2020-10-30 18:59:38","2020-10-30 18:59:38","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Alnwick 3","Northumberland 4","","","",""
"5KEIVPFN","","5KEIVPFQ","Legal Address       ","Alnwick                            ","","","1011      ","GB","2020-10-30 19:14:03","2020-10-30 19:14:03","LOANIQ01","LOANIQ01"," ","ZENAIRA BLDG","MAGALVA RD","Alnwick 3","Northumberland 4","","","",""
"F5EEI82Y","","F5EEI831","Legal Address       ","London                             ","","","ec1       ","GB","2020-08-06 18:16:03","2020-09-30 23:30:12","LOANIQ01","LOANIQ01"," ","Address 1","Address 2","Address 3","Address 4","","Address 5","",""
"F5EEVH5T","","F5EEVH5W","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-13 22:00:57","2020-08-13 22:00:57","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EEWBR0","","F5EEWBR3","LEGAL ADDRESS       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-14 09:01:41","2020-08-16 11:07:22","LOANIQ01","WBAYERS "," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EEWNIG","","F5EEWNIJ","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-14 13:15:44","2020-08-14 13:15:44","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EEWSOR","","F5EEWSOU","LEGAL ADDRESS       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-14 15:07:31","2020-08-18 18:48:52","LOANIQ01","WBAYERS "," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EEX0DW","","F5EEX0DZ","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-14 17:53:48","2020-08-14 17:53:48","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EEX1HG","","F5EEX1HJ","LEGAL ADDRESS       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-14 18:17:32","2020-08-16 09:25:03","LOANIQ01","WBAYERS "," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EF2FBX","","F5EF2FC0","Legal Address       ","SYDNEY                             ","","NSW  ","2000      ","AU","2020-08-17 16:04:38","2020-08-17 16:04:38","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP 11 213 PITT ST","","None","None","","","",""
"F5EF3TGQ","","F5EF3TGT","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-18 10:07:31","2020-08-18 10:07:31","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","None","None","","","",""
"F5EF3YEE","","F5EF3YEH","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-18 11:54:06","2020-08-18 11:54:06","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","None","None","","","",""
"AXEF6K9X","","AXEF6KA0","Legal Address       ","TownCity                           ","","ACT  ","2000      ","AU","2020-08-19 21:41:50","2020-08-19 21:41:50","LOANIQ01","LOANIQ01"," ","Address1","Address2","Address3","Address4","","","",""
"@*EFH8X0","","@*EFH8X2","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-08-25 14:55:03","2020-08-25 14:57:45","INPALN01","INPALN01","412345678","George St.","Beverly Hills","None","None","","","",""
"P!EHBPV8","","P!EHBPVA","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-09-30 12:22:16","2020-09-30 12:22:51","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
".6EHDTXC","",".6EHDTXE","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 17:03:11","2020-10-01 17:03:52","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"T0EHE8MU","","T0EHE8MW","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 21:15:49","2020-10-01 21:16:57","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"8ZEHEAAP","","8ZEHEAAR","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 22:20:41","2020-10-01 22:21:33","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"8YEHEGDD","","8YEHEGDF","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-01 23:54:26","2020-10-01 23:55:03","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"7(EHN2BK","","7(EHN2BM","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-06 15:34:41","2020-10-06 15:35:26","INPELY01","INPELY01"," ","George St.","Beverly Hills","","","","","",""
"ICEI26C3","","ICEI26C5","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 19:45:19","2020-10-14 19:45:39","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"I:EI26KV","","I:EI26KX","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-14 19:53:54","2020-10-14 19:54:15","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"=HEI2D3K","","=HEI2D3N","Legal Address       ","London                             ","","","ec2r 4ah  ","GB","2020-10-14 22:57:13","2020-10-14 22:57:13","LOANIQ01","LOANIQ01"," ","Bank Address 1","","","","","","",""
"A-EI5D8F","","A-EI5D8H","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-16 13:51:47","2020-10-16 13:52:47","KIDUENAS","KIDUENAS"," ","George St.","Beverly Hills","","","","","",""
"=HEIAPW5","","=HEIAPW8","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-19 11:14:22","2020-10-28 00:13:50","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"=HEIAQWW","","=HEIAQWZ","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-19 11:36:24","2020-10-19 11:36:24","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"=HEIARKK","","=HEIARKN","Legal Address       ","Alnwick                            ","","VIC  ","2000      ","AU","2020-10-19 11:50:37","2020-10-19 11:50:37","LOANIQ01","LOANIQ01"," ","LOWER GRND FL SHOP","11 213 PITT ST","Alnwick 3","Northumberland 4","","","",""
"JGEICOGY","","JGEICOH0","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 11:19:05","2020-10-20 11:19:32","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"J+EICOY5","","J+EICOY7","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 11:26:39","2020-10-20 11:26:57","DANUSR01","DANUSR01"," ","George St.","Beverly Hills","","","","","",""
"C4EIDBGK","","C4EIDBGM","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 19:36:27","2020-10-20 19:37:16","MIGGY_IN","MIGGY_IN"," ","George St.","Beverly Hills","","","","","",""
"CFEID93L","","CFEID93N","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-20 19:40:43","2020-10-20 19:41:14","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"4REIQ4W5","","4REIQ4W7","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-27 18:53:31","2020-10-27 18:54:07","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"F9EIR9NM","","F9EIR9NO","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-10-28 08:20:06","2020-10-28 08:20:46","INPALN01","INPALN01"," ","George St.","Beverly Hills","","","","","",""
"HFEJ2RLB","","HFEJ2RLE","Legal Address       ","Melbourne1                         ","","VIC  ","2020      ","AU","2020-11-03 14:43:51","2020-11-03 14:50:25","LOANIQ01","LOANIQ01"," ","AL11","AL22","AL33","AL44","","","",""
"HFEJ2U77","","HFEJ2U7A","Legal Address       ","LONDON                             ","","","EC55      ","GB","2020-11-03 15:40:12","2020-11-03 15:40:12","LOANIQ01","LOANIQ01"," ","ADD1","","","","","","",""
"1-EJ2YO0","","1-EJ2YO2","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-03 16:50:50","2020-11-03 16:51:27","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"HFEJ4E83","","HFEJ4E86","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-11-04 11:50:21","2020-11-04 11:50:21","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"HFEJ4FCF","","HFEJ4FCI","LEGAL ADDRESS       ","London                             ","","","W2 2SZ    ","GB","2020-11-04 12:14:31","2020-11-10 09:16:14","LOANIQ01","FOULISTR"," ","London CBD","","","","","","",""
"HFEJ4FP2","","HFEJ4FP5","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-11-04 12:22:07","2020-11-04 12:22:07","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"HFEJ4HDR","","HFEJ4HDU","Legal Address       ","London                             ","","","2124      ","GB","2020-11-04 12:58:32","2020-11-04 12:58:32","LOANIQ01","LOANIQ01"," ","Line 1","Line 2","","","","","",""
"D6EJ4OKJ","","D6EJ4OKL","LEGAL ADDRESS       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-04 14:16:41","2020-11-04 14:17:14","INPAMT01","INPAMT01"," ","George St.","Beverly Hills","","","","","",""
"HFEJ4M62","","HFEJ4M65","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-11-04 14:41:55","2020-11-04 14:41:55","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"HFEJ4Z3M","","HFEJ4Z3P","Legal Address       ","Sydney                             ","","NSW  ","2000      ","AU","2020-11-04 19:21:14","2020-11-04 19:21:14","LOANIQ01","LOANIQ01"," ","UPPER GRND FL","10 SHIRLEY ST","Pimpama Qld 3","Pennyroyal 4","","","",""
"HFEJ69JC","","HFEJ69JF","Legal Address       ","Melbourne                          ","","VIC  ","4061      ","AU","2020-11-05 12:04:17","2020-11-05 12:04:17","LOANIQ01","LOANIQ01"," ","George St.","Beverly Hills","Pimpama Qld 30","Pennyroyal 40","","","",""
