"CUS_CID_CUST_ID","CUS_XID_CUST_ID","CUS_NME_SHORT_NAME","CUS_NME_FULL_NAME","CUS_CDE_COUNTRY","CUS_CDE_CUST_STAT","CUS_IND_INVESTOR","CUS_IND_BORROWER","CUS_IND_GUARANTOR","CUS_IND_BENEFIC","CUS_IND_INTRL_ENT","CUS_IND_RESTRICT","CUS_CDE_BANK","CUS_TSP_REC_CREATE","CUS_TSP_REC_UPDATE","CUS_UID_REC_CREATE","CUS_UID_REC_UPDATE","CUS_IND_SLG","CUS_IND_MAJ_UNDWRT","CUS_IND_CRA","CUS_CDE_TRS_RPT_AR","CUS_IND_SIMPLIFIED","CUS_CDE_CUST_DESC","CUS_CID_ULT_PARENT","CUS_CDE_DEPT","CUS_CID_IMM_PARENT","CUS_CDE_EXPENSE","CUS_CDE_PRIM_SIC","CUS_CDE_PROSPECT","CUS_CDE_LEGAL","CUS_CDE_SIC_CNTRY","CUS_CDE_BRANCH","CUS_CDE_ORIGIN","CUS_CDE_LANGUAGE","CUS_IND_VAT_SUBJCT","CUS_TXT_VAT_NUMBER","CUS_AMT_OS_LIMIT","CUS_CDE_OS_LIM_CCY","CUS_IND_OS_LIM_ERL","CUS_CDE_MASTER_ACT","CUS_IND_BROKER","CUS_CDE_DEP_SUBTYP","CUS_IND_THRD_PTYON","CUS_IND_THRD_PRF"
"9ZE4O2EE","7131400        ","PTYAPISHO7131400              ","PTYA7131400","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:54","2020-01-28 07:03:54","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2EE","     ","9ZE4O2EE","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2ER","2346544        ","SHORTTA                       ","2346544","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:54","2020-01-28 07:03:54","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2ER","     ","9ZE4O2ER","","5254      ","","","AU","CB001","","ENG  ","Y","39483483422    ","0","","N","","N","","N","N"
"9ZE4O2F4","7150458        ","PTYAPISHO7150458              ","PTYA7150458","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:54","2020-01-28 07:03:54","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2F4","     ","9ZE4O2F4","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2FH","1713443        ","ESPS51713441                  ","ESPS51713441","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:54","2020-01-28 11:23:33","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPR ","9ZE4O2FH","     ","9ZE4O2FH","","3610      ","","","AU","CB001","","ENG  ","Y","10075843210    ","0","","N","","N","","N","N"
"9ZE4O2FX","2223123        ","SHORTNAMEEE                   ","1232333","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:55","2020-01-28 07:03:55","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2FX","     ","9ZE4O2FX","","7834      ","","","AU","CB001","","ENG  ","Y","23212323123    ","0","","N","","N","","N","N"
"9ZE4O2GD","88228822       ","SHORTNAME_1                   ","Test Party By Abhi 01","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:55","2020-01-28 07:03:55","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2GD","     ","9ZE4O2GD","","1317      ","","","AU","CB001","","ENG  ","Y","123213213213   ","0","","N","","N","","N","N"
"9ZE4O2GS","2132437        ","BOSS                          ","Mr Abhishek","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:55","2020-01-28 07:03:55","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9ZE4O2GS","     ","9ZE4O2GS","","9610      ","","","AU","CB001","","ENG  ","Y","66455445789    ","0","","N","","N","","N","N"
"9ZE4O2HB","7221242        ","PTYAPISHO7221242              ","PTYA7221242","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:56","2020-01-28 07:03:56","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2HB","     ","9ZE4O2HB","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2HO","11223344       ","SM11                          ","SRHM1111","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:56","2020-07-02 13:41:00","LOANIQ02","LOANIQ01","N","N","N","AU   ","N","AGL  ","9ZE4O2HO","     ","9ZE4O2HO","","7422      ","","","AU","","","ENG  ","Y","               ","0","","N","","N","","N","N"
"9ZE4O2IB","234567         ","PTYLIQ9831                    ","PTYLIQ9831","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:57","2020-01-28 07:03:57","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2IB","     ","9ZE4O2IB","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2IP","782342         ","MART9123                      ","MART9123","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:57","2020-01-28 07:03:57","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2IP","     ","9ZE4O2IP","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2J2","7172220        ","PTYAPISHO7172220              ","PTYA7172220","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:57","2020-01-28 07:03:57","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2J2","     ","9ZE4O2J2","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2JF","082342         ","MART6123                      ","MART6123","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:03:57","2020-01-28 07:03:57","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2JF","     ","9ZE4O2JF","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2LG","456547         ","SHROT0342                     ","ENT93845","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:41","2020-01-28 07:49:41","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2LG","     ","9ZE4O2LG","","4244      ","","","AU","CB001","","ENG  ","Y","46678945764    ","0","","N","","N","","N","N"
"9ZE4O2LT","333331         ","MART5555                      ","MART5555","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:42","2020-01-28 07:49:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2LT","     ","9ZE4O2LT","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9ZE4O2M6","4536353        ","SHROTS25                      ","ENT3943534","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:42","2020-01-28 07:49:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9ZE4O2M6","     ","9ZE4O2M6","","6303      ","","","AU","CB001","","ENG  ","Y","25345456342    ","0","","N","","N","","N","N"
"9ZE4O2MJ","6577899        ","SHRT903456                    ","ENT03425233","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:42","2020-01-28 07:49:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2MJ","     ","9ZE4O2MJ","","9121      ","","","AU","CB001","","ENG  ","Y","34589458434    ","0","","N","","N","","N","N"
"9ZE4O2MW","938498         ","SHRT0340                      ","ENT99345","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:42","2020-01-28 07:49:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9ZE4O2MW","     ","9ZE4O2MW","","4231      ","","","AU","CB001","","ENG  ","Y","88738203923    ","0","","N","","N","","N","N"
"9ZE4O2N9","3656754        ","SHRO3235                      ","ENT93453","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:42","2020-01-28 07:49:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","9ZE4O2N9","     ","9ZE4O2N9","","2729      ","","","AU","CB001","","ENG  ","Y","24367867654    ","0","","N","","N","","N","N"
"9ZE4O2NM","656565         ","MART6555                      ","MART6555","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:49:43","2020-01-28 07:49:43","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2NM","     ","9ZE4O2NM","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"FPE4MRNP","9              ","LENDSHORT0414                 ","LENDLEG0414","AU","SKEL ","Y","N","N","N","N","N","CBA  ","2020-01-27 10:33:28","2020-10-30 22:52:41","MGALING ","INPAMT01","N","N","N","AU   ","N","BDMPC","FPE4MRNP","GLB  ","FPE4MRNP","BG_COL         ","7325      ","","","AU","","","","Y","123123124      ","0","","N","","N","","N","N"
"9ZE4O2NZ","222224         ","PTYMART444                    ","PTYMART444","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 07:50:03","2020-01-28 07:50:03","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","9ZE4O2NZ","     ","9ZE4O2NZ","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"9XE4OD4K","8273923        ","SHRT2324                      ","ENT029323","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 11:23:20","2020-01-28 11:23:20","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9XE4OD4K","     ","9XE4OD4K","","6301      ","","","AU","CB001","","ENG  ","Y","234298323341   ","0","","N","","N","","N","N"
"9XE4OD56","7834334        ","ENTSHRT23                     ","ENT1243232","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 11:25:28","2020-01-28 11:25:28","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9XE4OD56","     ","9XE4OD56","","5210      ","","","AU","CB001","","ENG  ","Y","33273283244    ","0","","N","","N","","N","N"
"9XE4OD5J","1243645        ","SEERTGE                       ","ENT324256","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 11:27:16","2020-01-28 11:27:16","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9XE4OD5J","     ","9XE4OD5J","","3613      ","","","AU","CB001","","ENG  ","Y","23242545432    ","0","","N","","N","","N","N"
"9XE4OD5W","3452353        ","HJHJERE5                      ","ENT99445","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-28 11:30:39","2020-01-28 11:30:39","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","9XE4OD5W","     ","9XE4OD5W","","8440      ","","","AU","CB001","","ENG  ","Y","33453235435    ","0","","N","","N","","N","N"
"E2E4PDE7","7131536        ","PTYAPISHO7131536              ","PTYA7131536","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-29 05:17:59","2020-01-29 05:17:59","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4PDE7","     ","E2E4PDE7","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RAUV","122333444      ","CBA AMSTERDAM                 ","Commonwealth Bank of Australia - Amsterdam","NL","ACT  ","Y","N","N","N","Y","N","CBA  ","2020-01-30 06:18:23","2020-10-19 12:45:00","LOANIQ02","ARFELI01","N","N","N","NL   ","N","BDMPC","E2E4RAUV","GLB  ","E2E4RAUV","BG_COL         ","7321      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"E2E4RFRQ","7160151        ","PTYAPISHO7160151              ","PTYA7160151","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 08:04:30","2020-01-30 08:04:30","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4RFRQ","     ","E2E4RFRQ","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RJJP","7172327        ","PTYAPISHO7172327              ","PTYA7172327","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 09:26:06","2020-01-30 09:26:06","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4RJJP","     ","E2E4RJJP","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RM1N","762727         ","PTYAUCM11CASS                 ","PTYAUCM11CASS","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 10:20:04","2020-01-30 10:51:46","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4RM1N","     ","E2E4RM1N","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RNIN","8374838        ","SHRT38783                     ","ENT9388342","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 10:51:52","2020-01-30 10:51:52","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","E2E4RNIN","     ","E2E4RNIN","","5237      ","","","AU","CB001","","ENG  ","Y","45467674543    ","0","","N","","N","","N","N"
"E2E4RNO3","7215132        ","PTYARODELUPD4                 ","PTYARODELUPD4","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 10:55:04","2020-01-30 11:13:18","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4RNO3","     ","E2E4RNO3","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RO41","3425340        ","SHOTRT3943                    ","ENT983453","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 11:04:42","2020-01-30 11:04:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BDMPR","E2E4RO41","     ","E2E4RO41","","7324      ","","","AU","CB001","","ENG  ","Y","34545094564    ","0","","N","","N","","N","N"
"E2E4ROLP","7215989        ","PTYARODEL01                   ","PTYARODEL01","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 11:15:18","2020-01-30 11:15:18","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4ROLP","     ","E2E4ROLP","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4ROSR","7215990        ","PTYARODEL02                   ","PTYARODEL02","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 11:19:31","2020-01-30 11:19:31","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4ROSR","     ","E2E4ROSR","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4ROY0","7215991        ","PTYARODEL03                   ","PTYARODEL03","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 11:22:40","2020-01-30 11:22:40","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4ROY0","     ","E2E4ROY0","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RPD6","7215992        ","PTYARODEL04UPD                ","PTYARODEL04UPD","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 11:31:46","2020-01-30 11:35:58","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","E2E4RPD6","     ","E2E4RPD6","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"E2E4RRXU","2342525        ","32424                         ","2342352","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-30 12:27:22","2020-01-30 12:27:22","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGL  ","E2E4RRXU","     ","E2E4RRXU","","9610      ","","","AU","CB001","","ENG  ","Y","43453434334    ","0","","N","","N","","N","N"
"E2E4T7MW","01010101       ","TESTPARTYEU01                 ","Test Party EU 01","NL","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-31 07:04:00","2020-01-31 07:07:14","LOANIQ02","LOANIQ02","N","N","N","NL   ","N","AGL  ","E2E4T7MW","     ","E2E4T7MW","","2163      ","","","AU","","","ENG  ","N","               ","0","","N","","N","","N","N"
"E2E4TUGA","202001310      ","TUTUTUTU                      ","tutututu","NL","ACT  ","N","N","N","N","N","N","CBA  ","2020-01-31 15:16:51","2020-01-31 15:21:27","LOANIQ02","LOANIQ02","N","N","N","NL   ","N","AGF  ","E2E4TUGA","     ","E2E4TUGA","","9700      ","","","AU","","","ENG  ","N","78687686       ","0","","N","","N","","N","N"
"AMDPAOVM","773964861      ","COMMONWEALTHBANKOFAUSTCB001   ","Commonwealth Bank of Australia","AU","SKEL ","Y","N","N","N","Y","N","CBA  ","2019-04-04 15:39:24","2020-10-30 22:56:59","KANDERSO","INPAMT01","N","N","N","AU   ","N","BDMPC","AMDPAOVM","GLB  ","AMDPAOVM","","7325      ","","","AU","","","","Y","48123123124    ","0","","N","","N","","N","N"
"A$DPARLG","3051932        ","COMMONWEALTH BANK AU-OBU      ","Commonwealth Bank of Australia - OBU","AU","SKEL ","Y","N","N","N","Y","N","CBA  ","2019-04-04 16:22:47","2020-10-08 10:37:26","KANDERSO","LIQSVR04","N","N","N","AU   ","N","BDMPC","A$DPARLG","GLB  ","A$DPARLG","","7321      ","","","AU","","","","Y","123123124      ","0","","N","","N","","N","N"
"UNKNOWN ","UNKNOWN        ","UNKNOWN  LENDER               ","UNKNOWN  LENDER","US","SKEL ","N","N","N","N","N","N","     ","2020-01-20 20:15:49","2020-01-20 20:15:49","LS2BATCH","LS2BATCH","N","N","N","US   ","N","","","","","","","","","","","","","N","               ","0","","N","","N","","N","N"
"?ZE4CIA6","4              ","BORROWER1111                  ","BORROWER1111","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-01-22 11:40:17","2020-10-22 17:21:09","RPTINP01","INPAMT01","N","N","N","AU   ","N","AGL  ","?ZE4CIA6","GLB  ","?ZE4CIA6","BG_COL         ","0420      ","","","AU","","","","Y","               ","0","","N","","N","","N","N"
"J8E4F4AJ","5              ","CUSTSHORT17131                ","{BACKSPACE}CUSTLEGAL17131","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-01-23 07:18:21","2020-01-23 07:18:21","RPTINP01","RPTINP01","N","N","N","AU   ","N","","J8E4F4AJ","GLB  ","J8E4F4AJ","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"(KE4Q19S","10             ","LEND01292020                  ","LEND01292020","AU","SKEL ","Y","N","N","N","N","N","CBA  ","2020-01-29 04:50:42","2020-10-30 17:48:03","WBAYERS ","INPRON01","N","N","N","AU   ","N","AGF  ","(KE4Q19S","GLB  ","(KE4Q19S","BG_COL         ","0420      ","","","AU","","","","Y","32421545687    ","0","","N","","N","","N","N"
"C:E4XKVR","2873873        ","SHRTOADER                     ","ENTNAME SSDF EFW","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-02 15:40:32","2020-02-02 15:40:32","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BFPBA","C:E4XKVR","     ","C:E4XKVR","","5222      ","","","AU","CB001","","ENG  ","Y","93849345345    ","0","","N","","N","","N","N"
"C:E4YIZI","8728323        ","SHROTAJFR                     ","ENT9093423","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 03:57:11","2020-02-03 03:57:11","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","C:E4YIZI","     ","C:E4YIZI","","7833      ","","","AU","CB001","","ENG  ","Y","99032342342    ","0","","N","","N","","N","N"
"A4E8XOXX","19             ","CUSTSHORT21153                ","CUSTLEGAL21154","AU","SKEL ","N","Y","N","N","N","N","CBA  ","2020-04-20 03:22:54","2020-06-25 14:30:10","APP1MANS","RPTINP01","N","N","N","AU   ","N","FORG ","A4E8XOXX","GLB  ","A4E8XOXX","BG_COL         ","3620      ","","","AU","","","","N","               ","0","","N","","N","","N","N"
"C:E4YJ8F","9283823        ","SHOTKERF                      ","ENT0900323","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 04:02:31","2020-02-03 04:02:31","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","BDMPC","C:E4YJ8F","     ","C:E4YJ8F","","1512      ","","","AU","CB001","","ENG  ","Y","90932348293    ","0","","N","","N","","N","N"
"C:E4YTXO","8838433        ","HSHSHSHS                      ","ENT23252323","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 07:53:41","2020-02-03 07:53:41","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","C:E4YTXO","     ","C:E4YTXO","","6619      ","","","AU","CB001","","ENG  ","Y","03945343232    ","0","","N","","N","","N","N"
"C:E4YYOF","7172100        ","PTYAPISHO7172706              ","PTYA7172706","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 09:36:08","2020-02-03 09:36:08","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","C:E4YYOF","     ","C:E4YYOF","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"C:E4YZAB","7174700        ","PTYAPISHO7174700              ","PTYA7174700","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 09:49:16","2020-02-03 09:49:16","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","C:E4YZAB","     ","C:E4YZAB","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"C:E4Z2VU","3874837        ","SHJHJER                       ","ENT0923923","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-03 11:06:59","2020-02-03 11:06:59","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","C:E4Z2VU","     ","C:E4Z2VU","","4732      ","","","AU","CB001","","ENG  ","Y","23523423233    ","0","","N","","N","","N","N"
"H3E537LK","12             ","TESTCASM                      ","CassieM","AU","SKEL ","N","N","N","N","N","N","CBA  ","2020-02-05 07:34:54","2020-02-05 07:34:54","CMARTILL","CMARTILL","N","N","N","AU   ","N","","H3E537LK","GLB  ","H3E537LK","","","","","","","","","Y","               ","0","","N","","N","","N","N"
"=FE563YY","1000021        ","PTYAPISH1000021               ","PTYA1000021","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-07 02:51:42","2020-02-07 02:51:42","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","=FE563YY","     ","=FE563YY","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"=FE563ZV","1000022        ","PTYAPISH1000022               ","PTYA1000022","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-07 03:02:58","2020-02-07 03:02:58","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGS  ","=FE563ZV","     ","=FE563ZV","","3620      ","","","AU","CB001","","ENG  ","Y","66280099899    ","0","","N","","N","","N","N"
"-8E5DT1D","3424993        ","SHORT3424993                  ","ENT93489434","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-11 04:39:09","2020-02-11 04:39:09","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","-8E5DT1D","     ","-8E5DT1D","","4713      ","","","AU","CB001","","ENG  ","Y","23332222322    ","0","","N","","N","","N","N"
"-?E5DXLZ","3939493        ","SHRT3939493                   ","this is two hundred fifty five characters this is two hundred fifty five characters this is two hundred fifty five characters this is two ta","AU","ACT  ","N","N","N","N","N","N","CBA  ","2020-02-11 06:17:57","2020-02-11 06:17:57","LOANIQ02","LOANIQ02","N","N","N","AU   ","N","AGF  ","-?E5DXLZ","     ","-?E5DXLZ","","6401      ","","","AU","CB001","","ENG  ","Y","               ","0","","N","","N","","N","N"
