"ACCOUNTID"|"NOMINALCODE"|"NOMINALDESCRIPTION"|"TRANSACTIONSRID"|"TRANSACTIONID"|"HOSTTRANCODE"|"SOURCETRANCODE"|"TRANSACTIONDATE"|"POSTINGDATE"|"VALUEDATE"|"ISOCURRENCYCODE"|"DEBITCREDITFLAG"|"AMOUNT"|"AMOUNTCREDIT"|"AMOUNTDEBIT"|"HOSTBRANCH"|"UBCHANNELID"|"SUBPRODUCTCODE"|"CUSTOMERCODE"|"SOURCEREF1"|"SOURCEREF2"|"NARRATION"|"SOURCEBRANCH"|"SOURCECOSTCENTERCODE"|"AFFILIATECODE"|"SOURCEDEALNO"|"SOURCECUSTOMERCODE"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829e77f332"|"01174d829e75f32h"|"CRV"|"FEEAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"C"|"2430.55"|"2430.55"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9ST5"|"WCEFIOKN"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKVFH"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829e97e350"|"01174d829e96834f"|"CRV"|"FEEAC"|"2020-09-29 06:40:59"|"2020-07-12 23:21:07"|"2020-07-07 00:00:00"|"EUR"|"C"|"17.86"|"17.86"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9T65"|"+)EFZNQM"|"Fee Accrual"|"CG852"|"BP_COL"|"OTHER"|"FAC#!EFTRT9"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829f1733Bu"|"01174d829f1593BZ"|"CRV"|"FEEAC"|"2020-09-29 06:41:01"|"2020-07-12 23:21:09"|"2020-07-07 00:00:00"|"EUR"|"C"|"95.87"|"95.87"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SUF"|"WCEFIOMZ"|"Fee Accrual"|"CG852"|"BG_COL"|"FIXED"|"FAC0REF4FMA"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829ffc93MH"|"01174d829ff8d3Lw"|"CRV"|"FEEAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"C"|"250"|"250"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SUY"|"WCEFIOOM"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC.FEF9QTS"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a00613Mm"|"01174d82a004c3MR"|"CRV"|"FEEAC"|"2020-09-29 06:41:05"|"2020-07-12 23:21:13"|"2020-07-07 00:00:00"|"EUR"|"C"|"277.78"|"277.78"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SV0"|"WCEFIONU"|"Fee Accrual"|"CG852"|"BG_COL"|""|"FAC@+EFH6WT"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a21483Se"|"01174d82a21133SJ"|"CRV"|"FEEAC"|"2020-09-29 06:41:13"|"2020-07-12 23:21:21"|"2020-07-07 00:00:00"|"EUR"|"C"|"3920.88"|"3920.88"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9TPT"|"+)EFZO13"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACI:EFMEGK"|"57"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829df4a30s"|"01174d829df1530X"|"CRV"|"FEEAC"|"2020-09-29 06:40:56"|"2020-07-12 23:21:05"|"2020-07-07 00:00:00"|"EUR"|"C"|"10684.93"|"10684.93"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9U36"|"W@EFIPLE"|"Fee Accrual"|"CG852"|"BG_COL"|"FIXED"|"FAC?XEBVXIH"|"4"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829d4792zr"|"01174d829d4532zW"|"CRV"|"FEEAC"|"2020-09-29 06:40:54"|"2020-07-12 23:21:02"|"2020-07-07 00:00:00"|"EUR"|"C"|"10958.91"|"10958.91"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9U1D"|"W@EFIPG6"|"Fee Accrual"|"CG852"|"BG_COL"|""|"FACSUEBXL18"|"4"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829cd9e2wv"|"01174d829cd642wa"|"CRV"|"FEEAC"|"2020-09-29 06:40:52"|"2020-07-12 23:21:00"|"2020-07-07 00:00:00"|"EUR"|"C"|"2243.84"|"2243.84"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9T4X"|"WCEFIOUI"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACC6EFHAR6"|"53"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829c82e2vF"|"01174d829c7f72uu"|"CRV"|"FEEAC"|"2020-09-29 06:40:51"|"2020-07-12 23:20:59"|"2020-07-07 00:00:00"|"EUR"|"C"|"80.71"|"80.71"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9T49"|"W@EFIPDM"|"Fee Accrual"|"CG852"|"BP_COL"|"FIXED"|"FAC(7EFGXST"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829c6112u5"|"01174d829c5b12tk"|"CRV"|"FEEAC"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"C"|"8219.18"|"8219.18"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SWP"|"WCEFIOS4"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC3.EFFDZL"|"53"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829bf832su"|"01174d829b5a12sW"|"CRV"|"FEEAC"|"2020-09-29 06:40:48"|"2020-07-12 23:20:56"|"2020-07-07 00:00:00"|"EUR"|"C"|"802.82"|"802.82"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9SYD"|"W@EFIOOZ"|"Fee Accrual"|"CG852"|"BP_COL"|"OTHER"|"FACS#EESVR1"|"37"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829a09b2pC"|"01174d829a0812or"|"CRV"|"FEEAC"|"2020-09-29 06:40:40"|"2020-07-12 23:20:48"|"2020-07-07 00:00:00"|"EUR"|"C"|"1458.33"|"1458.33"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9ST1"|"W@EFIPMD"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQFEDH1MI"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d8299dd22oD"|"01174d8299db62ns"|"CRV"|"FEEAC"|"2020-09-29 06:40:40"|"2020-07-12 23:20:48"|"2020-07-07 00:00:00"|"EUR"|"C"|"176.47"|"176.47"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9STG"|"W@EFIOMF"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACV8EF471U"|"43"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d8299c2a2nj"|"01174d8299c0e2nO"|"CRV"|"FEEAC"|"2020-09-29 06:40:39"|"2020-07-12 23:20:47"|"2020-07-07 00:00:00"|"EUR"|"C"|"2430.55"|"2430.55"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9U38"|"W@EFIPLY"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ4EDGQL9"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82997d32kL"|"01174d82997bc2k0"|"CRV"|"FEEAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"7204.19"|"7204.19"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9T17"|"WCEFIOTY"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC9ZEF82GL"|"53"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82996692iN"|"01174d82996552i2"|"CRV"|"FEEAC"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"2446.02"|"2446.02"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SX5"|"WCEFIOT1"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC@-EFH76E"|"53"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829946e2g3"|"01174d82994432fi"|"CRV"|"FEEAC"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"C"|"972.22"|"972.22"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9ST9"|"WCEFIOLH"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKW7K"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d829747a2SG"|"01174d82974672Rv"|"CRV"|"FEEAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"16273.97"|"16273.97"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9U27"|"W@EFIPIN"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACSUEBXL2B"|"4"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82972722Pp"|"01174d829725f2PU"|"CRV"|"FEEAC"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"7349.09"|"7349.09"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9TC8"|"W@EFIPF2"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d8296e262LM"|"01174d8296e0e2L1"|"CRV"|"FEEAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"C"|"8013.7"|"8013.7"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SW8"|"WCEFIOR7"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC3ZEFFD2W"|"53"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a226c3Tc"|"01174d82a22553TH"|"CRV"|"FEEAC"|"2020-09-29 06:41:14"|"2020-07-12 23:21:22"|"2020-07-07 00:00:00"|"EUR"|"C"|"21863.02"|"21863.02"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9U2X"|"W@EFIPKH"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC?REBVOYO"|"4"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a461a3gL"|"01174d82a46033g0"|"CRV"|"FEEAC"|"2020-09-29 06:41:23"|"2020-07-12 23:21:31"|"2020-07-07 00:00:00"|"EUR"|"C"|"10715.51"|"10715.51"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"0TEH9TEX"|"W@EFIPFR"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FAC@EEFH10F"|"57"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a35273Wh"|"01174d82a35103WM"|"CRV"|"FEEAC"|"2020-09-29 06:41:18"|"2020-07-12 23:21:27"|"2020-07-07 00:00:00"|"EUR"|"C"|"1458.33"|"1458.33"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9ST7"|"WCEFIOL2"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQ+EDKVL5"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d82a34b43WD"|"01174d82a34953Vs"|"CRV"|"FEEAC"|"2020-09-29 06:41:18"|"2020-07-12 23:21:26"|"2020-07-07 00:00:00"|"EUR"|"C"|"972.22"|"972.22"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9ST3"|"WCEFIOK8"|"Fee Accrual"|"CG852"|"IT_SAF"|""|"FACQFEDH1QH"|"22553344"
"089403000085200"|"FFEECOMMPNL"|"Facility Commitment Fee Income"|"01174d8296d412KN"|"01174d8296d262K2"|"CRV"|"FEEAC"|"2020-09-29 06:40:27"|"2020-07-12 23:20:35"|"2020-07-07 00:00:00"|"EUR"|"C"|"73.98"|"73.98"|"0"|"00000852"|"LIQ"|"94030InternalEUR"|"000852"|"08EH9SUU"|"WCEFIOPU"|"Fee Accrual"|"CG852"|"BG_COL"|"OTHER"|"FACY5EFF559"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8296f7e2NB"|"01174d8296f612Mg"|"DRV"|"UNCOM"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"D"|"-9000000"|"0"|"9000000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVD"|".FEF9T1N"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC.FEF9QTS"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82970892Np"|"01174d829706a2NM"|"CRV"|"UNCOM"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"C"|"10000000"|"10000000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVG"|"@+EFH708"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|""|"FAC@+EFH6WT"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82970892Nr"|"01174d829706a2NM"|"DRV"|"UNCOM"|"2020-09-29 06:40:28"|"2020-07-12 23:20:36"|"2020-07-07 00:00:00"|"EUR"|"D"|"-10000000"|"0"|"10000000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVH"|"@+EFH708"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|""|"FAC@+EFH6WT"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82974de2Ss"|"01174d82974c22SP"|"CRV"|"UNCOM"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"C"|"14649389.5"|"14649389.5"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST0"|"S+EESXNR"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"OTHER"|"FACS#EESVR1"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82974de2Su"|"01174d82974c22SP"|"DRV"|"UNCOM"|"2020-09-29 06:40:29"|"2020-07-12 23:20:37"|"2020-07-07 00:00:00"|"EUR"|"D"|"-14651389.5"|"0"|"14651389.5"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST1"|"S+EESXNR"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"OTHER"|"FACS#EESVR1"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8297a672WH"|"01174d8297a4c2Vo"|"CRV"|"UNCOM"|"2020-09-29 06:40:31"|"2020-07-12 23:20:39"|"2020-07-07 00:00:00"|"EUR"|"C"|"399000000"|"399000000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SU8"|"?XEBVYJI"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC?REBVOYO"|"4"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8297a672WJ"|"01174d8297a4c2Vo"|"DRV"|"UNCOM"|"2020-09-29 06:40:31"|"2020-07-12 23:20:39"|"2020-07-07 00:00:00"|"EUR"|"D"|"-399000000"|"0"|"399000000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SU9"|"?XEBVYJI"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC?REBVOYO"|"4"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82985642Xs"|"01174d82985482XP"|"CRV"|"UNCOM"|"2020-09-29 06:40:33"|"2020-07-12 23:20:42"|"2020-07-07 00:00:00"|"EUR"|"C"|"20000000"|"20000000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SV0"|"Q+EDKX5H"|"Daily Posting of Unutilized Commitment"|"CG852"|"IT_SAF"|""|"FACQ+EDKW7K"|"22553344"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82985652Xu"|"01174d82985482XP"|"DRV"|"UNCOM"|"2020-09-29 06:40:33"|"2020-07-12 23:20:42"|"2020-07-07 00:00:00"|"EUR"|"D"|"-20000000"|"0"|"20000000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SV1"|"Q+EDKX5H"|"Daily Posting of Unutilized Commitment"|"CG852"|"IT_SAF"|""|"FACQ+EDKW7K"|"22553344"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298bcd2b1"|"01174d8298bb42aY"|"CRV"|"UNCOM"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"29760000"|"29760000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVS"|"@-EFH869"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC@-EFH76E"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298bcd2b3"|"01174d8298bb42aY"|"DRV"|"UNCOM"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"D"|"-29760000"|"0"|"29760000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVT"|"@-EFH869"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC@-EFH76E"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298c682bh"|"01174d8298c4e2bE"|"CRV"|"UNCOM"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"C"|"88951063.34"|"88951063.34"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVW"|"9ZEF8314"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC9ZEF82GL"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298c682bj"|"01174d8298c4e2bE"|"DRV"|"UNCOM"|"2020-09-29 06:40:35"|"2020-07-12 23:20:43"|"2020-07-07 00:00:00"|"EUR"|"D"|"-87651063.34"|"0"|"87651063.34"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SVX"|"9ZEF8314"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC9ZEF82GL"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298fdc2dM"|"01174d8298fbf2ct"|"CRV"|"UNCOM"|"2020-09-29 06:40:36"|"2020-07-12 23:20:44"|"2020-07-07 00:00:00"|"EUR"|"C"|"4962600"|"4962600"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST4"|"(7EFGUIP"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"OTHER"|"FAC(7EFGUEQ"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8298fdc2dO"|"01174d8298fbf2ct"|"DRV"|"UNCOM"|"2020-09-29 06:40:36"|"2020-07-12 23:20:44"|"2020-07-07 00:00:00"|"EUR"|"D"|"-4962600"|"0"|"4962600"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST5"|"(7EFGUIP"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"OTHER"|"FAC(7EFGUEQ"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82992772e2"|"01174d82992502dZ"|"CRV"|"UNCOM"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"C"|"1963860.42"|"1963860.42"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST8"|"(7EFGZ88"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"FIXED"|"FAC(7EFGXST"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82992782e4"|"01174d82992502dZ"|"DRV"|"UNCOM"|"2020-09-29 06:40:37"|"2020-07-12 23:20:45"|"2020-07-07 00:00:00"|"EUR"|"D"|"-1963860.42"|"0"|"1963860.42"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9ST9"|"(7EFGZ88"|"Daily Posting of Unutilized Commitment"|"CG852"|"BP_COL"|"FIXED"|"FAC(7EFGXST"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82994e52gf"|"01174d82994c32gC"|"CRV"|"UNCOM"|"2020-09-29 06:40:37"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"97779000"|"97779000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9STO"|"@EEFH9JA"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC@EEFH10F"|"57"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82994e52gh"|"01174d82994c32gC"|"DRV"|"UNCOM"|"2020-09-29 06:40:37"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"D"|"-97779000"|"0"|"97779000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9STP"|"@EEFH9JA"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FAC@EEFH10F"|"57"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82995d92hp"|"01174d82995bd2hM"|"CRV"|"UNCOM"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"C"|"195000000"|"195000000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SUC"|"?XEBVYJ8"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"FIXED"|"FAC?XEBVXIH"|"4"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d82995d92hr"|"01174d82995bd2hM"|"DRV"|"UNCOM"|"2020-09-29 06:40:38"|"2020-07-12 23:20:46"|"2020-07-07 00:00:00"|"EUR"|"D"|"-195000000"|"0"|"195000000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SUD"|"?XEBVYJ8"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"FIXED"|"FAC?XEBVXIH"|"4"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8299a1f2nA"|"01174d8299a022mh"|"CRV"|"UNCOM"|"2020-09-29 06:40:39"|"2020-07-12 23:20:47"|"2020-07-07 00:00:00"|"EUR"|"C"|"27300000"|"27300000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SW8"|"C6EFHAVE"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FACC6EFHAR6"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d8299a1f2nC"|"01174d8299a022mh"|"DRV"|"UNCOM"|"2020-09-29 06:40:39"|"2020-07-12 23:20:47"|"2020-07-07 00:00:00"|"EUR"|"D"|"-27300000"|"0"|"27300000"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SW9"|"C6EFHAVE"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FACC6EFHAR6"|"53"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d829a24c2qJ"|"01174d829a22a2pp"|"CRV"|"UNCOM"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"C"|"90013954.87"|"90013954.87"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9STK"|"YZEFF1Z3"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d829a24c2qL"|"01174d829a22a2pp"|"DRV"|"UNCOM"|"2020-09-29 06:40:41"|"2020-07-12 23:20:49"|"2020-07-07 00:00:00"|"EUR"|"D"|"-89413954.87"|"0"|"89413954.87"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9STL"|"YZEFF1Z3"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FACYZEFEXAM"|"57"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d829c6eb2uh"|"01174d829c6c02uE"|"CRV"|"UNCOM"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"C"|"4601431.34"|"4601431.34"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SV4"|"0REF4G5M"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"FIXED"|"FAC0REF4FMA"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d829c6eb2uj"|"01174d829c6c02uE"|"DRV"|"UNCOM"|"2020-09-29 06:40:50"|"2020-07-12 23:20:58"|"2020-07-07 00:00:00"|"EUR"|"D"|"-4601431.34"|"0"|"4601431.34"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SV5"|"0REF4G5M"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"FIXED"|"FAC0REF4FMA"|"37"
"089901000085200"|"OFBSUNCOCLR"|"Unused Commitment"|"01174d829c8d32vr"|"01174d829c8a12vO"|"CRV"|"UNCOM"|"2020-09-29 06:40:51"|"2020-07-12 23:20:59"|"2020-07-07 00:00:00"|"EUR"|"C"|"2700000"|"2700000"|"0"|"00000852"|"LIQ"|"99010InternalEUR"|"000852"|"0EEH9SV8"|"Y5EFF58R"|"Daily Posting of Unutilized Commitment"|"CG852"|"BG_COL"|"OTHER"|"FACY5EFF559"|"37"
